time/total_timesteps,rollout/ep_rew_mean,time/time_elapsed,time/fps,rollout/ep_len_mean,time/iterations,train/loss,train/entropy_loss,train/policy_gradient_loss,train/approx_kl,train/n_updates,train/clip_fraction,train/explained_variance,train/value_loss,train/clip_range,train/learning_rate
92160,0.0,193,477,100.0,45,-0.06744494289159775,-1.5492937438189984,-0.019367975894419943,0.016697094,440,0.187890625,-2.901927947998047,3.274467827765193e-05,0.2,0.0003
94208,0.0,197,477,100.0,46,-0.028269080445170403,-1.5042613957077264,-0.015619706081633922,0.015074413,450,0.180029296875,-0.2328583002090454,3.7563791713068896e-05,0.2,0.0003
96256,0.0,201,477,99.97,47,-0.0291486494243145,-1.4821503527462483,-0.01638559797720518,0.018433668,460,0.2111328125,-2.631901502609253,1.4551151991781808e-05,0.2,0.0003
98304,0.0,206,477,99.97,48,-0.0038673188537359238,-1.501096525788307,-0.013952734761551256,0.028167196,470,0.187841796875,0.03728431463241577,2.7723537729684723e-05,0.2,0.0003
100352,0.0,210,477,99.97,49,-0.026414072141051292,-1.58420193977654,-0.01798403631783003,0.017465603,480,0.204296875,-0.37156546115875244,1.3262700643679182e-05,0.2,0.0003
102400,0.0,214,477,99.97,50,-0.04605166241526604,-1.5985757406800984,-0.023361853002279533,0.018083572,490,0.199658203125,-2.5912909507751465,1.6479905411870277e-05,0.2,0.0003
104448,0.0,218,477,99.97,51,-0.0481267012655735,-1.5821609001606702,-0.019697843850008213,0.019710079,500,0.196533203125,-2.519310474395752,1.1304616273832835e-05,0.2,0.0003
106496,0.0,222,477,99.65,52,-0.04635939747095108,-1.5417099073529243,-0.020144278267252957,0.019867899,510,0.1880859375,-2.357227325439453,2.7011799066656294e-05,0.2,0.0003
108544,0.0,227,477,99.65,53,0.012244801968336105,-1.514516942575574,-0.016978293674765155,0.015572246,520,0.17119140625,-0.054648518562316895,2.101125811293514e-05,0.2,0.0003
110592,0.0,231,477,99.65,54,-0.00775614008307457,-1.5353735368698835,-0.015869281787308863,0.014043925,530,0.1560546875,-0.9637733697891235,1.6558012775647056e-05,0.2,0.0003
112640,0.0,235,477,99.65,55,-0.04798044264316559,-1.5344187829643487,-0.01886775534512708,0.019765057,540,0.175634765625,-0.9509398937225342,1.1552569081629826e-05,0.2,0.0003
114688,0.0,240,477,99.65,56,-0.03599170222878456,-1.5139614868909121,-0.021464672150614206,0.017656766,550,0.168017578125,-0.6061515808105469,1.6196376024879554e-05,0.2,0.0003
116736,0.0,244,477,100.0,57,-0.06988923996686935,-1.5341420639306307,-0.034850882593309505,0.03196896,560,0.286328125,-0.15509033203125,2.8582786458741794e-05,0.2,0.0003
118784,0.0,248,477,100.0,58,-0.015611346811056137,-1.562376369163394,-0.018380257701210212,0.019651487,570,0.213330078125,0.18403911590576172,1.4088463242956095e-05,0.2,0.0003
120832,0.0,253,477,100.0,59,-0.027104008942842484,-1.5278045322746039,-0.016060249801375902,0.01541437,580,0.219384765625,-0.6321156024932861,2.3115740513190987e-05,0.2,0.0003
122880,0.0,257,477,100.0,60,-0.02695452608168125,-1.5181686718016862,-0.02575670395308407,0.026772508,590,0.2232421875,-3.83278751373291,1.0487915877632759e-05,0.2,0.0003
124928,0.0,261,477,100.0,61,-0.0366939902305603,-1.528527844324708,-0.018800491277943365,0.018487064,600,0.186962890625,-0.060138821601867676,1.0138757134825483e-05,0.2,0.0003
126976,0.0,265,477,100.0,62,-0.028907410800457,-1.5367519695311784,-0.022513634714414366,0.017133225,610,0.20078125,-3.3149704933166504,1.4610980011298125e-05,0.2,0.0003
129024,0.0,270,477,100.0,63,-0.017447704449295998,-1.5391041666269303,-0.019600813402212224,0.0156160835,620,0.191943359375,-4.989378929138184,1.4630561925343954e-05,0.2,0.0003
131072,0.0,274,477,100.0,64,-0.06397663056850433,-1.533135097846389,-0.024795905314385892,0.02160142,630,0.20498046875,-1.8830838203430176,1.1743851921153237e-05,0.2,0.0003
133120,0.0,278,478,100.0,65,-0.03202490508556366,-1.494037913531065,-0.020546658345119796,0.018128265,640,0.221044921875,-0.9710010290145874,1.0110585845168885e-05,0.2,0.0003
135168,0.0,282,478,100.0,66,-0.04144022613763809,-1.5154246266931295,-0.013931484003842342,0.01302477,650,0.174853515625,-0.5088599920272827,1.4397296193635612e-05,0.2,0.0003
137216,0.0,286,478,100.0,67,0.02864079736173153,-1.501765201240778,-0.02465592393564293,0.020013861,660,0.2208984375,-1.1369690895080566,3.9374592969920744e-05,0.2,0.0003
