time/total_timesteps,time/iterations,time/fps,rollout/ep_rew_mean,time/time_elapsed,rollout/ep_len_mean,train/explained_variance,train/value_loss,train/policy_gradient_loss,train/clip_fraction,train/learning_rate,train/entropy_loss,train/clip_range,train/n_updates,train/approx_kl,train/loss
161792,79,488,0.5623055499999999,331,71.02,0.6240707635879517,0.01198054872947978,-0.013591950830596033,0.171044921875,0.0003,-0.9172394771128893,0.2,780,0.01634989,-0.031405601650476456
163840,80,488,0.5408333200000001,335,69.53,0.5273061990737915,0.013296976538549643,-0.010042383171094117,0.12919921875,0.0003,-0.9040327420458197,0.2,790,0.015133448,-0.0022453097626566887
165888,81,487,0.50030555,340,72.33,0.622954785823822,0.012815930362557992,-0.010431425702699925,0.127099609375,0.0003,-0.9434072336181998,0.2,800,0.013755945,0.0060288021340966225
167936,82,487,0.55252777,344,74.96,0.5665255784988403,0.009854409533727449,-0.012855089982622303,0.15517578125,0.0003,-0.9236151067540049,0.2,810,0.015069987,0.0097024105489254
169984,83,486,0.5960000200000001,349,78.59,0.5540935397148132,0.010266328604484443,-0.015119991247775032,0.166259765625,0.0003,-0.9040628042072058,0.2,820,0.020962007,-0.03855343163013458
172032,84,486,0.5820555500000001,353,74.91,0.509682297706604,0.010115355273592285,-0.013168605996179394,0.14599609375,0.0003,-0.9159184530377388,0.2,830,0.016816873,0.011158176697790623
174080,85,485,0.59383333,358,72.91,0.4719848036766052,0.012028957552684006,-0.016379666875582188,0.179150390625,0.0003,-0.9369966262951493,0.2,840,0.021460462,-0.02818908542394638
176128,86,485,0.56141668,362,75.51,0.4324532151222229,0.013188562424329576,-0.021407062001526356,0.19462890625,0.0003,-0.92043069396168,0.2,850,0.023656351,-0.005107013508677483
178176,87,484,0.50058334,367,77.87,0.4420204162597656,0.012986464658752084,-0.013831481884699315,0.17509765625,0.0003,-0.946815412119031,0.2,860,0.02110329,-0.003302368801087141
180224,88,482,0.4790000299999999,373,78.9,0.5169165730476379,0.009139771116315388,-0.012536109698703512,0.138037109375,0.0003,-0.9291206710040569,0.2,870,0.01656577,-0.018581444397568703
182272,89,482,0.49850003,378,77.54,0.6064051389694214,0.010397119258414023,-0.010146214037376922,0.138916015625,0.0003,-0.8719507664442062,0.2,880,0.01564928,-0.013086879625916481
184320,90,481,0.48986112,382,67.26,0.4966822862625122,0.013469795651326421,-0.017141246021492407,0.200732421875,0.0003,-0.9725667016580701,0.2,890,0.020045979,-0.034015558660030365
186368,91,481,0.54191666,387,72.25,0.5905736088752747,0.01341780618240591,-0.01407579874357907,0.16689453125,0.0003,-0.90725819747895,0.2,900,0.016753465,-0.02047719992697239
188416,92,480,0.5534444300000001,391,70.36,0.6739466786384583,0.010565434297313913,-0.010474292408616748,0.16162109375,0.0003,-0.8646829633042217,0.2,910,0.014879846,0.02653013914823532
190464,93,480,0.54905554,396,70.33,0.6790438294410706,0.01018318392598303,-0.010693103667290416,0.123388671875,0.0003,-0.8613640667870641,0.2,920,0.010255777,0.0067166415974497795
192512,94,479,0.5887222500000001,401,68.59,0.5956330895423889,0.01209829497092869,-0.017562752906815148,0.18125,0.0003,-0.8404336201027036,0.2,930,0.019803518,0.0036587202921509743
194560,95,479,0.57686114,406,64.12,0.5937381386756897,0.01346998473018175,-0.012139731740171555,0.1380859375,0.0003,-0.8074954165145755,0.2,940,0.014615641,-2.001877874135971e-05
196608,96,478,0.5609722500000001,410,57.94,0.5040433406829834,0.014391344634350389,-0.01570945793064311,0.1615234375,0.0003,-0.8641731165349483,0.2,950,0.018935634,0.006924167275428772
198656,97,477,0.5230833500000001,415,58.38,0.5412142276763916,0.015087330658570864,-0.011072860399872297,0.12978515625,0.0003,-0.7844205508008599,0.2,960,0.013192145,-0.010818999260663986
200704,98,477,0.49258334000000015,420,59.26,0.5147035717964172,0.013583941032993607,-0.014731225764990086,0.13603515625,0.0003,-0.8259475853294134,0.2,970,0.015325045,-0.01588047295808792
