time/total_timesteps,time/iterations,time/fps,rollout/ep_len_mean,rollout/ep_rew_mean,time/time_elapsed,train/clip_range,train/clip_fraction,train/learning_rate,train/policy_gradient_loss,train/approx_kl,train/entropy_loss,train/loss,train/explained_variance,train/value_loss,train/n_updates
71680,35,512,166.47,0.16399999,139,0.2,0.180419921875,0.0003,-0.016078270798607262,0.015702749,-1.5909828033298254,-0.02777780592441559,0.13370001316070557,0.0022683615790811016,340
73728,36,510,166.25,0.19313887999999999,144,0.2,0.21962890625,0.0003,-0.01574389619709109,0.018665876,-1.4973060563206673,-0.01255480945110321,0.4005148410797119,0.006278279800972087,350
75776,37,509,171.04,0.20236108000000003,148,0.2,0.146435546875,0.0003,-0.01497651260579005,0.013460968,-1.506086168438196,0.0033278828486800194,0.2817252278327942,0.0038792595696577337,360
77824,38,510,169.26,0.21283329,152,0.2,0.171533203125,0.0003,-0.010448257489770185,0.010565032,-1.5220461659133435,-0.00559988571330905,0.3236740231513977,0.0037637537185219116,370
79872,39,510,166.34,0.2644722,156,0.2,0.170263671875,0.0003,-0.015633671812247486,0.012726026,-1.5186497826129197,-0.0018909701611846685,0.31345969438552856,0.004487172727385769,380
81920,40,510,151.74,0.28738887,160,0.2,0.159423828125,0.0003,-0.010891202463244553,0.015248824,-1.4507862776517868,-0.013030081987380981,0.46681535243988037,0.006973254051990807,390
83968,41,510,151.81,0.31805552,164,0.2,0.13193359375,0.0003,-0.008975420166098046,0.012640638,-1.3842753831297159,-0.027301348745822906,0.4413573741912842,0.008796730511676287,400
86016,42,510,143.86,0.34938887,168,0.2,0.09912109375,0.0003,-0.009385354561527493,0.00991951,-1.3472871899604797,-0.03277890756726265,0.3946153521537781,0.007761086115351645,410
88064,43,510,132.46,0.36016666,172,0.2,0.138037109375,0.0003,-0.012586122954962775,0.014155816,-1.3450937535613776,-0.0010625889990478754,0.5185257792472839,0.007114023870235542,420
90112,44,510,119.97,0.37319446000000006,176,0.2,0.12841796875,0.0003,-0.011087966732156928,0.011735365,-1.3481696024537086,0.006079422775655985,0.4097890853881836,0.006318766339245485,430
92160,45,510,126.81,0.35338889,180,0.2,0.11953125,0.0003,-0.0109325953075313,0.010738444,-1.2871570084244013,-0.008014442399144173,0.3642061948776245,0.008327281206584302,440
94208,46,510,129.45,0.34858332,184,0.2,0.116162109375,0.0003,-0.007398441890836693,0.010005258,-1.2770095434039832,-0.0017326106317341328,0.019733428955078125,0.006090611671243096,450
96256,47,510,115.2,0.37358334,188,0.2,0.132080078125,0.0003,-0.010803554800077109,0.011509054,-1.2615435268729924,-0.02629053220152855,0.3468949794769287,0.008928834240214201,460
98304,48,508,107.35,0.40288888,193,0.2,0.147802734375,0.0003,-0.012892991028638789,0.016031865,-1.2829680472612381,-0.00873945839703083,0.4886903166770935,0.010662921195034869,470
100352,49,508,104.95,0.43541666,197,0.2,0.161083984375,0.0003,-0.016361221534316427,0.013567207,-1.2433093268424273,-0.01337376143783331,0.4327952265739441,0.01344498242251575,480
