rollout/ep_rew_mean,time/fps,time/total_timesteps,time/time_elapsed,time/iterations,rollout/ep_len_mean,train/value_loss,train/approx_kl,train/loss,train/clip_fraction,train/n_updates,train/clip_range,train/explained_variance,train/policy_gradient_loss,train/learning_rate,train/entropy_loss,shield/transition_timestep,shield/delta,shield/stage
0.8794999718666077,4799,1327104,276,27,22.77,0.004275881253609744,0.003437765,0.0037235207855701447,0.023583984375,260,0.2,0.4492012858390808,-0.0014685698027581868,0.0003,-0.15423076688311993,,,
0.896678626537323,4811,1376256,286,28,23.43,0.005203960838298371,0.0025450767,0.000993059715256095,0.026114908854166667,270,0.2,0.40144777297973633,-0.001712997910787332,0.0003,-0.14475951538576434,,,
0.8845000267028809,4824,1425408,295,29,24.16,0.0052891610064155735,0.009220221,0.004856391344219446,0.025787353515625,280,0.2,0.41060692071914673,-0.002141160159014059,0.0003,-0.14646025457962727,,,
0.8662856817245483,4835,1474560,304,30,24.17,0.005085467728652778,0.0052622748,-0.0009835641831159592,0.03195393880208333,290,0.2,0.41959279775619507,-0.0022268314154037703,0.0003,-0.1511190310625049,,,
0.866142749786377,4844,1523712,314,31,23.83,0.0039020068862858654,0.0052686557,-0.0009664569515734911,0.022725423177083332,300,0.2,0.4704551100730896,-0.0019605487180039444,0.0003,-0.13022773299211016,,,
0.8685357570648193,4854,1572864,323,32,23.46,0.004807011905419737,0.0021057916,-0.0008159489370882511,0.018733723958333334,310,0.2,0.4171133041381836,-0.0010671238400391304,0.0003,-0.11731006094875435,,,
0.865892767906189,4863,1622016,333,33,24.17,0.005608014534300309,0.0035768023,0.005289844702929258,0.020005289713541666,320,0.2,0.39988088607788086,-0.0012587885681568877,0.0003,-0.11796343449968845,,,
0.8962499499320984,4871,1671168,343,34,23.68,0.005402210492926922,0.004868611,-0.008926407434046268,0.028350830078125,330,0.2,0.4017179012298584,-0.002275609532262024,0.0003,-0.13087063661854093,,,
0.9083570837974548,4878,1720320,352,35,22.91,0.006279436165459629,0.003464019,-0.0038168560713529587,0.021978759765625,340,0.2,0.37132376432418823,-0.001698826680088435,0.0003,-0.12195788737541685,,,
0.8770713806152344,4884,1769472,362,36,23.94,0.00489390760188447,0.0017875027,0.003112257458269596,0.017451985677083334,350,0.2,0.4227690100669861,-0.0011082542683046388,0.0003,-0.11255829943499217,,,
0.9097857475280762,4891,1818624,371,37,22.53,0.004910053176718066,0.0042819055,-0.0021206759847700596,0.015016682942708333,360,0.2,0.4140806794166565,-0.0014751600364282544,0.0003,-0.09886810504055271,,,
0.8768572211265564,4898,1867776,381,38,23.58,0.005207055114442483,0.011164778,-0.00021665566600859165,0.016878255208333335,370,0.2,0.4070020914077759,-0.0011761914009791022,0.0003,-0.09918393661888937,,,
0.8995356559753418,4904,1916928,390,39,22.9,0.00447747482843018,0.0063675507,0.01008447352796793,0.024031575520833334,380,0.2,0.43563294410705566,-0.0017396092246599437,0.0003,-0.11555259708547964,,,
0.8962500095367432,4910,1966080,400,40,24.03,0.004307965838052041,0.0034307146,-0.00018933007959276438,0.018257649739583333,390,0.2,0.4388355016708374,-0.0012124798528020619,0.0003,-0.10130767161026596,,,
0.8869642615318298,4889,2015232,412,41,23.66,0.006369404235738329,0.003218238,0.0027771112509071827,0.016485595703125,400,0.2,0.3556784987449646,-0.001357334178040522,0.0003,-0.08697169010993093,,,
0.9069642424583435,4895,2064384,421,42,23.33,0.006160229082403627,0.0020656784,0.0033833147026598454,0.014493815104166667,410,0.2,0.37057650089263916,-0.0011664871299520503,0.0003,-0.08784340558146747,,,
0.8902857303619385,4899,2113536,431,43,22.56,0.005154010884325544,0.002105301,0.0033724538516253233,0.013020833333333334,420,0.2,0.40047574043273926,-0.0010107420259373612,0.0003,-0.0822138165026748,,,
0.900107204914093,4903,2162688,441,44,22.67,0.005513490857568589,0.002957187,-0.00047140358947217464,0.014784749348958333,430,0.2,0.400501012802124,-0.0010554176005674284,0.0003,-0.07983193764230237,,,
0.9158928394317627,4909,2211840,450,45,23.55,0.0054667936611319115,0.0029778413,0.0009029288776218891,0.013804117838541666,440,0.2,0.3990941643714905,-0.0012989421884412877,0.0003,-0.08190316878608428,,,
0.8797141909599304,4912,2260992,460,46,22.68,0.00437472846218346,0.0027711894,0.00024126190692186356,0.011588541666666667,450,0.2,0.4306071996688843,-0.0008850446224641928,0.0003,-0.07363914673333057,,,
0.9052143096923828,4915,2310144,469,47,23.78,0.0049935441738853115,0.0026084818,0.005658075679093599,0.011785888671875,460,0.2,0.4006496071815491,-0.0009956444412030881,0.0003,-0.07591500909960208,,,
0.8981427550315857,4917,2359296,479,48,23.47,0.00597128782337677,0.0018227479,-0.0032505420967936516,0.013002522786458333,470,0.2,0.3604217767715454,-0.0010225912464496409,0.0003,-0.08053476493805647,,,
0.8842857480049133,4919,2408448,489,49,24.4,0.00510549286245805,0.0030352178,0.0016625979915261269,0.014829508463541667,480,0.2,0.39794063568115234,-0.0012294250567113825,0.0003,-0.08123650783090852,,,
0.8928928375244141,4921,2457600,499,50,24.53,0.00459264451371079,0.001914097,0.000990989850834012,0.011496988932291667,490,0.2,0.4308697581291199,-0.0008043096210409809,0.0003,-0.07576731261021147,,,
0.8854642510414124,4923,2506752,509,51,23.79,0.0049782786334617414,0.0032625403,-0.0021343391854315996,0.015018717447916666,500,0.2,0.4234333634376526,-0.0012161904054361608,0.0003,-0.08180583882106779,,,
0.8804999589920044,4927,2555904,518,52,22.72,0.0055499362571936215,0.0034993317,-0.002873410936444998,0.024348958333333334,510,0.2,0.3817402124404907,-0.00167472534327923,0.0003,-0.11083193458228682,,,
0.8744285702705383,4931,2605056,528,53,21.81,0.005746239783062871,0.0029874677,0.006401310674846172,0.018184407552083334,520,0.2,0.38848650455474854,-0.001293272552932952,0.0003,-0.0941543374909088,,,
0.8601071834564209,4935,2654208,537,54,22.72,0.005159698437819315,0.0034152651,-0.003114006482064724,0.017649332682291668,530,0.2,0.395487904548645,-0.00145813129098921,0.0003,-0.08352541715333549,,,
0.8991785645484924,4940,2703360,547,55,22.98,0.0035204166941791,0.028143741,0.0021393252536654472,0.013167317708333333,540,0.2,0.48398512601852417,-0.0011685270987679057,0.0003,-0.08013955804829796,,,
0.8970357775688171,4944,2752512,556,56,23.54,0.0048882829401312245,0.0132231815,0.0025709797628223896,0.018086751302083332,550,0.2,0.41358262300491333,-0.0017801368089446139,0.0003,-0.10488075781225538,,,
0.8806785345077515,4947,2801664,566,57,22.31,0.00557788267997239,0.0041242954,-0.00043423566967248917,0.018060302734375,560,0.2,0.38326603174209595,-0.0012994601835392436,0.0003,-0.10554392949755614,,,
0.9019643664360046,4950,2850816,575,58,22.12,0.004279337393806297,0.0039362833,-0.002801727969199419,0.016664632161458335,570,0.2,0.4476199150085449,-0.0011951122028525181,0.0003,-0.10093762990630542,,,
0.9113572835922241,4954,2899968,585,59,22.35,0.004677408376725604,0.0050592,0.0019074291922152042,0.018794759114583334,580,0.2,0.4281877875328064,-0.0012518359932983004,0.0003,-0.09201498631155118,,,
0.908892810344696,4957,2949120,594,60,22.74,0.0053414828807338685,0.0018346058,-0.0016458251047879457,0.015199788411458333,590,0.2,0.3938157558441162,-0.0014054822857360704,0.0003,-0.08500340955409531,,,
0.9164642095565796,4959,2998272,604,61,23.39,0.005448396128364645,0.004130567,0.0029777917079627514,0.015187581380208334,600,0.2,0.3947919011116028,-0.0011756795599164132,0.0003,-0.09217769699753262,,,
0.9048571586608887,4944,3047424,616,62,23.86,0.00464239424339515,0.0015132044,0.00749204121530056,0.013557942708333333,610,0.2,0.42900460958480835,-0.0009437034043003223,0.0003,-0.0853761004031791,,,
0.8786427974700928,4946,3096576,625,63,23.37,0.00480997820632183,0.0024655603,0.0010723480954766273,0.015704345703125,620,0.2,0.41067004203796387,-0.0014656524097214666,0.0003,-0.08628685067718228,,,
0.9020713567733765,4949,3145728,635,64,22.13,0.005836733190820572,0.003670565,0.006158416159451008,0.017045084635416666,630,0.2,0.37229883670806885,-0.0016652767088695933,0.0003,-0.07810079249708603,,,
0.9044285416603088,4952,3194880,645,65,24.11,0.0058352125285940325,0.0011368879,0.0012406845344230533,0.011427815755208333,640,0.2,0.3791922330856323,-0.0006977271953473973,0.0003,-0.06868744903088858,,,
0.8866785168647766,4954,3244032,654,66,23.5,0.005045830423781202,0.007905307,-0.00171339837834239,0.013861083984375,650,0.2,0.4017190933227539,-0.0012931732281382816,0.0003,-0.07340519815140094,,,
0.872249960899353,4957,3293184,664,67,22.28,0.005533918058790732,0.0023493147,0.002606750465929508,0.026220703125,660,0.2,0.3723689317703247,-0.001874224344889323,0.0003,-0.1083219237315158,,,
0.8677501678466797,4959,3342336,673,68,23.72,0.005966517025566039,0.0018189101,-0.0006831358186900616,0.016672770182291668,670,0.2,0.36714065074920654,-0.0011851753577805841,0.0003,-0.09647783291293308,,,
0.9077499508857727,4962,3391488,683,69,23.13,0.006282773513097102,0.00908402,0.004689978435635567,0.018770345052083335,680,0.2,0.3519856929779053,-0.001873370529604775,0.0003,-0.09026262458064593,,,
0.8714643120765686,4963,3440640,693,70,22.55,0.00554304374303077,0.0024098887,-0.0028780505526810884,0.019677734375,690,0.2,0.3764606714248657,-0.0018729930297922692,0.0003,-0.10544021790459131,,,
0.8901786208152771,4965,3489792,702,71,22.87,0.007040678081708999,0.016401365,0.004027703311294317,0.025740559895833334,700,0.2,0.3405911326408386,-0.0023164254784812026,0.0003,-0.10443907681619749,,,
0.8916072249412537,4966,3538944,712,72,22.31,0.00695574933191286,0.009205855,0.0007736519910395145,0.016864013671875,710,0.2,0.3579404950141907,-0.0013587017135553955,0.0003,-0.09600112944608555,,,
0.9090714454650879,4968,3588096,722,73,22.78,0.005047531916594987,0.0024959259,0.004002945497632027,0.014571126302083333,720,0.2,0.42553675174713135,-0.0011166687555487441,0.0003,-0.08801016495369064,,,
0.8987143635749817,4969,3637248,731,74,23.07,0.005701729320511125,0.0015142226,0.0022227345034480095,0.015545654296875,730,0.2,0.3774958848953247,-0.0012428778556568432,0.0003,-0.0800245585599138,,,
0.8855714201927185,4971,3686400,741,75,24.03,0.005769374589635845,0.0061092214,-0.008999379351735115,0.0177734375,740,0.2,0.371959388256073,-0.00105186105423248,0.0003,-0.08746287842319968,,,
0.8769286870956421,4973,3735552,751,76,23.91,0.0061751190536597274,0.0050733364,0.003109476063400507,0.029754638671875,750,0.2,0.3395621180534363,-0.002208304006611191,0.0003,-0.12096045506186784,,,
0.8817141652107239,4976,3784704,760,77,22.65,0.007292707345671564,0.038202822,0.004846466705203056,0.033502197265625,760,0.2,0.3233855962753296,-0.002713010399384075,0.0003,-0.1165272100828588,,,
0.8818214535713196,4978,3833856,770,78,22.13,0.006310579275123018,0.010064112,-0.0010611300822347403,0.02012939453125,770,0.2,0.3719327449798584,-0.0018110716371362893,0.0003,-0.09938817113870754,,,
0.8717142343521118,4980,3883008,779,79,22.63,0.005635176288888033,0.003843831,0.003979939967393875,0.013454182942708334,780,0.2,0.39069271087646484,-0.0009741426868761968,0.0003,-0.08722090604909075,,,
0.8900001049041748,4982,3932160,789,80,22.7,0.006737681791128125,0.0036761176,0.0019241082482039928,0.012919108072916666,790,0.2,0.34385204315185547,-0.0010839939066196772,0.0003,-0.08973152333831726,,,
0.8807857036590576,4984,3981312,798,81,22.38,0.007299548623147227,0.0027159087,-0.0030224460642784834,0.01239013671875,800,0.2,0.3299062252044678,-0.0011359751743536131,0.0003,-0.09387073731437946,,,
0.9057142734527588,4971,4030464,810,82,23.76,0.005275453933366711,0.0063017844,0.0010069087147712708,0.011342366536458334,810,0.2,0.393118679523468,-0.0007746621511311484,0.0003,-0.08588249672514697,,,
0.906928539276123,4970,4079616,820,83,23.28,0.007009640770532618,0.001556959,0.003545386716723442,0.012646484375,820,0.2,0.3341658115386963,-0.0008363000362199576,0.0003,-0.07685227184944475,,,
0.8928213715553284,4972,4128768,830,84,21.7,0.0055402141248123375,0.0017489903,-0.00173574173822999,0.008028157552083333,830,0.2,0.3898031711578369,-0.0007562908015415814,0.0003,-0.07450103570396702,,,
0.9001785516738892,4972,4177920,840,85,22.48,0.004660315789321127,0.0018624836,0.002697892254218459,0.014418538411458333,840,0.2,0.423938512802124,-0.0009462964937483776,0.0003,-0.07653557780431583,,,
0.9011071920394897,4972,4227072,850,86,22.23,0.005871431073925729,0.0022216928,-0.00388417043723166,0.011297607421875,850,0.2,0.36815279722213745,-0.001048810113206855,0.0003,-0.08359830825162741,,,
0.871321439743042,4971,4276224,860,87,22.63,0.0047580549743543085,0.0015349882,0.00370490038767457,0.012188720703125,860,0.2,0.41262292861938477,-0.0006871566330422259,0.0003,-0.07836048601699683,,,
0.8995713591575623,4971,4325376,870,88,23.1,0.006190340822467988,0.004426505,-0.0014106105081737041,0.017574055989583334,870,0.2,0.3597419261932373,-0.0016645121283242286,0.0003,-0.08215134945736888,,,
0.8998571634292603,4971,4374528,879,89,22.86,0.006681305547802671,0.0019884175,0.0007972208550199866,0.014263916015625,880,0.2,0.342244029045105,-0.001267792540784285,0.0003,-0.09449381360512538,,,
0.9015714526176453,4972,4423680,889,90,22.08,0.007925620741237557,0.0074068555,0.004366387613117695,0.0156494140625,890,0.2,0.3120509386062622,-0.0014953545122504389,0.0003,-0.09574742399854586,,,
0.9105000495910645,4973,4472832,899,91,22.28,0.0072289502709584974,0.0032446014,0.00445620296522975,0.011177571614583333,900,0.2,0.34315186738967896,-0.001026446675587067,0.0003,-0.08409739628162545,,,
0.8810356855392456,4973,4521984,909,92,22.47,0.006280318906889685,0.0021875752,0.0033535470720380545,0.01138916015625,910,0.2,0.3561292290687561,-0.0006844874330151166,0.0003,-0.08709479294484482,,,
0.9078928232192993,4973,4571136,919,93,23.2,0.006555006481175951,0.0019186059,-0.00021559116430580616,0.0142578125,920,0.2,0.35846251249313354,-0.0013608922227528334,0.0003,-0.08205723715752053,,,
0.8827142119407654,4972,4620288,929,94,22.19,0.004972857742480604,0.0036851224,0.004162325523793697,0.014493815104166667,930,0.2,0.39490807056427,-0.0014950023765777586,0.0003,-0.08121979815574984,,,
0.8921071887016296,4973,4669440,938,95,22.3,0.006925312070658644,0.002766285,0.0012506302446126938,0.011260986328125,940,0.2,0.34225916862487793,-0.0008715303235173147,0.0003,-0.0761147632690457,,,
0.9003570675849915,4975,4718592,948,96,22.46,0.005729153098945972,0.0042730663,0.0035470607690513134,0.018780517578125,950,0.2,0.37042391300201416,-0.0010782810931232235,0.0003,-0.08589588633622043,,,
0.8554643392562866,4976,4767744,958,97,21.34,0.006385747095797948,0.00598177,0.002154013141989708,0.027036539713541665,960,0.2,0.3327409625053406,-0.0017521490834648526,0.0003,-0.10862976948653037,,,
0.884857177734375,4977,4816896,967,98,21.22,0.005965569844617372,0.028201632,0.0021964493207633495,0.020758056640625,970,0.2,0.359563946723938,-0.0016574985518370037,0.0003,-0.08238472652932008,,,
0.8835000395774841,4979,4866048,977,99,21.77,0.00529336888018103,0.002481557,-0.004335781559348106,0.013161214192708333,980,0.2,0.39722001552581787,-0.0007234869255322943,0.0003,-0.08062789478766111,,,
0.8703572154045105,4980,4915200,986,100,22.59,0.005534901285621648,0.002692188,0.0015405360609292984,0.01290283203125,990,0.2,0.37034815549850464,-0.0007468017673090798,0.0003,-0.08109778425423428,,,
0.9028571844100952,4982,4964352,996,101,21.89,0.006713833216781495,0.005755914,0.0004261063877493143,0.015517171223958333,1000,0.2,0.3387778401374817,-0.0010882535573424927,0.0003,-0.07579923756614639,,,
0.8984285593032837,4972,5013504,1008,102,23.03,0.008086577875231645,0.0024814217,0.0007397555746138096,0.013763427734375,1010,0.2,0.31370365619659424,-0.0009047616941188607,0.0003,-0.08700360107662466,,,
