time/iterations,time/time_elapsed,rollout/ep_len_mean,time/fps,rollout/ep_rew_mean,time/total_timesteps,train/loss,train/approx_kl,train/learning_rate,train/policy_gradient_loss,train/n_updates,train/clip_range,train/value_loss,train/entropy_loss,train/clip_fraction,train/explained_variance
71,703,20.47,4962,0.810742199420929,3489792,0.003072226420044899,0.003814443,0.0003,-0.0021457206292931612,700,0.2,0.017892033986815173,-0.201686658950833,0.034592692057291666,0.28498029708862305
72,713,18.07,4962,0.7700586915016174,3538944,0.00019536539912223816,0.034003194,0.0003,-0.0028886985703138633,710,0.2,0.018117518373765053,-0.1920814620757786,0.03866984049479167,0.2798535227775574
73,723,17.64,4959,0.7697421908378601,3588096,0.013618184253573418,0.0058509507,0.0003,-0.0020108155184667947,720,0.2,0.016347892171082398,-0.18588270912102114,0.032159423828125,0.3038110136985779
74,733,18.97,4958,0.8248555064201355,3637248,0.012056315317749977,0.03925815,0.0003,-0.002556896152236732,730,0.2,0.018374965449038428,-0.1530556857197856,0.04969075520833333,0.2841637134552002
75,743,18.86,4958,0.7467538714408875,3686400,0.006915043108165264,0.0058819125,0.0003,-0.0016807263038875438,740,0.2,0.018251877394747377,-0.17054482829213763,0.03165079752604167,0.27989017963409424
76,753,18.46,4957,0.7883358597755432,3735552,0.003855345770716667,0.0045056893,0.0003,-0.0018457166461303132,750,0.2,0.015659569327787417,-0.1866886161112537,0.03378499348958333,0.2945985198020935
77,763,16.4,4957,0.7172304391860962,3784704,0.002364656887948513,0.034941558,0.0003,-0.0019305362893040487,760,0.2,0.01821744023570015,-0.15248301554238425,0.03109130859375,0.28753024339675903
78,773,18.59,4956,0.7388281226158142,3833856,0.01015546452254057,0.003032554,0.0003,-0.0012801721836998088,770,0.2,0.018971312877207918,-0.1467292011055785,0.017830403645833333,0.28683775663375854
79,783,17.42,4956,0.7607967853546143,3883008,0.003894068766385317,0.0015045461,0.0003,-0.0008978747227653609,780,0.2,0.017047740625518296,-0.1397125443831707,0.014937337239583333,0.2847452163696289
80,793,18.6,4955,0.7382305860519409,3932160,0.003375670872628689,0.0014731108,0.0003,-0.00094376379189877,790,0.2,0.017575988790243476,-0.1289597937099946,0.013529459635416666,0.28091877698898315
81,803,19.48,4955,0.8127812743186951,3981312,0.005932895001024008,0.0031684593,0.0003,-0.0008759620265664126,800,0.2,0.01616334654027014,-0.1484196711797267,0.015264892578125,0.28922218084335327
82,813,19.44,4954,0.7927460670471191,4030464,0.0036676768213510513,0.02050821,0.0003,-0.0014510184636947088,810,0.2,0.017651287508730698,-0.15207769899861887,0.028712972005208334,0.2780008912086487
83,823,18.55,4953,0.7496016025543213,4079616,0.006469203624874353,0.0051176883,0.0003,-0.0015294891060269342,820,0.2,0.017194804598936266,-0.15234247736710435,0.024387613932291666,0.28232502937316895
84,833,18.49,4952,0.7960156202316284,4128768,0.01056172139942646,0.0023050283,0.0003,-0.0012987590629260617,830,0.2,0.01976753669756969,-0.15155892917343106,0.022607421875,0.2678292393684387
85,843,17.13,4951,0.6954726576805115,4177920,0.016762549057602882,0.0025476636,0.0003,-0.0011651873652832971,840,0.2,0.01723566844909025,-0.14323884854481245,0.020402018229166666,0.28824514150619507
86,853,17.88,4951,0.7609023451805115,4227072,0.011404251679778099,0.0050829197,0.0003,-0.0012357311521554947,850,0.2,0.0194694344594609,-0.13743903061840684,0.020631917317708335,0.27276909351348877
87,864,17.78,4949,0.7712538242340088,4276224,0.007267206907272339,0.0015004833,0.0003,-0.0008763827819469346,860,0.2,0.01611020980126341,-0.1327240723806123,0.014231363932291666,0.29472559690475464
88,874,17.45,4948,0.7223085761070251,4325376,0.008690007030963898,0.0021534169,0.0003,-0.0005805050353349847,870,0.2,0.017368633294245227,-0.14090491889122253,0.013629150390625,0.28245043754577637
89,884,18.46,4947,0.8185820579528809,4374528,0.0034491168335080147,0.00279776,0.0003,-0.0007514608872043027,880,0.2,0.018377544313989348,-0.13453614443230133,0.01461181640625,0.27481144666671753
90,894,16.78,4946,0.7432929873466492,4423680,0.004278163891285658,0.0020279454,0.0003,-0.0007198008468852398,890,0.2,0.01807786496040838,-0.13785282482858746,0.013413492838541667,0.2841196060180664
91,904,16.23,4945,0.7545937299728394,4472832,0.01133190281689167,0.001595036,0.0003,-0.0012793281139238388,900,0.2,0.017988908105326117,-0.13055886298340436,0.016481526692708335,0.29395294189453125
92,914,18.57,4945,0.7380194664001465,4521984,0.00714449118822813,0.004776009,0.0003,-0.001656502640010634,910,0.2,0.016720872186366857,-0.1596614913083613,0.04579874674479167,0.2908998131752014
93,924,18.31,4944,0.7891445159912109,4571136,0.004893754608929157,0.015832236,0.0003,-0.002159070337196075,920,0.2,0.017959822196280582,-0.16756055533963565,0.0456787109375,0.27629703283309937
94,934,16.46,4943,0.6856133341789246,4620288,0.008693180978298187,0.033852935,0.0003,-0.0014325371511707393,930,0.2,0.017625083786212296,-0.13999584082824487,0.023274739583333332,0.28539490699768066
95,944,17.7,4942,0.7897422313690186,4669440,0.0069587561301887035,0.003368961,0.0003,-0.0011167624375048035,940,0.2,0.01727383382919167,-0.12937181547361737,0.015248616536458334,0.28732842206954956
96,954,18.3,4942,0.7686171531677246,4718592,0.001811956986784935,0.0030550268,0.0003,-0.0010048089444959867,950,0.2,0.01841919063711733,-0.1283681136323139,0.014412434895833333,0.27482712268829346
97,964,18.93,4942,0.7573163509368896,4767744,0.004546584561467171,0.0021808518,0.0003,-0.0016933472908325106,960,0.2,0.01816766979682143,-0.15167403906040514,0.0192138671875,0.279282808303833
98,974,18.52,4941,0.7598476409912109,4816896,0.006450476124882698,0.006201519,0.0003,-0.0009420417393812385,970,0.2,0.018860516842444972,-0.15310586779766405,0.018255615234375,0.28208106756210327
99,984,19.27,4941,0.7945390939712524,4866048,0.011434249579906464,0.0040303557,0.0003,-0.001130435326861819,980,0.2,0.019061926755239256,-0.15988280879876887,0.021622721354166666,0.2733680009841919
100,994,19.14,4940,0.8044686913490295,4915200,-0.001773714553564787,0.0021422205,0.0003,-0.0013065785743492596,990,0.2,0.016177670665153226,-0.16124520576559007,0.021990966796875,0.2895662784576416
101,1005,16.65,4939,0.7541367411613464,4964352,0.007570874877274036,0.008302093,0.0003,-0.001442575735988309,1000,0.2,0.01849340929184109,-0.14313954590664554,0.019655354817708335,0.2760794758796692
102,1015,18.17,4937,0.7976328134536743,5013504,0.008701169863343239,0.005027753,0.0003,-0.0016216353468432013,1010,0.2,0.020247436643209462,-0.140022491166989,0.017177327473958334,0.27377158403396606
