time/fps,time/total_timesteps,time/iterations,shield/stage,rollout/ep_rew_mean,shield/transition_timestep,time/time_elapsed,shield/delta,rollout/ep_len_mean,train/value_loss,train/approx_kl,train/loss,train/clip_fraction,train/n_updates,train/clip_range,train/explained_variance,train/policy_gradient_loss,train/learning_rate,train/entropy_loss
4611,2899968,59,,0.7429766058921814,,628,,16.95,0.017090733015963148,0.03875412,0.0007407516241073608,0.023592122395833335,580,0.2,0.286652147769928,-0.001201868500720593,0.0003,-0.13570001150170963
4615,2949120,60,,0.7611484527587891,,638,,17.5,0.018733525036562546,0.0032675907,0.012574264779686928,0.015252685546875,590,0.2,0.28180187940597534,-0.0008907018265138807,0.0003,-0.1286752815474756
4619,2998272,61,,0.688953161239624,,649,,15.93,0.018511178417975317,0.0014150698,0.013647445477545261,0.012703450520833333,600,0.2,0.280606746673584,-0.0007106052798311187,0.0003,-0.1305464599824821
4607,3047424,62,,0.8141876459121704,,661,,19.42,0.016732104544644244,0.0016935691,0.008556658402085304,0.016217041015625,610,0.2,0.2949484586715698,-0.0008479031465564428,0.0003,-0.12879854240454733
4611,3096576,63,,0.740304708480835,,671,,18.04,0.018418815764259005,0.0052419943,0.00937116239219904,0.018721516927083334,620,0.2,0.2761763334274292,-0.0012914585240044593,0.0003,-0.13106769905037557
4615,3145728,64,,0.8064375519752502,,681,,18.7,0.01855083443321443,0.0026053283,0.012448524124920368,0.017266845703125,630,0.2,0.2861914038658142,-0.0008931161053017907,0.0003,-0.12843450459962089
4620,3194880,65,,0.7642227411270142,,691,,19.17,0.017938976885003892,0.006208062,0.014091169461607933,0.019740804036458334,640,0.2,0.27993297576904297,-0.0011637390408698897,0.0003,-0.13462251134527226
4625,3244032,66,,0.7909180521965027,,701,,20.31,0.016510518148910098,0.012329537,0.005917094182223082,0.04195353190104167,650,0.2,0.2765185236930847,-0.002007018102085567,0.0003,-0.1670375895841668
4629,3293184,67,,0.7754179239273071,,711,,19.49,0.015434137624833966,0.068878286,0.01327527966350317,0.05172322591145833,660,0.2,0.2908121347427368,-0.0028462139066202023,0.0003,-0.1862114095594734
4633,3342336,68,,0.7758047580718994,,721,,19.0,0.01691147588038196,0.02178065,0.0011150753125548363,0.029852294921875,670,0.2,0.30119937658309937,-0.0014876257192554475,0.0003,-0.1830803585626806
4637,3391488,69,,0.7702696323394775,,731,,17.9,0.01888883406330327,0.001638143,0.004561407491564751,0.015962727864583335,680,0.2,0.2817372679710388,-0.0011104217360298207,0.0003,-0.16877869888752078
4641,3440640,70,,0.7421327829360962,,741,,17.25,0.019608278732387893,0.0017616525,0.007307905238121748,0.016184488932291668,690,0.2,0.28330665826797485,-0.0009425264033779968,0.0003,-0.15631757558633882
4645,3489792,71,,0.7474921941757202,,751,,18.84,0.017699365693503447,0.004885468,0.008279360830783844,0.027180989583333332,700,0.2,0.2981570363044739,-0.0011185014028948597,0.0003,-0.1776042913319543
4649,3538944,72,,0.7173866033554077,,761,,19.16,0.017277191286120798,0.015303351,0.005293038208037615,0.043996175130208336,710,0.2,0.2813418507575989,-0.0021486131924272436,0.0003,-0.2466777085016171
4653,3588096,73,,0.8065781593322754,,770,,18.68,0.017846642677614,0.10630426,0.017538905143737793,0.03969523111979167,720,0.2,0.2922492027282715,-0.002652117875095428,0.0003,-0.18841877251397818
4657,3637248,74,,0.7486875057220459,,780,,18.52,0.018891525944006084,0.0017287079,0.014748012647032738,0.0171630859375,730,0.2,0.2937309145927429,-0.0008903003004282557,0.0003,-0.1852890347596258
4661,3686400,75,,0.7529414296150208,,790,,16.76,0.01556190996634541,0.0020981764,0.004821451380848885,0.017954508463541668,740,0.2,0.31552398204803467,-0.0009386660289237625,0.0003,-0.18236482388650377
4664,3735552,76,,0.7766132354736328,,800,,18.44,0.017096373634437136,0.0013378067,0.0019179461523890495,0.017240397135416665,750,0.2,0.28684085607528687,-0.0007784058293206423,0.0003,-0.17880100007168948
4667,3784704,77,,0.7387577891349792,,810,,18.61,0.01723949226216064,0.0023782733,0.007476931903511286,0.0164794921875,760,0.2,0.28749340772628784,-0.0009180887930900402,0.0003,-0.17208339693024755
4670,3833856,78,,0.7586874961853027,,820,,17.9,0.018927350405040972,0.004100082,0.010353611782193184,0.016790771484375,770,0.2,0.28424155712127686,-0.0009120872762347668,0.0003,-0.16782183669662723
4673,3883008,79,,0.7620975971221924,,830,,17.14,0.018120898821022517,0.0018615244,0.011779330670833588,0.014495849609375,780,0.2,0.28212231397628784,-0.0010342936883413736,0.0003,-0.1528344636783004
4676,3932160,80,,0.8150312304496765,,840,,19.35,0.01761369098579356,0.0012318613,0.008348078466951847,0.01278076171875,790,0.2,0.2895786762237549,-0.0008831940225718426,0.0003,-0.14089338274983068
4679,3981312,81,,0.7566835880279541,,850,,19.49,0.019176544368383473,0.0023738209,0.0049975598230957985,0.015848795572916668,800,0.2,0.27394914627075195,-0.0009942983951683952,0.0003,-0.1484612729555617
