time/time_elapsed,time/total_timesteps,time/iterations,time/fps,rollout/ep_len_mean,shield/actions_allowed,shield/actions_block_ignored,shield/actions_blocked,rollout/ep_rew_mean,train/entropy_loss,train/policy_gradient_loss,train/learning_rate,train/clip_fraction,train/value_loss,train/explained_variance,train/n_updates,train/clip_range,train/loss,train/approx_kl,shield/stage,shield/delta,shield/transition_timestep
277,1228800,25,4432,26.46,825129,0,154577,0.8956071734428406,-0.31128427136378983,-0.0013334500207141293,0.0003,0.023789469401041666,0.0028986577866210914,0.5390904545783997,240,0.2,-0.00023401924408972263,0.0028522993,,,
288,1277952,26,4423,28.1,866124,0,162340,0.8897143006324768,-0.3152880233246833,-0.0014991880484861515,0.0003,0.025722249348958334,0.0029510900679573147,0.5402077436447144,250,0.2,-0.0003990766126662493,0.014521497,,,
300,1327104,27,4413,28.39,907019,0,170239,0.878928542137146,-0.31606129901483654,-0.0021434566667570226,0.0003,0.02760009765625,0.0026633382848861705,0.5576367378234863,260,0.2,-0.004789704456925392,0.0032374223,,,
312,1376256,28,4403,26.18,947772,0,178330,0.8771785497665405,-0.2785391572009151,-0.0021513524293671556,0.0003,0.027451578776041666,0.0027304588863747386,0.5546941757202148,270,0.2,-0.007885001599788666,0.026580773,,,
324,1425408,29,4395,25.76,988420,0,186528,0.8882856965065002,-0.269296664899836,-0.0011310606308446343,0.0003,0.019997151692708333,0.0032946739654410822,0.5097019672393799,280,0.2,0.0011404240503907204,0.003072886,,,
336,1474560,30,4386,27.77,1029829,0,193996,0.8816428184509277,-0.2654785064980388,-0.0010355110314776538,0.0003,0.020857747395833334,0.0027021637632666778,0.5512115955352783,290,0.2,-0.0005298747564665973,0.0089460695,,,
348,1523712,31,4377,27.38,1071066,0,201718,0.8824285864830017,-0.2753579646659394,-0.0025502954268934747,0.0003,0.029091389973958333,0.0025047382979513106,0.5688053369522095,300,0.2,0.0077162375673651695,0.0034049905,,,
359,1572864,32,4369,26.97,1112199,0,209563,0.9036786556243896,-0.2658210276781271,-0.001740251007443779,0.0003,0.023122151692708332,0.002551274076116291,0.5679116249084473,310,0.2,-0.006525574252009392,0.0036056526,,,
371,1622016,33,4362,26.67,1153348,0,217423,0.9047499895095825,-0.2517280347102011,-0.0016347280875682675,0.0003,0.020902506510416665,0.002828618737294164,0.5380896329879761,320,0.2,-0.0008515333756804466,0.012137321,,,
383,1671168,34,4355,26.56,1194371,0,225419,0.885535717010498,-0.24515782728170354,-0.0010746518505281226,0.0003,0.018288167317708333,0.002585576948331436,0.563094437122345,330,0.2,0.0019479477778077126,0.0021809903,,,
395,1720320,35,4348,27.16,1235348,0,233258,0.8930714130401611,-0.25437192457417646,-0.001167794691658249,0.0003,0.01949462890625,0.0030555931177029074,0.5289450287818909,340,0.2,-0.00032791332341730595,0.0034368255,,,
407,1769472,36,4343,27.01,1276478,0,241040,0.9035356640815735,-0.2575940344016999,-0.0013604439386957286,0.0003,0.02247314453125,0.002664692678930199,0.5380796194076538,350,0.2,-0.0023059064988046885,0.003398725,,,
419,1818624,37,4339,26.95,1317098,0,249366,0.873964250087738,-0.24648757241666316,-0.0010583338906447655,0.0003,0.020212809244791668,0.0026437230414861307,0.5463318228721619,360,0.2,-0.004000538494437933,0.002781706,,,
430,1867776,38,4333,26.05,1357820,0,257546,0.8972142934799194,-0.24250566644283633,-0.00112005986799583,0.0003,0.016896565755208332,0.003062535843734319,0.526979386806488,370,0.2,0.0011465386487543583,0.0026144118,,,
442,1916928,39,4328,26.8,1399000,0,265330,0.8943928480148315,-0.2391589493335535,-0.001215267231297427,0.0003,0.021437581380208334,0.0026702519697816268,0.5642247200012207,380,0.2,-0.007277573458850384,0.00870293,,,
454,1966080,40,4323,27.85,1440286,0,273004,0.8906072378158569,-0.22640685005268704,-0.0008915918948332546,0.0003,0.014231363932291666,0.002297399127140428,0.6001631617546082,390,0.2,0.002798752160742879,0.0030413568,,,
466,2015232,41,4316,35.0,1482555,0,279716,0.8554285168647766,-0.22019482404769708,-0.0006389542686595935,0.0003,0.013633219401041667,0.002599613798702194,0.5672981142997742,400,0.2,0.0026963462587445974,0.0021908404,1,0.5,2000016
478,2064384,42,4312,33.44,1527074,0,284180,0.8318214416503906,-0.25288449133125446,-0.002674228277222331,0.0003,0.045918782552083336,0.0033399683074094356,0.47392725944519043,410,0.2,-0.004152880981564522,0.004091542,,,
490,2113536,43,4308,32.07,1572190,0,288080,0.8557499647140503,-0.30724257925370085,-0.009081492116699034,0.0003,0.09830525716145834,0.0036972931870574636,0.45438528060913086,420,0.2,-0.008625653572380543,0.010225352,,,
502,2162688,44,4305,29.74,1617576,0,291723,0.8646427989006042,-0.26105937726485234,-0.009745585561783324,0.0003,0.09844767252604167,0.0033433115769488115,0.5334682464599609,430,0.2,-0.010121961124241352,0.02521314,,,
514,2211840,45,4301,27.73,1663124,0,295207,0.8526071310043335,-0.23167982283824434,-0.007403824919189598,0.0003,0.08955891927083333,0.003594117131615349,0.5456115007400513,440,0.2,-0.010219646617770195,0.005974458,,,
526,2260992,46,4297,27.26,1708660,0,298693,0.8932856917381287,-0.22913875955467422,-0.006258630548563815,0.0003,0.07387288411458333,0.0033049302655854262,0.5569458603858948,450,0.2,0.0003456769045442343,0.0064654294,,,
537,2310144,47,4295,28.28,1754434,0,301978,0.8890714049339294,-0.20176817323081195,-0.004097978024704693,0.0003,0.046002197265625,0.0035305183204400238,0.5194772481918335,460,0.2,-0.0028819458093494177,0.0036244567,,,
549,2359296,48,4291,26.51,1800363,0,305107,0.895392894744873,-0.17730486432556064,-0.003096987135359086,0.0003,0.037343343098958336,0.003735136045664452,0.5000200867652893,470,0.2,-0.00789252482354641,0.005820027,,,
561,2408448,49,4289,27.44,1846394,0,308136,0.8926427960395813,-0.1656856363018354,-0.0023259069109675084,0.0003,0.026112874348958332,0.0030872062143316725,0.5426389575004578,480,0.2,0.001483691157773137,0.006062632,,,
573,2457600,50,4286,27.32,1892448,0,311148,0.8924999833106995,-0.15940230151172727,-0.0017073430980114304,0.0003,0.020269775390625,0.0029321976095767846,0.5369096994400024,490,0.2,0.007131303194910288,0.0021715343,,,
584,2506752,51,4285,24.92,1938876,0,313787,0.9010713696479797,-0.1514669631413805,-0.001186290771329368,0.0003,0.0195556640625,0.002788163071575885,0.5457671880722046,500,0.2,-0.002357171382755041,0.0014597814,,,
596,2555904,52,4284,25.44,1985386,0,316344,0.9091430902481079,-0.13740337655569115,-0.001121358476999982,0.0003,0.01756591796875,0.0027177490413426617,0.5539544820785522,510,0.2,0.0030068131163716316,0.0034520489,,,
608,2605056,53,4281,25.59,2031669,0,319120,0.8891427516937256,-0.12936493784654884,-0.001239100346356281,0.0003,0.017287190755208334,0.0029023255991584545,0.5235199332237244,520,0.2,0.0003114727442152798,0.002533754,,,
620,2654208,54,4278,25.18,2077852,0,322007,0.8712857961654663,-0.11863857988500967,-0.0012516174158614982,0.0003,0.015789794921875,0.003541865911150429,0.4736136794090271,530,0.2,0.0006686265696771443,0.0020203497,,,
632,2703360,55,4276,24.89,2124144,0,324803,0.8916071057319641,-0.11238995298432806,-0.001005147528667294,0.0003,0.012904866536458334,0.0031771162884979276,0.5045472383499146,540,0.2,0.00410569179803133,0.001320302,,,
644,2752512,56,4273,26.79,2170526,0,327514,0.9043214321136475,-0.1055302778763386,-0.0008669400483086065,0.0003,0.011806233723958334,0.0031913150443870107,0.515633761882782,550,0.2,-0.00974688958376646,0.0012412736,,,
655,2801664,57,4272,25.58,2216796,0,330322,0.8988214731216431,-0.10174252915506561,-0.0009459829752813675,0.0003,0.012227376302083334,0.0028718268002194238,0.544746994972229,560,0.2,0.004703897517174482,0.0021645005,,,
