time/time_elapsed,time/fps,time/total_timesteps,time/iterations,rollout/ep_len_mean,rollout/ep_rew_mean,train/loss,train/entropy_loss,train/n_updates,train/value_loss,train/learning_rate,train/clip_fraction,train/approx_kl,train/clip_range,train/explained_variance,train/policy_gradient_loss
439,5028,2211840,45,21.21,0.895107090473175,0.0003133330028504133,-0.14525728340959176,440,0.00977306746068886,0.0003,0.018117268880208332,0.0021003878,0.2,0.2847095727920532,-0.0010595448710470615
449,5027,2260992,46,22.22,0.8729999661445618,-0.0033373571932315826,-0.12843853884066145,450,0.009564702504576417,0.0003,0.0180419921875,0.0028668575,0.2,0.28629088401794434,-0.0013785573227626932
459,5026,2310144,47,21.08,0.8856070637702942,0.01030371617525816,-0.12229691501706838,460,0.010749966405819577,0.0003,0.013279215494791666,0.0013434332,0.2,0.27259039878845215,-0.0009759118143241115
469,5029,2359296,48,20.38,0.8979642391204834,0.007237360347062349,-0.11111914652089278,470,0.010581610891070644,0.0003,0.012375895182291667,0.0015134191,0.2,0.2860412001609802,-0.0007971176165483485
478,5030,2408448,49,20.41,0.8892499804496765,0.002170732244849205,-0.10580244432979574,480,0.009127875216593868,0.0003,0.01256103515625,0.0015228131,0.2,0.30133283138275146,-0.0007850468242395437
488,5031,2457600,50,21.4,0.8947857022285461,0.004106383770704269,-0.11749943555720771,490,0.01034760563634336,0.0003,0.024399820963541666,0.005090201,0.2,0.2717869281768799,-0.0015702116537189188
498,5031,2506752,51,20.76,0.8673571944236755,0.002913425210863352,-0.11907445699519788,500,0.010998365923599825,0.0003,0.020353190104166665,0.012468281,0.2,0.2592450976371765,-0.001353879961122099
508,5030,2555904,52,19.64,0.8522142767906189,0.004537457600235939,-0.13571392761853834,510,0.012699860241264104,0.0003,0.020926920572916667,0.0031969354,0.2,0.24473410844802856,-0.0022044986418525998
517,5032,2605056,53,21.32,0.904035747051239,-0.001519729383289814,-0.12310759194660932,520,0.010825094160039347,0.0003,0.02110595703125,0.015592617,0.2,0.2833346128463745,-0.001466621745445688
527,5034,2654208,54,19.64,0.8911427855491638,-0.005254235118627548,-0.13883050656877458,530,0.009419582170388215,0.0003,0.028501383463541665,0.0030647044,0.2,0.30252814292907715,-0.0027955881293867907
536,5036,2703360,55,19.69,0.8632142543792725,0.005016748793423176,-0.1383027053088881,540,0.011367684573027266,0.0003,0.023225911458333335,0.0021091495,0.2,0.26546698808670044,-0.0018485356510609563
546,5038,2752512,56,19.86,0.8899642825126648,0.0064154015854001045,-0.12344135336655503,550,0.012446474892810026,0.0003,0.020833333333333332,0.008937699,0.2,0.2601991295814514,-0.0017060372283594916
556,5037,2801664,57,20.51,0.8694999814033508,0.005463836714625359,-0.11159011010701457,560,0.011901678575425952,0.0003,0.015346272786458334,0.0034213073,0.2,0.26982802152633667,-0.0013351903472842727
566,5036,2850816,58,19.1,0.8930714130401611,0.006676878780126572,-0.09936153761421641,570,0.0093402607025079,0.0003,0.013484700520833334,0.0017705249,0.2,0.3058132529258728,-0.0013636131347387467
575,5034,2899968,59,20.24,0.8605000972747803,0.005808099638670683,-0.09289225245205064,580,0.01041828826176546,0.0003,0.018001302083333334,0.0017156197,0.2,0.2830774188041687,-0.001467216208523799
585,5033,2949120,60,20.58,0.8681071400642395,0.005751185119152069,-0.09439785580228394,590,0.012066233949008165,0.0003,0.015533447265625,0.0024484373,0.2,0.2593650221824646,-0.001201451623152631
595,5031,2998272,61,20.11,0.8605000376701355,0.002497550565749407,-0.09556508417590522,600,0.011702472202523495,0.0003,0.014652506510416666,0.0013492238,0.2,0.26528996229171753,-0.001164799273283279
608,5011,3047424,62,21.01,0.8761428594589233,0.00858121644705534,-0.09320930172495233,610,0.011915114343355526,0.0003,0.011452229817708333,0.0030299742,0.2,0.2648438811302185,-0.0008896163539247936
618,5009,3096576,63,21.04,0.8959285616874695,0.004800759255886078,-0.09037319160997867,620,0.010711891387351595,0.0003,0.011092122395833333,0.0014521126,0.2,0.2806553244590759,-0.0007265621699843905
627,5010,3145728,64,20.66,0.839535653591156,0.012147030793130398,-0.08966292289551347,630,0.010488043195012627,0.0003,0.012306722005208333,0.0022742997,0.2,0.27034783363342285,-0.000976508095512448
637,5011,3194880,65,20.14,0.9092143177986145,0.004142857622355223,-0.09647230946769317,640,0.012773022884478754,0.0003,0.014501953125,0.0021209193,0.2,0.24073362350463867,-0.000707920416698471
647,5013,3244032,66,20.08,0.8804286122322083,0.015649229288101196,-0.09114134853201297,650,0.01218298291987594,0.0003,0.011582438151041667,0.0027278315,0.2,0.25956273078918457,-0.0007676205761830109
656,5015,3293184,67,19.51,0.8628929853439331,0.0029872527811676264,-0.08962065941692951,660,0.011203025498374094,0.0003,0.010732014973958334,0.0014503095,0.2,0.27353137731552124,-0.0005463678651115818
666,5013,3342336,68,20.91,0.8762500882148743,0.007003544829785824,-0.10323856530012562,670,0.010594313303166321,0.0003,0.017307535807291666,0.003005123,0.2,0.26833832263946533,-0.0006565186706211535
676,5012,3391488,69,21.3,0.8659642934799194,0.009073179215192795,-0.10604925045045092,680,0.012702162137672227,0.0003,0.031201171875,0.015473485,0.2,0.23309540748596191,-0.0018988993265035485
686,5012,3440640,70,20.94,0.8680000901222229,0.0048578158020973206,-0.09851040729166319,690,0.010289065426756375,0.0003,0.028981526692708332,0.022020278,0.2,0.27529263496398926,-0.0017397661257443056
696,5012,3489792,71,20.58,0.888285756111145,0.002969910390675068,-0.08812394031168272,700,0.011372401592234382,0.0003,0.012589518229166667,0.015461862,0.2,0.27538955211639404,-0.0008724735000214423
706,5011,3538944,72,20.08,0.8796072602272034,0.0004980722442269325,-0.08954713837786889,710,0.011612785806210012,0.0003,0.011875406901041666,0.0011916092,0.2,0.2651190757751465,-0.0007664715767229306
715,5012,3588096,73,20.53,0.8596071600914001,0.009099576622247696,-0.09201372975561146,720,0.011094735920717842,0.0003,0.015150960286458333,0.0018346006,0.2,0.26668721437454224,-0.0008064739297575822
725,5012,3637248,74,20.48,0.8981786370277405,0.0070490348152816296,-0.09423648884985596,730,0.011694301416234036,0.0003,0.012615966796875,0.0028198855,0.2,0.2577861547470093,-0.0007233903770005175
735,5014,3686400,75,19.95,0.8529285192489624,-0.0008925655856728554,-0.09062138082032713,740,0.011262046758626335,0.0003,0.013621012369791666,0.004586578,0.2,0.2694249153137207,-0.0011170218722327263
745,5013,3735552,76,19.24,0.9021427631378174,0.005185057874768972,-0.0921494300593622,750,0.011660147488146321,0.0003,0.012400309244791666,0.00116631,0.2,0.25888729095458984,-0.0009440557699690544
754,5013,3784704,77,20.2,0.8989285826683044,0.005921575706452131,-0.0856096223462373,760,0.0108505484170261,0.0003,0.013210042317708334,0.0022800674,0.2,0.2662811279296875,-0.0008002359069299321
764,5012,3833856,78,20.11,0.8797500729560852,0.0025073057040572166,-0.0789535897570507,770,0.011036144712852547,0.0003,0.009267171223958334,0.0010024855,0.2,0.27467185258865356,-0.0006075595169628893
774,5012,3883008,79,19.73,0.8997500538825989,0.005524023436009884,-0.07751803156376506,780,0.0104609840195432,0.0003,0.008241780598958333,0.0020493844,0.2,0.28691989183425903,-0.0006583003788515877
784,5012,3932160,80,20.56,0.8305001258850098,0.006067101377993822,-0.08210748203758461,790,0.01063711717033584,0.0003,0.011676025390625,0.0022013087,0.2,0.2735639810562134,-0.0010199972525697376
794,5012,3981312,81,20.32,0.8616428971290588,0.0021017873659729958,-0.07553030718117952,800,0.011659576160794435,0.0003,0.010178629557291667,0.0014756629,0.2,0.2556469440460205,-0.0006029681272896899
806,4998,4030464,82,20.93,0.9055357575416565,0.0069847689010202885,-0.07562866056493173,810,0.011802179740576927,0.0003,0.011191813151041667,0.0030359142,0.2,0.2611435651779175,-0.0008984365501116068
816,4998,4079616,83,20.28,0.8601428270339966,0.0012960117310285568,-0.08489006089124208,820,0.00887821840763839,0.0003,0.011928304036458334,0.001630691,0.2,0.29731976985931396,-0.000669270691711669
826,4997,4128768,84,19.54,0.9012857675552368,0.005137626081705093,-0.08729212303878739,830,0.010542935206831316,0.0003,0.01473388671875,0.0033867608,0.2,0.26525968313217163,-0.000871820666907297
835,4998,4177920,85,20.74,0.8777143359184265,0.00207653921097517,-0.09683969233107442,840,0.010257325534500221,0.0003,0.01649169921875,0.0029819533,0.2,0.27426373958587646,-0.0013654574106112705
845,4997,4227072,86,20.07,0.8704999685287476,0.0028941091150045395,-0.09782765040096517,850,0.010242716107010589,0.0003,0.016103108723958332,0.0031525139,0.2,0.26320409774780273,-0.0012597894974229955
855,4997,4276224,87,19.96,0.880642831325531,-0.00014349725097417831,-0.09295073914496849,860,0.01071487298268039,0.0003,0.013604736328125,0.0028786752,0.2,0.2683664560317993,-0.0007709554707010587
865,4996,4325376,88,19.88,0.8127500414848328,0.006156555842608213,-0.09186331552919,870,0.010321624844679415,0.0003,0.013669840494791667,0.003321807,0.2,0.28398752212524414,-0.0009669833185398602
875,4995,4374528,89,19.22,0.8446428775787354,0.0021728449501097202,-0.08340393874677829,880,0.011715494363428055,0.0003,0.010927327473958333,0.0014873551,0.2,0.26031458377838135,-0.0008383137629910683
885,4995,4423680,90,21.14,0.8757856488227844,0.007647756952792406,-0.0843596565090896,890,0.011852510090466239,0.0003,0.010675048828125,0.001680985,0.2,0.25365638732910156,-0.0008787034825824473
895,4994,4472832,91,19.59,0.8817143440246582,-0.01294056884944439,-0.09447735499124973,900,0.010239239738499844,0.0003,0.011405436197916667,0.0011546067,0.2,0.27488964796066284,-0.0006946546905965079
905,4993,4521984,92,20.46,0.8882142901420593,0.003024172969162464,-0.09124028452982505,910,0.011448983700878065,0.0003,0.010660807291666666,0.0015723077,0.2,0.2553322911262512,-0.0006527404033477069
915,4993,4571136,93,19.9,0.8810001611709595,0.005875173024833202,-0.09033782721380704,920,0.01166022024359942,0.0003,0.0130615234375,0.0026114862,0.2,0.24436920881271362,-0.0011213054964173351
925,4992,4620288,94,20.5,0.8783571720123291,0.0029984680004417896,-0.09499296476715244,930,0.009360432796529494,0.0003,0.012884521484375,0.005301083,0.2,0.283352792263031,-0.0008196539169148309
935,4991,4669440,95,20.41,0.8596785068511963,0.0053834267891943455,-0.09650756380675982,940,0.010122669274702881,0.0003,0.015486653645833333,0.0034421,0.2,0.2812824845314026,-0.0008740671477729241
945,4991,4718592,96,19.62,0.8626785278320312,0.003196799661964178,-0.0883583080333968,950,0.010612973218000359,0.0003,0.011334228515625,0.0039973245,0.2,0.2769048810005188,-0.000776505070280109
954,4992,4767744,97,19.98,0.8899285197257996,0.003632454201579094,-0.0875268848244256,960,0.010058326766557001,0.0003,0.013409423828125,0.001641974,0.2,0.27363646030426025,-0.001061233413959902
964,4991,4816896,98,19.99,0.8811428546905518,0.0005264622159302235,-0.08794864597536313,970,0.010055620239654672,0.0003,0.011496988932291667,0.0018613472,0.2,0.27411216497421265,-0.0006234024787772797
974,4991,4866048,99,20.15,0.8600000739097595,0.0026625385507941246,-0.09773647261123794,980,0.012689056063754834,0.0003,0.012270100911458333,0.0040921057,0.2,0.24850475788116455,-0.0007444477422723139
984,4990,4915200,100,20.22,0.8898214101791382,0.005932115484029055,-0.10294547993301724,990,0.011201757958042435,0.0003,0.012644449869791666,0.0017334865,0.2,0.2666579484939575,-0.0010867708220757776
994,4990,4964352,101,19.24,0.8249643445014954,0.0013155564665794373,-0.10560851014064004,1000,0.012350412546463,0.0003,0.012367757161458333,0.0023566943,0.2,0.2530316114425659,-0.000747215084599399
1007,4978,5013504,102,19.34,0.9023213982582092,0.007438323460519314,-0.10245611574888851,1010,0.010608396315668263,0.0003,0.013739013671875,0.0017864215,0.2,0.2705569267272949,-0.0008374059184461657
