rollout/ep_len_mean,time/time_elapsed,time/total_timesteps,rollout/ep_rew_mean,time/iterations,time/fps,train/policy_gradient_loss,train/learning_rate,train/clip_fraction,train/approx_kl,train/explained_variance,train/n_updates,train/clip_range,train/loss,train/value_loss,train/entropy_loss
190.4,4,2048,0.0,1,426,,,,,,,,,,
195.2,26,4096,0.0,2,155,-0.004340738951577805,0.0003,0.053173828125,0.01049355,0.1886845827102661,10,0.2,-0.003245654283091426,5.4413449195633844e-05,-1.9389466013759376
196.5483870967742,46,6144,0.0,3,132,-0.004046875725907739,0.0003,0.066455078125,0.013185174,0.4450693726539612,20,0.2,-0.02731368876993656,6.043867521249302e-05,-1.9186675157397985
197.390243902439,66,8192,0.0,4,123,-0.0044829906939412465,0.0003,0.07333984375,0.01025835,0.2573302984237671,30,0.2,-0.012235122732818127,9.032877375936276e-06,-1.919084408506751
197.90196078431373,87,10240,0.0,5,117,-0.01144135126232868,0.0003,0.1193359375,0.014593994,0.640491247177124,40,0.2,-0.017915045842528343,3.5952097151525916e-05,-1.9061717357486487
198.24590163934425,108,12288,0.0,6,113,-0.006600600931415101,0.0003,0.095068359375,0.012765487,0.2386265993118286,50,0.2,-0.013156747445464134,3.968990580148768e-05,-1.8815487302839755
198.51388888888889,126,14336,0.0,7,113,-0.00425002313713776,0.0003,0.067041015625,0.016140632,0.027613043785095215,60,0.2,-0.03348185867071152,6.222841947295388e-06,-1.8632523611187934
198.6951219512195,145,16384,0.0,8,112,-0.009415810091013554,0.0003,0.1296875,0.015655888,0.3006210923194885,70,0.2,-0.028053374961018562,2.7965343178526504e-05,-1.895039116591215
198.83695652173913,167,18432,0.0,9,110,-0.00782920829296927,0.0003,0.101025390625,0.010999201,0.6954032778739929,80,0.2,-0.011181061156094074,1.977322044655061e-06,-1.8972965337336063
199.46,183,20480,0.0,10,111,-0.0056063614349113776,0.0003,0.073876953125,0.0137840845,0.5374565720558167,90,0.2,-0.01448596641421318,1.8691662001218967e-05,-1.8761555541306734
199.46,203,22528,0.0,11,110,-0.004578359045262914,0.0003,0.0740234375,0.011149991,0.321596622467041,100,0.2,-0.03395262733101845,8.788512041862928e-06,-1.896991753205657
199.46,224,24576,0.0,12,109,-0.00540089041023748,0.0003,0.072119140625,0.016496787,0.6629056930541992,110,0.2,-0.015280324034392834,4.09011218083788e-06,-1.8809009466320277
199.22,244,26624,0.0,13,108,-0.005848176556173712,0.0003,0.085693359375,0.014875247,0.4571700692176819,120,0.2,-0.0010545867262408137,6.323298960069778e-05,-1.8424179524183273
199.22,262,28672,0.0,14,109,-0.00966257293111994,0.0003,0.14638671875,0.013183603,0.04455500841140747,130,0.2,-0.03146670386195183,1.7426080549276523e-06,-1.8459069456905126
198.79,282,30720,0.0,15,108,-0.001286651281407103,0.0003,0.029833984375,0.00893155,0.2997048497200012,140,0.2,-0.021772123873233795,8.370820262842971e-06,-1.820938865840435
198.79,302,32768,0.0,16,108,-0.0040649560432939325,0.0003,0.064794921875,0.011935892,0.32349491119384766,150,0.2,0.024037960916757584,5.495516603751249e-06,-1.8424311604350805
198.79,323,34816,0.0,17,107,-0.0050799076969269665,0.0003,0.078759765625,0.014878448,0.25322723388671875,160,0.2,-0.006180404685437679,4.0331998329840024e-05,-1.82407608628273
198.79,342,36864,0.0,18,107,-0.0032027934954385272,0.0003,0.047607421875,0.009956064,0.6542167663574219,170,0.2,0.008991625159978867,2.279953643486432e-05,-1.833503956347704
198.79,362,38912,0.0,19,107,-0.006137887769727968,0.0003,0.082861328125,0.01570255,0.5164655447006226,180,0.2,0.010921690613031387,4.420787422190764e-06,-1.7825536534190178
198.86,383,40960,0.0,20,106,-0.007333037680655252,0.0003,0.107275390625,0.015373083,0.3430476784706116,190,0.2,-0.01094658300280571,4.796783341540211e-06,-1.6831823620945214
198.86,405,43008,0.0,21,106,-0.0031825196230784057,0.0003,0.062109375,0.010242367,0.2891533374786377,200,0.2,-0.004889273084700108,1.4158176347908724e-06,-1.7291388545185327
198.86,425,45056,0.0,22,105,-0.004795528277463745,0.0003,0.069970703125,0.013484864,0.42878448963165283,210,0.2,0.005950629711151123,5.140763544028703e-06,-1.6530262500047683
199.21,443,47104,0.0,23,106,-0.0032929051973042077,0.0003,0.0517578125,0.0072316034,0.12938439846038818,220,0.2,-0.024531031027436256,3.575720222721984e-05,-1.6296228736639022
199.21,463,49152,0.0,24,106,-0.0019024747729417869,0.0003,0.036669921875,0.0065984135,0.46782147884368896,230,0.2,-0.009439781308174133,5.80932409549595e-07,-1.602092918753624
199.64,483,51200,0.0,25,105,-0.005666526204731781,0.0003,0.087255859375,0.010564608,0.6080303192138672,240,0.2,-0.002863287692889571,3.774183747924653e-06,-1.620029103383422
199.17,504,53248,0.0,26,105,-0.00431711517740041,0.0003,0.05517578125,0.008407287,0.5879242420196533,250,0.2,-0.0010458601173013449,8.02396792158322e-06,-1.678574264794588
199.17,522,55296,0.0,27,105,-0.0022152200021082536,0.0003,0.045068359375,0.007165825,0.4639977812767029,260,0.2,0.011787963099777699,1.184501087131279e-05,-1.67628613114357
199.17,540,57344,0.0,28,106,-0.007413231160899159,0.0003,0.09306640625,0.008351416,0.2124922275543213,270,0.2,-0.048708170652389526,3.0893495981476617e-05,-1.6652649201452732
199.53,558,59392,0.0,29,106,-0.004109141188382637,0.0003,0.054296875,0.009021591,0.40295153856277466,280,0.2,-0.01829001121222973,1.2528597502614592e-06,-1.6758993338793515
