time/fps,rollout/ep_rew_mean,time/total_timesteps,rollout/ep_len_mean,time/iterations,time/time_elapsed,train/learning_rate,train/clip_range,train/explained_variance,train/entropy_loss,train/loss,train/approx_kl,train/n_updates,train/clip_fraction,train/value_loss,train/policy_gradient_loss,shield_cutoff_timestep
6813,0.2140820324420929,49152,110.08,1,7,,,,,,,,,,,
5355,0.20768749713897705,98304,95.38,2,18,0.0003,0.2,-0.009787440299987793,-1.938653349255522,-0.006391787901520729,0.0084554935,10,0.026039632161458333,0.003942425908492927,-0.0031034201336903305,
4982,0.46290233731269836,147456,88.03,3,29,0.0003,0.2,0.6205758452415466,-1.9204357516641417,0.013676178641617298,0.01080856,20,0.10699462890625,0.005459101494974069,-0.009719491386446559,
4802,0.47251564264297485,196608,61.86,4,40,0.0003,0.2,0.6924567222595215,-1.8852869157368939,-0.018117165192961693,0.011741947,30,0.15795084635416667,0.009414172763839209,-0.015034138413466281,
4704,0.6171953082084656,245760,43.39,5,52,0.0003,0.2,0.7114688158035278,-1.8332455815126498,-0.005548330023884773,0.012443212,40,0.205517578125,0.013059639073132227,-0.020227181031683965,
4643,0.6689727306365967,294912,39.74,6,63,0.0003,0.2,0.6958788633346558,-1.7593239619086185,-0.017528558149933815,0.013228397,50,0.20392862955729166,0.015229046096889458,-0.02027605983518394,
4593,0.6986250281333923,344064,33.1,7,74,0.0003,0.2,0.6406936049461365,-1.6661348273977636,-0.003086816519498825,0.014361665,60,0.22162679036458333,0.015239807592782503,-0.020823089734646298,
4551,0.7320897579193115,393216,28.96,8,86,0.0003,0.2,0.5509252548217773,-1.555081624723971,-0.01225360482931137,0.014023731,70,0.19889933268229168,0.01572814979881514,-0.015214784999322243,
4514,0.7086133360862732,442368,25.25,9,97,0.0003,0.2,0.5276955366134644,-1.423468260280788,-0.019956819713115692,0.013976335,80,0.20786539713541666,0.013065907491060595,-0.015127141239099728,
4483,0.7442030906677246,491520,22.65,10,109,0.0003,0.2,0.4137784242630005,-1.3055588871240615,0.015773732215166092,0.011214267,90,0.129595947265625,0.016493111235953015,-0.006928317426597156,
