time/fps,rollout/ep_len_mean,time/total_timesteps,time/time_elapsed,rollout/ep_rew_mean,time/iterations,train/loss,train/entropy_loss,train/approx_kl,train/policy_gradient_loss,train/learning_rate,train/clip_range,train/value_loss,train/clip_fraction,train/explained_variance,train/n_updates,shield_cutoff_timestep
883,101.88235294117646,2048,2,0.07369276470588236,1,,,,,,,,,,,
657,108.75675675675676,4096,6,0.03385883783783784,2,-0.00967088807374239,-1.9388157725334167,0.010923676,-0.00530231223674491,0.0003,0.2,0.0018425225107421284,0.064404296875,-0.05895423889160156,10,
608,119.84,6144,10,0.03794442,3,0.0023353786673396826,-1.9306719321757555,0.0081231855,-0.002994472710270202,0.0003,0.2,9.392634444225224e-05,0.03515625,-3.495185375213623,20,
585,127.390625,8192,13,0.057335046875000004,4,-0.03223998472094536,-1.9233623635023833,0.012906893,-0.00846244816420949,0.0003,0.2,0.0008848483360225145,0.123583984375,-0.006733298301696777,30,
566,117.9186046511628,10240,18,0.049515488372093026,5,-0.036342862993478775,-1.9008993949741124,0.011704429,-0.011632735983585007,0.0003,0.2,0.0030036927604669473,0.13701171875,0.1624237298965454,40,
557,115.09,12288,22,0.05030554,6,0.009545383974909782,-1.8794965691864491,0.009005882,-0.008251779302372596,0.0003,0.2,0.0015934729873606558,0.087890625,0.014549970626831055,50,
551,116.39,14336,26,0.05208332,7,-0.0013471731217578053,-1.8381782475858928,0.010122793,-0.007989346824615495,0.0003,0.2,0.0027318719733557375,0.067333984375,0.18483781814575195,60,
532,118.45,16384,30,0.06461111000000001,8,-0.0058325123973190784,-1.8465437341481448,0.0102681145,-0.011164766915317158,0.0003,0.2,0.0015807253530510934,0.106396484375,0.3126615285873413,70,
526,117.03,18432,34,0.06563888999999999,9,-0.019473813474178314,-1.8265591826289893,0.012523625,-0.014095067333983025,0.0003,0.2,0.0031220309894706587,0.181982421875,0.19075125455856323,80,
526,112.12,20480,38,0.061388899999999996,10,-0.010338653810322285,-1.8418379958719016,0.008803753,-0.009974727480584988,0.0003,0.2,0.0011791964467192883,0.114404296875,-0.224237322807312,90,
525,110.66,22528,42,0.07886113,11,0.0019711328204721212,-1.7895416874438523,0.01326374,-0.010921671931282618,0.0003,0.2,0.002789818333531002,0.16552734375,0.19522053003311157,100,
523,114.26,24576,46,0.09361111999999999,12,-0.0021102437749505043,-1.7832877516746521,0.009051306,-0.012982799275778233,0.0003,0.2,0.0056384678227914264,0.117041015625,0.21700400114059448,110,
522,122.78,26624,50,0.12283334,13,0.004653158597648144,-1.7648246090859174,0.013567008,-0.014803419409872731,0.0003,0.2,0.0038194543343706756,0.133203125,0.3546445369720459,120,
521,121.0,28672,54,0.14913888,14,-0.003335804445669055,-1.7703966770321131,0.013675108,-0.014021946566936094,0.0003,0.2,0.005915141365403542,0.1318359375,0.45079249143600464,130,
519,112.61,30720,59,0.1719722,15,-0.03202072158455849,-1.7330827608704567,0.014426671,-0.01658905194926774,0.0003,0.2,0.006795530241652159,0.179052734375,0.16824793815612793,140,
518,116.69,32768,63,0.21191664000000002,16,-0.035250309854745865,-1.6873891659080982,0.011269508,-0.016279582880815723,0.0003,0.2,0.005952745805188897,0.157421875,0.2661314010620117,150,
517,125.47,34816,67,0.23505553,17,-0.005323055665940046,-1.654777018353343,0.009381865,-0.011309396701108199,0.0003,0.2,0.006303516385378316,0.1189453125,0.396129310131073,160,
516,114.99,36864,71,0.28555553,18,-0.0038507538847625256,-1.6328135676681996,0.012718037,-0.014650782573153266,0.0003,0.2,0.007041572072557756,0.159130859375,0.3530140519142151,170,
515,100.94,38912,75,0.33141664000000004,19,-0.006062337197363377,-1.5709831308573485,0.0134619605,-0.011007591083762236,0.0003,0.2,0.01263652808702318,0.125341796875,0.3843379616737366,180,
509,92.4,40960,80,0.40844442000000003,20,0.03062647022306919,-1.5284815903753042,0.010423616,-0.011093317745690001,0.0003,0.2,0.017480849933053832,0.134814453125,0.3867918848991394,190,40184
507,73.22,43008,84,0.37699997999999996,21,0.004857005085796118,-1.4497245866805315,0.012217836,-0.011979582098138052,0.0003,0.2,0.015968376942328177,0.119677734375,0.4290615916252136,200,
507,65.83,45056,88,0.31647221000000003,22,-0.02001054957509041,-1.4981524761766196,0.00990683,-0.011144334930577315,0.0003,0.2,0.014970763768360484,0.11796875,0.4602493643760681,210,
506,58.75,47104,93,0.24641669,23,-0.02465713955461979,-1.4880810346454383,0.012356079,-0.01371523315901868,0.0003,0.2,0.015171151669346728,0.140185546875,0.22700512409210205,220,
506,59.9,49152,97,0.26505558,24,-0.01689644157886505,-1.4453728273510933,0.013794023,-0.017286330161732623,0.0003,0.2,0.015417408317443915,0.167431640625,0.3865954279899597,230,
505,61.5,51200,101,0.26444448000000004,25,-0.007698608562350273,-1.4069560833275319,0.011425814,-0.01086193047958659,0.0003,0.2,0.018475000068428928,0.118310546875,0.3276597857475281,240,
500,65.36,53248,106,0.27480557,26,-0.018377050757408142,-1.433835607022047,0.011196041,-0.012235881543892902,0.0003,0.2,0.01178231489902828,0.13173828125,0.33040696382522583,250,
499,66.45,55296,110,0.28083335,27,-0.014229469932615757,-1.411577670648694,0.013234943,-0.012408805443556048,0.0003,0.2,0.013544361216190737,0.129443359375,0.3982149362564087,260,
500,66.48,57344,114,0.32561112999999997,28,-0.03098568134009838,-1.3908621706068516,0.012642067,-0.014895438821986318,0.0003,0.2,0.016895870525331702,0.1548828125,0.3480157256126404,270,
499,69.66,59392,118,0.33086111,29,-0.0090110432356596,-1.314371819421649,0.011903302,-0.014211445834371261,0.0003,0.2,0.016765675516217014,0.1453125,0.4363234043121338,280,
499,62.99,61440,123,0.37991662,30,-0.026158254593610764,-1.3128113523125648,0.016202379,-0.01803639148856746,0.0003,0.2,0.014408455678494646,0.15556640625,0.42555856704711914,290,
498,58.08,63488,127,0.44586106000000003,31,-0.001285540871322155,-1.2065664526075124,0.0133831315,-0.012445948436652542,0.0003,0.2,0.018927938357228412,0.15615234375,0.40623003244400024,300,
498,58.25,65536,131,0.48341662999999996,32,0.011511108838021755,-1.114772710762918,0.010321064,-0.010260785595164634,0.0003,0.2,0.020966175929061137,0.11640625,0.43371570110321045,310,
494,58.83,67584,136,0.42597222,33,0.020534493029117584,-1.1895417407155038,0.012503425,-0.01528526570473332,0.0003,0.2,0.018250815477222203,0.145654296875,0.42546576261520386,320,
