time/fps,rollout/ep_len_mean,time/total_timesteps,time/iterations,time/time_elapsed,rollout/ep_rew_mean,train/policy_gradient_loss,train/value_loss,train/clip_range,train/clip_fraction,train/approx_kl,train/explained_variance,train/n_updates,train/learning_rate,train/entropy_loss,train/loss
5031,200.0,4030464,82,801,0.0,-0.01205044092227278,3.9978712947135113e-08,0.2,0.08841959635416667,0.02500505,-1.0532968044281006,810,0.0003,-1.0401601379116376,-0.034541476517915726
5030,198.52,4079616,83,811,0.0,-0.013072512834090352,1.0886651603480797e-08,0.2,0.19088541666666667,0.094858706,0.14421409368515015,820,0.0003,-0.9162479505563775,-0.007436743006110191
5028,198.81,4128768,84,821,0.0,-0.011186867281018446,9.823922562579323e-09,0.2,0.11311238606770833,0.019890742,0.4982890486717224,830,0.0003,-0.9794207436963915,-0.0060532595962285995
5027,197.22,4177920,85,830,0.0,-0.010794032680860256,1.1316072118152527e-08,0.2,0.11467488606770833,0.017291898,0.23119992017745972,840,0.0003,-0.9978143613164624,-0.021374434232711792
5027,200.0,4227072,86,840,0.0,-0.012606328455270462,1.4686404017106672e-08,0.2,0.145806884765625,0.020239206,0.5214623212814331,850,0.0003,-1.0660477532384296,-0.04160986840724945
5026,200.0,4276224,87,850,0.0,-0.013383562735058755,2.08897460262089e-08,0.2,0.17506306966145832,0.025681347,0.3099813461303711,860,0.0003,-1.0971391890818873,0.0061392346397042274
5025,198.97,4325376,88,860,0.0,-0.014513450048616506,2.2669357317445933e-08,0.2,0.16078084309895832,0.040761795,-0.3190110921859741,870,0.0003,-1.1170513981953263,-0.0351143553853035
5024,194.97,4374528,89,870,0.0,-0.011482673050098431,1.3550413127182324e-08,0.2,0.16237996419270834,0.027125573,0.03177154064178467,880,0.0003,-1.1658215255786974,-0.03412448614835739
5024,197.91,4423680,90,880,0.0,-0.010045546372991036,4.103356137141111e-08,0.2,0.15465087890625,0.017979393,-0.11845219135284424,890,0.0003,-1.2062593812122941,-0.019782349467277527
5024,198.34,4472832,91,890,0.0,-0.011227423475005101,3.369341206744166e-08,0.2,0.169256591796875,0.021879768,-0.08014810085296631,900,0.0003,-1.1734624127546947,-0.013358203694224358
5024,198.75,4521984,92,900,0.0,-0.008970214798440186,6.581368475720717e-08,0.2,0.164105224609375,0.015159051,0.2681804895401001,910,0.0003,-1.1471576618030668,-0.01584124006330967
5024,195.48,4571136,93,909,0.0,-0.006771560520004035,3.495553288985001e-08,0.2,0.116741943359375,0.0195734,0.44758206605911255,920,0.0003,-1.1274503528450925,-0.011720105074346066
5023,198.25,4620288,94,919,0.0,-0.008094168806625628,5.477111918119418e-08,0.2,0.11533406575520834,0.015912104,0.57210773229599,930,0.0003,-1.1241533036654194,-0.008896961808204651
5022,197.86,4669440,95,929,0.0,-0.009167412061348539,5.8508359769551113e-08,0.2,0.11851603190104167,0.017789088,0.230241060256958,940,0.0003,-1.1511782169342042,0.0059821102768182755
5020,198.6,4718592,96,939,0.0,-0.009317864818149247,3.742909573952553e-08,0.2,0.12104288736979167,0.01716557,0.5182565450668335,950,0.0003,-1.132412131751577,-0.01518433727324009
5021,199.06,4767744,97,949,0.0,-0.006358747184215948,4.895731546878652e-08,0.2,0.07362263997395833,0.011336222,0.5069330930709839,960,0.0003,-1.1153654297813773,0.007924498990178108
5022,200.0,4816896,98,959,0.0,-0.0077801333071571815,6.42841296428417e-08,0.2,0.06460774739583333,0.01028398,0.5027706623077393,970,0.0003,-1.1056154780089855,-0.005122527480125427
5023,198.52,4866048,99,968,0.0,-0.007990087647643425,6.109655262978142e-08,0.2,0.062322998046875,0.013050961,0.5731642246246338,980,0.0003,-1.0362773601276178,-0.007438367698341608
5024,198.9,4915200,100,978,0.0,-0.009403426818304675,5.7832245730747625e-08,0.2,0.0971923828125,0.014117134,0.4001719355583191,990,0.0003,-1.058823490018646,-0.01029336079955101
5025,198.99,4964352,101,987,0.0,-0.007334995886594697,8.028781428640663e-08,0.2,0.04946492513020833,0.009025195,0.2964380383491516,1000,0.0003,-1.0721373687808713,-0.006197758950293064
5026,200.0,5013504,102,997,0.0,-0.008487743223001113,5.6890488408422597e-08,0.2,0.066302490234375,0.008894433,-0.1537860631942749,1010,0.0003,-1.059904382719348,-0.00835757702589035
