time/fps,time/total_timesteps,rollout/ep_rew_mean,time/iterations,rollout/ep_len_mean,time/time_elapsed,train/n_updates,train/policy_gradient_loss,train/clip_range,train/approx_kl,train/learning_rate,train/entropy_loss,train/value_loss,train/loss,train/explained_variance,train/clip_fraction,shield/transition_timestep,shield/ignore_prob,shield/stage
3987,3538944,0.7691094279289246,72,18.1,887,710,-0.0010988541186331229,0.2,0.004093219,0.0003,-0.6070645499664048,0.01647774289425191,0.007937347516417503,0.28455281257629395,0.033034261067708334,,,
3987,3588096,0.8439061641693115,73,19.04,899,720,-0.0014361843173295104,0.2,0.0041754637,0.0003,-0.5917665290956696,0.016382124973703564,0.010710995644330978,0.2815675735473633,0.03661905924479167,,,
3988,3637248,0.7994961738586426,74,17.77,911,730,-0.0008875210046729383,0.2,0.0034535949,0.0003,-0.5920697860730191,0.017276773301273352,0.009329423308372498,0.2842816710472107,0.029988606770833332,,,
3988,3686400,0.7996718883514404,75,17.76,924,740,-0.0010907615656833513,0.2,0.0039853463,0.0003,-0.5773602634047469,0.017445455409324497,0.0036960048601031303,0.29029858112335205,0.030865478515625,,,
3988,3735552,0.7691445350646973,76,17.83,936,750,-0.0011311027424805312,0.2,0.0033709323,0.0003,-0.5757215893206497,0.0180561228771694,0.006211406551301479,0.27565115690231323,0.030959065755208334,,,
3989,3784704,0.7913944721221924,77,17.7,948,760,-0.0013071705233717998,0.2,0.0033450213,0.0003,-0.5601456171832979,0.017225658682582433,0.009760875254869461,0.28380024433135986,0.0293212890625,,,
3989,3833856,0.7786171436309814,78,18.12,960,770,-0.0010468444823951964,0.2,0.0028049753,0.0003,-0.559860177943483,0.016706022443880406,0.005550934933125973,0.2858392596244812,0.028342692057291667,,,
3989,3883008,0.7588984966278076,79,17.91,973,780,-0.0009490715329775412,0.2,0.0035726943,0.0003,-0.5398067369901886,0.01586131309401632,0.010891035199165344,0.2874641418457031,0.0313232421875,,,
3990,3932160,0.8253476023674011,80,18.64,985,790,-0.001009114651787968,0.2,0.0038545749,0.0003,-0.5518943787086755,0.01760731143488859,0.004566271789371967,0.2804553508758545,0.030598958333333332,,,
3990,3981312,0.8065781593322754,81,18.41,997,800,-0.001022447283078994,0.2,0.0028343478,0.0003,-0.5630011510724823,0.017570314109373916,0.012362287379801273,0.27024370431900024,0.024997965494791666,,,
3980,4030464,0.7145936489105225,82,16.61,1012,810,-0.0010009730284764374,0.2,0.0026868973,0.0003,-0.5627037410779546,0.01717066366133319,0.0061555965803563595,0.27233386039733887,0.024312337239583332,4000008,0.8,3
