time/iterations,rollout/ep_len_mean,time/fps,time/total_timesteps,rollout/ep_rew_mean,time/time_elapsed,train/loss,train/learning_rate,train/n_updates,train/entropy_loss,train/approx_kl,train/explained_variance,train/policy_gradient_loss,train/value_loss,train/clip_fraction,train/clip_range
44,40.76,4769,2162688,0.7628334164619446,453,-0.0009839520789682865,0.0003,430,-0.21019354230569054,0.0024658814,0.5056418180465698,-0.0008503861614371999,0.012834418542236865,0.020363362630208333,0.2
45,38.34,4772,2211840,0.758805513381958,463,0.004859588574618101,0.0003,440,-0.20247700818969558,0.0019020857,0.5194023847579956,-0.0010033284739620284,0.012400746473819406,0.021799723307291668,0.2
46,38.2,4774,2260992,0.7498888969421387,473,-0.00017749611288309097,0.0003,450,-0.20386651835869998,0.004971715,0.5165150165557861,-0.0016731875026986625,0.012146622993168422,0.024053955078125,0.2
47,35.78,4776,2310144,0.7359444499015808,483,0.002612099517136812,0.0003,460,-0.21725530249532313,0.003606379,0.5120395421981812,-0.0024676512975929654,0.012086564513932292,0.029085286458333335,0.2
48,39.75,4777,2359296,0.7735279202461243,493,0.0020461250096559525,0.0003,470,-0.20508350760210306,0.0027043794,0.520176351070404,-0.0015271643017210105,0.0131203309307845,0.02568359375,0.2
49,39.22,4779,2408448,0.7366389632225037,503,-0.0012263776734471321,0.0003,480,-0.20038812508961806,0.006167577,0.512715220451355,-0.0015273356704104421,0.012844344318727963,0.02415771484375,0.2
50,40.05,4780,2457600,0.7932500243186951,514,0.01036970317363739,0.0003,490,-0.19437830572326978,0.0019548822,0.5207169055938721,-0.001169316423450558,0.011830338519454623,0.020994059244791665,0.2
51,40.18,4782,2506752,0.7561666369438171,524,0.004030958749353886,0.0003,500,-0.1887276040079693,0.002939756,0.5184017419815063,-0.0012478858457446525,0.012425367277561843,0.020882161458333333,0.2
52,39.72,4783,2555904,0.7739444971084595,534,0.004070155322551727,0.0003,510,-0.1848536603152752,0.0020897954,0.5146375298500061,-0.0011913638623203345,0.01211507042244193,0.020713297526041667,0.2
53,41.49,4784,2605056,0.7888889312744141,544,0.0046088192611932755,0.0003,520,-0.17983009365852923,0.0024693795,0.5196076035499573,-0.001745818396454979,0.012298031247094816,0.023372395833333334,0.2
54,36.03,4786,2654208,0.6983333826065063,554,0.0009623775258660316,0.0003,530,-0.18313703786116092,0.0035829276,0.5102994441986084,-0.0013342053645222526,0.012391268352075713,0.020994059244791665,0.2
55,38.27,4789,2703360,0.7708888053894043,564,0.005671005696058273,0.0003,540,-0.17782375453195223,0.0021892677,0.5244387984275818,-0.001563135633720473,0.01189553023990205,0.023258463541666666,0.2
56,38.14,4791,2752512,0.6930277943611145,574,0.0035727834329009056,0.0003,550,-0.17911439205830296,0.012117564,0.5146110653877258,-0.0012565916280436796,0.012552545140594399,0.019905598958333333,0.2
57,39.22,4794,2801664,0.7094166278839111,584,0.005674315616488457,0.0003,560,-0.19742403420774887,0.002800695,0.5027923583984375,-0.0019409762076975311,0.013501248229052484,0.025091552734375,0.2
58,38.02,4796,2850816,0.7619999647140503,594,0.0022708638571202755,0.0003,570,-0.18353517757883916,0.0020018665,0.5235840082168579,-0.0016645005301446265,0.013269195519387721,0.021999104817708334,0.2
59,36.59,4798,2899968,0.7339999675750732,604,0.005038564093410969,0.0003,580,-0.17535344844994447,0.0020619377,0.4937363266944885,-0.0016319519061350244,0.013665306789819927,0.021657307942708332,0.2
60,38.15,4801,2949120,0.7709167003631592,614,0.0028325673192739487,0.0003,590,-0.1739842151446889,0.0032437423,0.5113520622253418,-0.0014561787635102518,0.012117503078722317,0.01929931640625,0.2
61,38.5,4803,2998272,0.7390833497047424,624,0.00863395445048809,0.0003,600,-0.16540046153822913,0.002037592,0.5108755826950073,-0.0016396391517143154,0.012999236660349803,0.018802897135416666,0.2
62,35.38,4783,3047424,0.7481389045715332,637,0.0004293774254620075,0.0003,610,-0.1514550919062458,0.001631009,0.5009022951126099,-0.0012349644729814221,0.013074701587174786,0.015751139322916666,0.2
63,40.95,4782,3096576,0.6973888874053955,647,0.004225927870720625,0.0003,620,-0.1659647341701202,0.0044186837,0.4970322251319885,-0.0017439764783678887,0.01266693623183528,0.021004231770833333,0.2
64,40.0,4784,3145728,0.783083438873291,657,0.0023997179232537746,0.0003,630,-0.17521333339779327,0.0027020515,0.4817657470703125,-0.0016535545773270618,0.013720098616128476,0.022556559244791666,0.2
65,43.17,4784,3194880,0.8138888478279114,667,0.006050078663975,0.0003,640,-0.16857935476970548,0.0027238356,0.5052731037139893,-0.001452349366263661,0.012377272590674693,0.02020263671875,0.2
66,37.49,4783,3244032,0.7902778387069702,678,0.005891132168471813,0.0003,650,-0.15581928437653308,0.002179873,0.5094819664955139,-0.0016594237868654696,0.012441379506344673,0.018367513020833334,0.2
67,37.31,4781,3293184,0.7077221870422363,688,0.009044928476214409,0.0003,660,-0.16080796656509241,0.0019388766,0.5029779076576233,-0.0016801176656372264,0.011831013207362654,0.019142659505208333,0.2
68,38.35,4781,3342336,0.7123055458068848,699,0.004792476538568735,0.0003,670,-0.16464243422960861,0.0022395325,0.48391497135162354,-0.0016368189491307325,0.013867187216480186,0.018526204427083335,0.2
69,39.94,4780,3391488,0.7650277614593506,709,0.004330619238317013,0.0003,680,-0.15576305032785362,0.0031696775,0.5152062177658081,-0.001455061747280221,0.012369046120875282,0.016829427083333334,0.2
70,36.16,4779,3440640,0.7466388940811157,719,-0.0003553507849574089,0.0003,690,-0.17444479326174284,0.0021178075,0.5055528879165649,-0.0016834879982525308,0.012141572518157773,0.020284016927083332,0.2
71,38.71,4779,3489792,0.7408888936042786,730,-0.0030072173103690147,0.0003,700,-0.16845462780523424,0.0018242967,0.5390287637710571,-0.0013401716954528334,0.011919594628367728,0.017539469401041667,0.2
72,40.21,4778,3538944,0.7921388149261475,740,0.004905099980533123,0.0003,710,-0.16944224517404413,0.0021029485,0.5176699161529541,-0.00137419450560022,0.012671881519296827,0.018385823567708334,0.2
73,39.68,4778,3588096,0.7645277380943298,750,0.005919456481933594,0.0003,720,-0.1589118758837382,0.002598418,0.5202056169509888,-0.0016862537522380687,0.012596782067945848,0.019991048177083335,0.2
74,36.16,4777,3637248,0.6966111660003662,761,0.003986413590610027,0.0003,730,-0.14829237076919527,0.0015833424,0.5274200439453125,-0.001303571859322498,0.011901262510218658,0.015236409505208333,0.2
75,39.38,4777,3686400,0.8122777342796326,771,0.00202730530872941,0.0003,740,-0.1471306800415429,0.0016025146,0.5192341208457947,-0.0012436377968697344,0.01188178741261557,0.016001383463541668,0.2
76,38.2,4776,3735552,0.7404722571372986,782,0.00956755131483078,0.0003,750,-0.1489154477021657,0.0017015315,0.5165077447891235,-0.0013959273962124523,0.01297332525452172,0.016802978515625,0.2
77,38.83,4777,3784704,0.7666667103767395,792,-0.0003689173609018326,0.0003,760,-0.15328674014114466,0.008214682,0.527301549911499,-0.0014955174228816759,0.011672472388697012,0.019142659505208333,0.2
78,38.4,4778,3833856,0.7593889832496643,802,0.004535859916359186,0.0003,770,-0.14731654817393672,0.0020531854,0.5086303949356079,-0.0012600374464454944,0.011723826954403193,0.018367513020833334,0.2
79,40.65,4779,3883008,0.7343054413795471,812,0.010564181953668594,0.0003,780,-0.15000392211756358,0.0026304636,0.5060529708862305,-0.0015977953395728643,0.013421193041964822,0.020292154947916665,0.2
80,36.93,4779,3932160,0.7711389064788818,822,0.0030762525275349617,0.0003,790,-0.15083927578137565,0.003020268,0.5252797603607178,-0.001449100044677228,0.011544620277224265,0.019814046223958333,0.2
81,37.88,4779,3981312,0.7598890066146851,833,0.0025123083032667637,0.0003,800,-0.15436368044853832,0.0025769062,0.5051091909408569,-0.0015414679464811343,0.012989988750147556,0.01881103515625,0.2
82,37.86,4763,4030464,0.7209166884422302,846,0.007552378810942173,0.0003,810,-0.16044184398294117,0.004176969,0.5325076580047607,-0.00145254158011691,0.011639978029658474,0.017116292317708334,0.2
83,37.61,4762,4079616,0.7596389651298523,856,0.008821459487080574,0.0003,820,-0.17258146957028658,0.006025407,0.5229408740997314,-0.0019922365777953624,0.012262148190833008,0.021537272135416667,0.2
84,39.93,4760,4128768,0.7260278463363647,867,0.006747409701347351,0.0003,830,-0.1780139306016887,0.002291079,0.5228452682495117,-0.0013910405914430157,0.012664647550021375,0.019974772135416666,0.2
85,38.95,4759,4177920,0.7089999914169312,877,0.006916549988090992,0.0003,840,-0.1785465077109014,0.0030033644,0.5239881277084351,-0.0014782010373892262,0.012752657682722202,0.019539388020833333,0.2
86,38.74,4758,4227072,0.7950834035873413,888,0.00938110239803791,0.0003,850,-0.17575126770728577,0.0022964452,0.516542911529541,-0.0012710452635474212,0.012872513507560749,0.018070475260416666,0.2
87,39.75,4757,4276224,0.7730001211166382,898,0.004764818120747805,0.0003,860,-0.17644349172866594,0.0027309544,0.5115647912025452,-0.0014956470037759573,0.011866374177770922,0.019545491536458334,0.2
88,39.32,4756,4325376,0.7638888359069824,909,0.0037856390699744225,0.0003,870,-0.1669719492822575,0.0027601256,0.524498462677002,-0.0013873589098996793,0.011739307564857882,0.019059244791666666,0.2
89,40.39,4755,4374528,0.7560555338859558,919,0.001364334486424923,0.0003,880,-0.16637641510460527,0.0017902813,0.5092569589614868,-0.0010413423625019883,0.012176941227274559,0.015411376953125,0.2
90,39.87,4755,4423680,0.7760277390480042,930,-0.0013119378127157688,0.0003,890,-0.16118599388282745,0.0016137525,0.5124020576477051,-0.0014308194749901304,0.012242935441706019,0.01690673828125,0.2
91,39.5,4755,4472832,0.7739165425300598,940,0.005887739825993776,0.0003,900,-0.1580086417729035,0.0015958818,0.5152199864387512,-0.001487148824223065,0.012240458003119178,0.017116292317708334,0.2
92,36.03,4754,4521984,0.7553333044052124,951,0.00753988279029727,0.0003,910,-0.15885982032632456,0.0027147047,0.5116586685180664,-0.0019175112442705237,0.011553241264482494,0.020041910807291667,0.2
93,40.13,4754,4571136,0.7748889327049255,961,0.00543075380846858,0.0003,920,-0.156230806648576,0.0019847418,0.509435772895813,-0.0016882028267597585,0.012723013588644487,0.019215901692708332,0.2
94,40.03,4754,4620288,0.7760277390480042,971,0.006495321169495583,0.0003,930,-0.16932975073965886,0.002667006,0.4954606294631958,-0.0014356172399857315,0.013417846272932365,0.018239339192708332,0.2
95,38.3,4754,4669440,0.7591944932937622,982,-4.9831345677375793e-05,0.0003,940,-0.16502065235981717,0.0017624196,0.5055897235870361,-0.0014209141626755203,0.011983106662228238,0.016849772135416666,0.2
96,37.75,4755,4718592,0.7590000033378601,992,0.0052267941646277905,0.0003,950,-0.16166900265961887,0.0018359715,0.49785375595092773,-0.0014055212697712705,0.012642064632382244,0.016062418619791668,0.2
97,38.88,4757,4767744,0.7670555114746094,1002,0.006204046308994293,0.0003,960,-0.15617642361127462,0.003158277,0.5205399990081787,-0.0014144390536481902,0.012016735282425845,0.016684977213541667,0.2
98,37.67,4758,4816896,0.7705833315849304,1012,0.0016101528890430927,0.0003,970,-0.17726433738910904,0.0028264767,0.4952978491783142,-0.0016140774973488685,0.012192689989266607,0.018815104166666666,0.2
99,36.75,4759,4866048,0.7530277967453003,1022,0.01002537552267313,0.0003,980,-0.17630715844376635,0.003909269,0.4997304081916809,-0.0019453343275624016,0.01227936742240369,0.021348063151041666,0.2
100,37.09,4761,4915200,0.7340555787086487,1032,0.0025894958525896072,0.0003,990,-0.17808864491526039,0.0017969025,0.5079642534255981,-0.0017699327325923755,0.012731334618486774,0.019517008463541666,0.2
101,37.17,4762,4964352,0.7145833373069763,1042,0.008442585356533527,0.0003,1000,-0.17281643087044357,0.0019675686,0.5029052495956421,-0.0014131424441075069,0.012641181340344095,0.01820068359375,0.2
102,40.49,4751,5013504,0.7435556650161743,1055,0.005993179511278868,0.0003,1010,-0.18297365536758056,0.0068683326,0.5169240832328796,-0.0015428966433925476,0.012287348219494258,0.020906575520833335,0.2
