time/iterations,time/time_elapsed,rollout/ep_len_mean,time/fps,rollout/ep_rew_mean,time/total_timesteps,train/loss,train/approx_kl,train/learning_rate,train/policy_gradient_loss,train/n_updates,train/clip_range,train/value_loss,train/entropy_loss,train/clip_fraction,train/explained_variance
64,647,37.32,4857,0.7423332929611206,3145728,0.006810251623392105,0.0041704467,0.0003,-0.0016516548985237023,630,0.2,0.012276753458718304,-0.1897377227510636,0.023114013671875,0.5039368867874146
65,657,36.66,4857,0.7248889207839966,3194880,-0.0015205591917037964,0.003973732,0.0003,-0.0018626835013492381,640,0.2,0.012488411190376306,-0.2009139850270003,0.025111897786458334,0.48833686113357544
66,667,40.64,4857,0.762666642665863,3244032,0.0019365455955266953,0.0030994483,0.0003,-0.0014979386258346494,650,0.2,0.01143940170344043,-0.20197823490016162,0.025018310546875,0.5079576969146729
67,677,38.6,4858,0.7104722857475281,3293184,-0.00013985531404614449,0.0031911207,0.0003,-0.0015876001351595428,660,0.2,0.012638723373189957,-0.20665757609531282,0.025569661458333334,0.5059897899627686
68,687,39.68,4858,0.7060554623603821,3342336,0.008183158934116364,0.0028405262,0.0003,-0.0017366198395393439,670,0.2,0.012545346529805101,-0.21329729480979343,0.024245198567708334,0.508144736289978
69,697,37.39,4859,0.7033056020736694,3391488,0.003905216697603464,0.0026097584,0.0003,-0.0020888659619837805,680,0.2,0.01218052156594543,-0.20380509518242132,0.026090494791666665,0.5155379772186279
70,708,40.52,4858,0.7333055734634399,3440640,0.006578115746378899,0.0027718071,0.0003,-0.0017721319760312325,690,0.2,0.012407751934855089,-0.20371631267480553,0.024033610026041666,0.5024443864822388
71,718,39.57,4860,0.7743333578109741,3489792,0.0013796696439385414,0.0030337016,0.0003,-0.0016820782844357987,700,0.2,0.012715061571846794,-0.2086466328240931,0.023295084635416668,0.5062525272369385
72,727,37.78,4861,0.7124165892601013,3538944,0.0038202391006052494,0.0037866915,0.0003,-0.0022293042436710192,710,0.2,0.011356693936977535,-0.2065188215036566,0.026938883463541667,0.5125601291656494
73,737,38.2,4862,0.7404999732971191,3588096,0.0073598711751401424,0.002493619,0.0003,-0.0018760352296643154,720,0.2,0.012087808584571274,-0.20990789332427084,0.023844401041666668,0.5068203210830688
74,747,37.86,4863,0.6932221055030823,3637248,0.0019620335660874844,0.0037437733,0.0003,-0.0024966398634205687,730,0.2,0.012954818530852208,-0.20861384849995374,0.024542236328125,0.5004338026046753
75,757,39.39,4864,0.7372499704360962,3686400,0.0037665078416466713,0.002755871,0.0003,-0.0020670550455785513,740,0.2,0.013607351655567375,-0.20178561192005873,0.024552408854166666,0.49549269676208496
76,767,39.97,4865,0.7837499976158142,3735552,0.0010735923424363136,0.0022759389,0.0003,-0.0018802322447906286,750,0.2,0.012296700585526803,-0.19849446880010266,0.024825032552083334,0.48981988430023193
77,777,35.88,4865,0.7446667551994324,3784704,0.005197927821427584,0.0025909806,0.0003,-0.0018251295237860176,760,0.2,0.011252684265976616,-0.20046101284679024,0.0223876953125,0.5223932266235352
78,787,37.64,4865,0.7898056507110596,3833856,0.003338046371936798,0.0027899693,0.0003,-0.001951319566614984,770,0.2,0.012501944206451298,-0.19064585621623945,0.0216796875,0.49967509508132935
79,798,36.88,4865,0.7717221975326538,3883008,0.0023988448083400726,0.0024089534,0.0003,-0.0019821777275865317,780,0.2,0.013215976285331029,-0.18042931765473139,0.019578043619791666,0.48476678133010864
80,808,40.6,4865,0.7714166045188904,3932160,-0.00088887894526124,0.0018766293,0.0003,-0.0019470701734159471,790,0.2,0.012023639793430145,-0.18725284507963808,0.020766194661458334,0.4992145299911499
81,818,40.25,4866,0.7733333110809326,3981312,0.005785572342574596,0.00290524,0.0003,-0.0018752580342303797,800,0.2,0.01274331883105333,-0.18539137175927559,0.020371500651041666,0.4946975111961365
82,828,39.86,4866,0.756277859210968,4030464,0.00664383452385664,0.0026677896,0.0003,-0.0018528507631951168,810,0.2,0.01196618972850653,-0.1744464290405934,0.0196533203125,0.510642409324646
83,838,37.99,4866,0.7711944580078125,4079616,0.0025336071848869324,0.002468333,0.0003,-0.0016686019995480214,820,0.2,0.01274822578682991,-0.18005675724707543,0.019545491536458334,0.5026551485061646
84,848,40.78,4867,0.7915278673171997,4128768,0.006214556284248829,0.003643337,0.0003,-0.0018404167423796026,830,0.2,0.013491524209772858,-0.17816944925580175,0.020951334635416666,0.4876842498779297
85,858,35.2,4867,0.6825277805328369,4177920,0.0003536404110491276,0.0026611893,0.0003,-0.001944160398003684,840,0.2,0.012829925829040197,-0.18546738010675956,0.021126302083333333,0.49830538034439087
86,868,41.44,4868,0.7896388173103333,4227072,0.002785405609756708,0.0029560386,0.0003,-0.001866903177203009,850,0.2,0.012908852097704463,-0.1896263917675242,0.023480224609375,0.49870747327804565
87,878,37.42,4868,0.722083330154419,4276224,0.005240419879555702,0.002741012,0.0003,-0.001736033113669085,860,0.2,0.013538030651155471,-0.18101269392451894,0.020294189453125,0.5014808773994446
88,888,42.94,4869,0.7750833630561829,4325376,0.004428979940712452,0.011466821,0.0003,-0.00160140578912736,870,0.2,0.01271422979431615,-0.20124935946272066,0.025600179036458334,0.5023431777954102
89,898,35.39,4870,0.6803609728813171,4374528,-0.0023236749693751335,0.002947377,0.0003,-0.002395466025488228,880,0.2,0.011726355328088781,-0.22223935817213109,0.02880859375,0.5041526556015015
90,908,40.16,4870,0.7171111106872559,4423680,0.007403296884149313,0.0038301274,0.0003,-0.0016073837076267712,890,0.2,0.012494666158939556,-0.2254393277845035,0.02296142578125,0.5042513608932495
91,918,39.66,4870,0.6877499222755432,4472832,0.007178688421845436,0.0029522367,0.0003,-0.0024631159623822894,900,0.2,0.013904333028525192,-0.23091171083506196,0.030936686197916667,0.4982052445411682
92,928,41.64,4870,0.758388876914978,4521984,0.009738367050886154,0.0031691566,0.0003,-0.0021435474352983876,910,0.2,0.012224502756483464,-0.2319882180619364,0.0255859375,0.5244484543800354
93,938,44.72,4871,0.7816388607025146,4571136,0.007630867417901754,0.0031165567,0.0003,-0.0021662839912702718,920,0.2,0.01322809215344023,-0.22454349702068915,0.027616373697916665,0.49907439947128296
94,948,41.62,4871,0.7978333830833435,4620288,0.006863482762128115,0.0023798968,0.0003,-0.0018878335810465312,930,0.2,0.013100156010962868,-0.22485830664324263,0.023850504557291666,0.5038511753082275
95,958,38.36,4871,0.730472207069397,4669440,0.010876411572098732,0.0024735704,0.0003,-0.001885730676682821,940,0.2,0.012705678974452895,-0.20947228088819733,0.024568684895833335,0.5060213208198547
96,968,41.36,4871,0.7587500214576721,4718592,0.0021369270980358124,0.002633535,0.0003,-0.00222932788055914,950,0.2,0.013889810265633665,-0.20728663876652717,0.023549397786458332,0.48194199800491333
97,978,37.82,4871,0.7332221865653992,4767744,0.005114684347063303,0.002065258,0.0003,-0.002097324663918698,960,0.2,0.012622117855062242,-0.18705178611756612,0.020660400390625,0.5127902030944824
98,988,41.39,4871,0.7893611788749695,4816896,0.004899404477328062,0.0025205747,0.0003,-0.0017755565479092184,970,0.2,0.0129749036221862,-0.19074735616644223,0.02054443359375,0.5047422647476196
99,998,38.88,4872,0.8053610920906067,4866048,0.0020349491387605667,0.0024368947,0.0003,-0.0017659542366648868,980,0.2,0.011931267700128955,-0.1846465511014685,0.021197509765625,0.5118394494056702
100,1008,38.08,4872,0.7694723010063171,4915200,0.011038128286600113,0.0021545433,0.0003,-0.0018673053671591333,990,0.2,0.013340982405255393,-0.18999057077647497,0.020894368489583332,0.4958117604255676
101,1018,39.02,4872,0.7372223138809204,4964352,0.007363548502326012,0.0027763082,0.0003,-0.0017638906980816198,1000,0.2,0.013102408267877763,-0.19133034624780218,0.021732584635416666,0.4915763735771179
102,1029,36.97,4870,0.7349722981452942,5013504,0.0034341015852987766,0.0020836897,0.0003,-0.0017089201050718354,1010,0.2,0.011989363315418207,-0.1776367691345513,0.018886311848958334,0.500921368598938
