time/iterations,rollout/ep_rew_mean,time/fps,time/time_elapsed,time/total_timesteps,shield/actions_blocked,shield/actions_block_ignored,rollout/ep_len_mean,shield/actions_allowed,train/value_loss,train/loss,train/entropy_loss,train/clip_range,train/explained_variance,train/clip_fraction,train/n_updates,train/policy_gradient_loss,train/learning_rate,train/approx_kl,shield_cutoff_timestep
29,0.8918929100036621,4377,325,1425408,140780,0,27.49,1035586,0.002898872784317064,0.0024007861502468586,-0.2615048440173268,0.2,0.5484504699707031,0.026527913411458333,280,-0.0015842353095346577,0.0003,0.0027388774,
30,0.8798928260803223,4373,337,1474560,144219,0,28.74,1080979,0.0022043368519613677,0.0020789424888789654,-0.23859141086383412,0.2,0.6168472766876221,0.026295979817708332,290,-0.0013101530692438245,0.0003,0.0021031068,
31,0.8972500562667847,4369,348,1523712,147486,0,25.99,1126596,0.003014194504127469,-0.0010094079189002514,-0.2278839834112053,0.2,0.5294708013534546,0.02012939453125,300,-0.0010416034970755087,0.0003,0.0025678605,
32,0.8632142543792725,4366,360,1572864,150624,0,27.43,1172381,0.0030332906701611745,0.001093998784199357,-0.2229749748017639,0.2,0.5365273952484131,0.018265787760416666,310,-0.0012082886141191315,0.0003,0.0016915469,
33,0.8908214569091797,4358,372,1622016,153656,0,27.81,1218297,0.0028738315793816584,0.000725153717212379,-0.2161177857313305,0.2,0.5456902980804443,0.015618896484375,320,-0.0009230780542566208,0.0003,0.0061455485,
34,0.8994643688201904,4349,384,1671168,156780,0,28.15,1264111,0.003039235265047561,-0.0009256138582713902,-0.21139889814270038,0.2,0.5297524929046631,0.017781575520833332,330,-0.0010480490883613433,0.0003,0.0020148596,
35,0.9031428694725037,4340,396,1720320,159781,0,27.12,1310082,0.002580661197680456,-0.0059098778292536736,-0.2150234562267239,0.2,0.5657632350921631,0.015765380859375,340,-0.0010200664906127106,0.0003,0.0019392417,
36,0.9032500386238098,4338,407,1769472,162901,0,27.09,1355969,0.003091579213287332,0.002101142657920718,-0.21205809583577018,0.2,0.5180932283401489,0.017832438151041668,350,-0.0011180174215041916,0.0003,0.0028037576,
37,0.8939285278320312,4335,419,1818624,166109,0,26.92,1401765,0.0030770896667187725,-0.002692979760468006,-0.2034736400625358,0.2,0.5326165556907654,0.02056884765625,360,-0.0009493859944996075,0.0003,0.0022104515,
38,0.8758928775787354,4332,431,1867776,169230,0,26.41,1447644,0.003110963479715186,0.004524768330156803,-0.20590951873455196,0.2,0.5399689674377441,0.015016682942708333,370,-0.0005695617297533318,0.0003,0.001516078,
39,0.8849642872810364,4330,442,1916928,172557,0,26.65,1493328,0.002731137188614715,0.00028286746237426996,-0.195676301435257,0.2,0.5483583211898804,0.012740071614583333,380,-0.0006819590821578458,0.0003,0.0013849664,
40,0.8942142724990845,4329,454,1966080,175691,0,26.84,1539231,0.0029372894454960867,0.002637527883052826,-0.19480188141266505,0.2,0.542939305305481,0.014628092447916666,390,-0.000995960318929671,0.0003,0.0027985463,
41,0.874500036239624,4327,465,2015232,178826,0,26.88,1585127,0.0026878491931104993,-0.0017228598007932305,-0.1935296069132164,0.2,0.5498906373977661,0.015116373697916666,400,-0.0006651624344764666,0.0003,0.0016477153,
42,0.8932499885559082,4322,477,2064384,181740,0,27.18,1631256,0.0026933516846838756,0.00304214539937675,-0.18597567580485094,0.2,0.551558256149292,0.012815348307291667,410,-0.0010323048049637388,0.0003,0.0022228074,
43,0.8766071200370789,4316,489,2113536,184908,0,26.27,1677134,0.0029979150058958718,0.0012214051093906164,-0.1871866851152542,0.2,0.5278815031051636,0.014857991536458334,420,-0.0006307879568339559,0.0003,0.0017203843,
44,0.8957500457763672,4310,501,2162688,188145,0,26.5,1722953,0.002828549908554123,-0.0011158697307109833,-0.1858833228936419,0.2,0.5453316569328308,0.008675130208333333,430,-0.000520172690145652,0.0003,0.0013820039,
45,0.8866785168647766,4304,513,2211840,191215,0,26.17,1768961,0.003371116333194853,0.004263532347977161,-0.18921013525687158,0.2,0.5053523182868958,0.012286376953125,440,-0.0006790684610677999,0.0003,0.0016464513,
46,0.8711071014404297,4299,525,2260992,194422,0,30.6,1814829,0.002669224494760177,-0.0063171591609716415,-0.23968682919318476,0.2,0.5511573553085327,0.041290283203125,450,-0.0004341798553165669,0.0003,0.013914778,
47,0.8888928294181824,4294,537,2310144,197523,0,31.11,1860808,0.0024113017752218488,-0.006278639193624258,-0.28130673298146575,0.2,0.5869100093841553,0.04687703450520833,460,-0.004553699542096486,0.0003,0.018081414,
48,0.8704642653465271,4289,549,2359296,200661,0,27.95,1906754,0.002875270926536662,-0.013452474027872086,-0.25645258309474833,0.2,0.5680596828460693,0.036488850911458336,470,-0.0032305317150530754,0.0003,0.0031472228,
49,0.8845356702804565,4288,561,2408448,203768,0,26.77,1952732,0.002494305138134223,-0.002070955466479063,-0.24660160388642302,0.2,0.5933667421340942,0.03200887044270833,480,-0.002773160307818519,0.0003,0.0040439204,
50,0.8981071710586548,4288,573,2457600,206642,0,28.53,1998919,0.002734176201192895,-0.004838734865188599,-0.24269466520442318,0.2,0.5745712518692017,0.031215413411458334,490,-0.0025867407091936913,0.0003,0.0028844594,
51,0.7611786127090454,4285,584,2506752,209141,0,31.26,2038778,0.003063341722736368,0.0010109752183780074,-0.22344194940912226,0.2,0.5318334102630615,0.024554443359375,500,-0.00172411033569612,0.0003,0.0029159703,2500008
52,0.7750715017318726,4295,595,2555904,,,30.33,,0.005310832168773535,0.0035053170286118984,-0.2161147595150396,0.2,0.36858999729156494,0.034088134765625,510,-0.0026012282999242115,0.0003,0.0036661671,
53,0.8672143816947937,4305,605,2605056,,,29.11,,0.016436907671110626,-0.00482205580919981,-0.23416076484136283,0.2,0.3491743803024292,0.06921793619791666,520,-0.00915333302154977,0.0003,0.009665199,
54,0.8690357208251953,4316,614,2654208,,,28.98,,0.011481873916394155,-0.006351893302053213,-0.18472017065311472,0.2,0.44933903217315674,0.043135579427083334,530,-0.006311957049244181,0.0003,0.0042770575,
55,0.8512143492698669,4326,624,2703360,,,29.47,,0.010527991242027687,0.0010328064672648907,-0.16760386457899584,0.2,0.46263837814331055,0.03581949869791667,540,-0.004482370072886018,0.0003,0.01458129,
56,0.8428928852081299,4335,634,2752512,,,27.5,,0.007154412669842713,-0.006568305194377899,-0.181088827100272,0.2,0.512285053730011,0.03629150390625,550,-0.0035027232772639155,0.0003,0.0031107843,
57,0.8805713653564453,4345,644,2801664,,,28.08,,0.0063391674222657455,0.006224572658538818,-0.16798764591803775,0.2,0.5021717548370361,0.032379150390625,560,-0.0031727100815866533,0.0003,0.011811397,
58,0.8931785821914673,4355,654,2850816,,,27.15,,0.005253903565365666,0.0002531120553612709,-0.16551108475929746,0.2,0.5449084639549255,0.030196126302083334,570,-0.002606900146626382,0.0003,0.0024159376,
59,0.8900358080863953,4365,664,2899968,,,28.48,,0.00480433644685642,0.008273933082818985,-0.14030115708786373,0.2,0.5160516500473022,0.025433349609375,580,-0.0023601118769571864,0.0003,0.0021424259,
60,0.8767499327659607,4376,673,2949120,,,26.21,,0.004045299729720379,0.001090538571588695,-0.12508978452145433,0.2,0.5406327247619629,0.022892252604166666,590,-0.001839703148228485,0.0003,0.0017246684,
61,0.8936784267425537,4384,683,2998272,,,26.99,,0.004382618842828379,-0.0004857004387304187,-0.10788753222441301,0.2,0.5122947096824646,0.018001302083333334,600,-0.0014031845529946926,0.0003,0.001937891,
62,0.8749642968177795,4393,693,3047424,,,27.08,,0.0037686834639316658,-0.00224310252815485,-0.09222054153603192,0.2,0.547141969203949,0.016194661458333332,610,-0.0017028035946471695,0.0003,0.0016586321,
63,0.9012499451637268,4403,703,3096576,,,27.65,,0.004001818652068323,0.0020760060288012028,-0.07948648572977011,0.2,0.5053650140762329,0.01275634765625,620,-0.00092703904077401,0.0003,0.0011606034,
64,0.8865358233451843,4412,712,3145728,,,26.24,,0.003822731250935855,0.004932298790663481,-0.07036069263898147,0.2,0.49535655975341797,0.012825520833333333,630,-0.0011397332838290217,0.0003,0.0025620116,
65,0.9045357704162598,4421,722,3194880,,,26.73,,0.0033453092183359937,-0.0025210054591298103,-0.06109116553367736,0.2,0.5264055728912354,0.0093994140625,640,-0.0008365680625502137,0.0003,0.0012259486,
66,0.8854286074638367,4430,732,3244032,,,26.63,,0.003555659153183418,-0.0008693404961377382,-0.05490495940709176,0.2,0.5063513517379761,0.0108154296875,650,-0.0009489766361487757,0.0003,0.0013325062,
67,0.8908213973045349,4438,741,3293184,,,27.79,,0.0033720277418979095,0.0012718108482658863,-0.04832631198320693,0.2,0.5116168856620789,0.008378092447916667,660,-0.0006740370255405044,0.0003,0.0016450511,
68,0.8920358419418335,4446,751,3342336,,,27.57,,0.0029202261780786405,0.001704943017102778,-0.042520600023757044,0.2,0.5410005450248718,0.00797119140625,670,-0.0007434258838050785,0.0003,0.0017070636,
69,0.8872857689857483,4452,761,3391488,,,26.0,,0.0033482263738430144,0.00022462406195700169,-0.0483306788179713,0.2,0.500728964805603,0.01309814453125,680,-0.0013898249230502794,0.0003,0.001972732,
70,0.8873928785324097,4459,771,3440640,,,26.01,,0.003796107924972603,0.0007589858141727746,-0.04924637746492711,0.2,0.48206615447998047,0.011151123046875,690,-0.0010140660496290367,0.0003,0.002566985,
71,0.8850715160369873,4466,781,3489792,,,26.62,,0.0037262593066770934,0.0015338319353759289,-0.0435814344935352,0.2,0.485609233379364,0.007590738932291666,700,-0.0008418709611760278,0.0003,0.0011595733,
72,0.885535717010498,4473,791,3538944,,,26.52,,0.0031957729508576447,-0.0035857558250427246,-0.04065114946764273,0.2,0.5176112651824951,0.007936604817708333,710,-0.0008057355121915559,0.0003,0.0010302813,
73,0.89339280128479,4480,800,3588096,,,29.85,,0.003202983017824105,-0.0007936856709420681,-0.08436761991955184,0.2,0.5297095775604248,0.023832194010416665,720,-0.001805587432924464,0.0003,0.0123351,
74,0.8748215436935425,4487,810,3637248,,,26.94,,0.002453092311103925,-0.004298041108995676,-0.17493942799822737,0.2,0.5609728097915649,0.05040690104166667,730,-0.005183879412773725,0.0003,0.01804127,
75,0.8788571953773499,4494,820,3686400,,,26.01,,0.0030176464904191863,-0.0046382807195186615,-0.14840809274852898,0.2,0.5425176620483398,0.03450927734375,740,-0.0037736516979445392,0.0003,0.011609763,
76,0.8836429119110107,4500,830,3735552,,,27.04,,0.003005798752201372,0.0008234519045799971,-0.12896922825214763,0.2,0.5289671421051025,0.019588216145833334,750,-0.002021275815847427,0.0003,0.002870104,
77,0.8788928985595703,4506,839,3784704,,,25.6,,0.002453570334788916,-0.0025069713592529297,-0.13505865753395482,0.2,0.5805225968360901,0.022477213541666666,760,-0.0018400938471434833,0.0003,0.013449117,
78,0.8864999413490295,4513,849,3833856,,,26.22,,0.0027424771045237626,-0.009729637764394283,-0.17657236567077536,0.2,0.5544807314872742,0.03448893229166667,770,-0.002792783903199355,0.0003,0.0037723575,
79,0.8559643030166626,4519,859,3883008,,,26.57,,0.003286331396824001,0.0032216059044003487,-0.1736667697240288,0.2,0.5146875977516174,0.03579508463541667,780,-0.0027076282685811748,0.0003,0.0038396616,
80,0.9035000801086426,4525,868,3932160,,,27.02,,0.002808610417196178,-0.00036543735768646,-0.1599358111813975,0.2,0.5609917640686035,0.027663167317708334,790,-0.0023497465166049856,0.0003,0.002585313,
81,0.8994999527931213,4531,878,3981312,,,25.36,,0.003314602882407295,0.0014045470161363482,-0.14993261753891904,0.2,0.530764102935791,0.026202392578125,800,-0.0020867249456083905,0.0003,0.002364618,
82,0.8892143368721008,4536,888,4030464,,,25.46,,0.003555608737830577,0.01402139849960804,-0.13827008575123426,0.2,0.5078182220458984,0.02862548828125,810,-0.002227416190059254,0.0003,0.0032582355,
83,0.8897143602371216,4542,898,4079616,,,25.45,,0.003358279255735397,0.002854210790246725,-0.13324745219045628,0.2,0.5303594470024109,0.025325520833333334,820,-0.0014860349234368186,0.0003,0.004598834,
84,0.8871428966522217,4548,907,4128768,,,26.26,,0.003831263905885862,0.0008306705858558416,-0.13099401297513397,0.2,0.49915510416030884,0.029901123046875,830,-0.0027462273559649476,0.0003,0.005882507,
85,0.8823928833007812,4553,917,4177920,,,24.81,,0.0037708725953052636,0.002153267851099372,-0.15773850029412037,0.2,0.4794313311576843,0.04224853515625,840,-0.004149148929733807,0.0003,0.0063622035,
86,0.9045714735984802,4558,927,4227072,,,24.16,,0.004798205605038674,3.7767691537737846e-05,-0.1287776620670532,0.2,0.42760664224624634,0.030649820963541668,850,-0.002884302878677166,0.0003,0.0058509484,
87,0.8731071352958679,4563,936,4276224,,,24.41,,0.004418508727151978,0.0027265758253633976,-0.11208485808844368,0.2,0.4584430456161499,0.025697835286458335,860,-0.0023422938236763004,0.0003,0.006742798,
88,0.8925713896751404,4568,946,4325376,,,24.52,,0.0036786644043483347,-0.0014095375081524253,-0.10409049195004627,0.2,0.4979413151741028,0.024239095052083333,870,-0.0022838766216106404,0.0003,0.006932374,
89,0.8851786851882935,4573,956,4374528,,,24.09,,0.003824652840194176,0.000695888651534915,-0.10363453540873403,0.2,0.4797019362449646,0.024859619140625,880,-0.0023961656895456446,0.0003,0.0019286497,
90,0.8882142901420593,4578,966,4423680,,,22.98,,0.003926442253456722,-0.004526244476437569,-0.09072013812838123,0.2,0.4840204119682312,0.024871826171875,890,-0.0022187696370262228,0.0003,0.006455787,
91,0.8758214712142944,4583,975,4472832,,,23.94,,0.004889868951552975,0.0012986476067453623,-0.08280000676944231,0.2,0.43441516160964966,0.016314697265625,900,-0.0014038419554102195,0.0003,0.0021394135,
92,0.889285683631897,4587,985,4521984,,,22.91,,0.004215106027368165,0.0016550816362723708,-0.08520586130519708,0.2,0.4908498525619507,0.016927083333333332,910,-0.0012291944393534018,0.0003,0.002337015,
93,0.869107186794281,4591,995,4571136,,,22.96,,0.004085420113127233,-0.0046222880482673645,-0.08932323533614787,0.2,0.4758109450340271,0.019468180338541665,920,-0.0014628001412953988,0.0003,0.0048195818,
94,0.8802143335342407,4595,1005,4620288,,,22.95,,0.005245029005588246,0.00681034242734313,-0.08391780093661509,0.2,0.4005630612373352,0.018495686848958335,930,-0.0013818951563735026,0.0003,0.0031757846,
95,0.8967856764793396,4599,1015,4669440,,,23.37,,0.007001978148764465,-0.0019012927077710629,-0.08722087857313454,0.2,0.35240381956100464,0.017201741536458332,940,-0.001264355238557376,0.0003,0.0019803823,
96,0.9073928594589233,4603,1024,4718592,,,23.15,,0.0060945630593172,0.0005416477797552943,-0.07455590204335749,0.2,0.4036294221878052,0.013680013020833333,950,-0.0014927927598364476,0.0003,0.0037127994,
97,0.8600714802742004,4607,1034,4767744,,,23.23,,0.005256587130012728,0.0039786119014024734,-0.0714663152078477,0.2,0.404914915561676,0.014990234375,960,-0.0011060626489476514,0.0003,0.004563324,
98,0.8667856454849243,4612,1044,4816896,,,23.4,,0.004474381038987,0.002508624456822872,-0.07943403341341763,0.2,0.4267270565032959,0.020367431640625,970,-0.0013496951342858664,0.0003,0.010538553,
99,0.9120715260505676,4616,1054,4866048,,,24.62,,0.004600810454212479,-0.002514776773750782,-0.10084808279837792,0.2,0.4049673080444336,0.027455647786458332,980,-0.0019431735667846321,0.0003,0.0061676055,
100,0.8884286284446716,4620,1063,4915200,,,22.98,,0.004809816439713662,-0.0002623986219987273,-0.09564235938208489,0.2,0.4234062433242798,0.02261962890625,990,-0.0015773233945158911,0.0003,0.013202515,
101,0.9080356359481812,4624,1073,4964352,,,22.99,,0.004555312386340423,-0.0005838421639055014,-0.08640428816433995,0.2,0.43724751472473145,0.022843424479166666,1000,-0.0012343004094266992,0.0003,0.0044259313,
102,0.8891072273254395,4627,1083,5013504,,,23.15,,0.004548646632065357,-0.0003422284498810768,-0.07148479342188997,0.2,0.4473530650138855,0.013706461588541666,1010,-0.0008068892788287485,0.0003,0.00424937,
