time/time_elapsed,time/fps,time/total_timesteps,time/iterations,rollout/ep_len_mean,rollout/ep_rew_mean,train/loss,train/entropy_loss,train/n_updates,train/value_loss,train/learning_rate,train/clip_fraction,train/approx_kl,train/clip_range,train/explained_variance,train/policy_gradient_loss
520,4811,2506752,51,40.01,0.7962223291397095,0.005275045055896044,-0.20902057588100434,500,0.01191495042172998,0.0003,0.026511637369791667,0.0026864882,0.2,0.5071823596954346,-0.0015389931822331468
531,4810,2555904,52,37.75,0.7253333330154419,0.007625692989677191,-0.2165370429167524,510,0.012039952731962936,0.0003,0.027897135416666666,0.0042024,0.2,0.4990513324737549,-0.0020629135929993935
541,4811,2605056,53,40.6,0.7708333730697632,0.0015599289909005165,-0.21928265962439278,520,0.011424539631601267,0.0003,0.026906331380208332,0.002453631,0.2,0.5195178985595703,-0.0016640814143708365
551,4812,2654208,54,40.9,0.7529168128967285,0.0054250359535217285,-0.20850524664856493,530,0.0120334772579857,0.0003,0.025559488932291666,0.0029246965,0.2,0.5164868831634521,-0.001836676519208898
561,4811,2703360,55,38.24,0.7219165563583374,-0.002638520672917366,-0.20620793606309842,540,0.012374741329161528,0.0003,0.021317545572916666,0.00240423,0.2,0.5130240321159363,-0.0014004378896667429
572,4811,2752512,56,41.43,0.7484444379806519,-0.00026846863329410553,-0.21545183955846975,550,0.012833387016386647,0.0003,0.026320393880208334,0.0024599049,0.2,0.5041381120681763,-0.0017931021153344772
582,4811,2801664,57,38.53,0.7093334197998047,0.005306492559611797,-0.1997727856816103,560,0.012307736991836767,0.0003,0.020009358723958332,0.0024358118,0.2,0.5032126903533936,-0.0012653059916071167
592,4810,2850816,58,38.25,0.6831943988800049,0.006143183447420597,-0.19381201760843397,570,0.012113517936813877,0.0003,0.021968587239583334,0.0030775145,0.2,0.49003130197525024,-0.0016283546011739722
602,4810,2899968,59,41.42,0.7617778182029724,0.0016376860439777374,-0.1982733876987671,580,0.012480382821619666,0.0003,0.024367268880208334,0.0023238435,0.2,0.4909326434135437,-0.0015134260599249199
613,4809,2949120,60,39.96,0.7538889050483704,0.002739738207310438,-0.20390354987078657,590,0.012351506852428428,0.0003,0.023227945963541666,0.0020775597,0.2,0.4959224462509155,-0.0015193186836161962
623,4808,2998272,61,37.73,0.730888843536377,0.005009995773434639,-0.19860330196097492,600,0.012072850419887498,0.0003,0.026186116536458335,0.0037893858,0.2,0.49877500534057617,-0.0018616061425442846
636,4788,3047424,62,41.0,0.7714166045188904,0.004056748002767563,-0.19317530850724626,610,0.011519965169524464,0.0003,0.023337809244791667,0.0020813188,0.2,0.513648271560669,-0.0013491521188977154
646,4789,3096576,63,38.85,0.7377777695655823,0.001644873060286045,-0.1756211704031254,620,0.011973524248605826,0.0003,0.022123209635416665,0.0025795898,0.2,0.5241469144821167,-0.0017251777677302015
656,4791,3145728,64,37.12,0.7718055844306946,0.006564983166754246,-0.16868004627370586,630,0.011831313793906399,0.0003,0.021687825520833332,0.002769758,0.2,0.5140233039855957,-0.0014850533377587757
666,4792,3194880,65,39.33,0.7748889327049255,0.010409473441541195,-0.16536389510923374,640,0.011623772768992542,0.0003,0.019679768880208334,0.0025362272,0.2,0.5210713148117065,-0.0011592319195794212
676,4792,3244032,66,38.18,0.7695555686950684,0.0030031553469598293,-0.17538185484396915,650,0.011585075236507692,0.0003,0.020640055338541668,0.002356121,0.2,0.5215271711349487,-0.001595441264786738
686,4794,3293184,67,39.65,0.7755554914474487,0.0048927683383226395,-0.16159541318193077,660,0.010537640661156426,0.0003,0.017765299479166666,0.0020328972,0.2,0.5236181020736694,-0.0010401388695754576
697,4794,3342336,68,37.79,0.7386667728424072,0.00396002596244216,-0.15795420590244855,670,0.012110672645455149,0.0003,0.020068359375,0.0023766381,0.2,0.5015658736228943,-0.002131112731634251
707,4795,3391488,69,38.91,0.7560833692550659,0.00788358598947525,-0.17379271024450038,680,0.012265287621509439,0.0003,0.023553466796875,0.0060972464,0.2,0.497405469417572,-0.0016795351969146092
717,4796,3440640,70,38.45,0.7778611183166504,-0.002658979967236519,-0.18303552229578296,690,0.011969985848797176,0.0003,0.021321614583333332,0.0023944592,0.2,0.5068192481994629,-0.0013527879301060844
727,4796,3489792,71,40.74,0.792222261428833,0.0015011448413133621,-0.18785876718660197,700,0.012528121788394249,0.0003,0.023158772786458334,0.0038683566,0.2,0.49690353870391846,-0.001632142205562559
737,4796,3538944,72,36.73,0.7243332862854004,0.005640062037855387,-0.18123669725221891,710,0.011853532004655184,0.0003,0.022292073567708334,0.0020674283,0.2,0.5003880262374878,-0.0014139018903733813
748,4795,3588096,73,38.17,0.7582777142524719,0.0036884923465549946,-0.17222989925260965,720,0.012749716042890213,0.0003,0.02025146484375,0.0028410137,0.2,0.5029780864715576,-0.0014560115455121074
758,4795,3637248,74,39.2,0.7750000953674316,0.0027517173439264297,-0.18316573018673807,730,0.01247224145142051,0.0003,0.021075439453125,0.0030121151,0.2,0.5089200735092163,-0.0014193420962328672
768,4795,3686400,75,38.05,0.778972327709198,0.0007129134610295296,-0.18788262961121896,740,0.012229573163252402,0.0003,0.020013427734375,0.002253651,0.2,0.4999159574508667,-0.0013484105234965681
779,4794,3735552,76,37.33,0.6938334107398987,0.0018433216027915478,-0.17289361831887315,750,0.012217244194956341,0.0003,0.020947265625,0.0028391962,0.2,0.4955347180366516,-0.0016523398752421295
789,4794,3784704,77,36.43,0.744194507598877,0.006290010642260313,-0.18156307636915395,760,0.012530701309151482,0.0003,0.021315511067708334,0.002765856,0.2,0.494732141494751,-0.0013983087825787759
799,4794,3833856,78,41.83,0.7965553998947144,-0.00015360768884420395,-0.18220893236575647,770,0.012446615736553212,0.0003,0.020583089192708334,0.002714426,0.2,0.49117201566696167,-0.0013532657946901357
810,4793,3883008,79,39.87,0.7276666164398193,0.004634674172848463,-0.1882922973483801,780,0.011445221214186556,0.0003,0.022898356119791668,0.006398519,0.2,0.4973755478858948,-0.0017211791063952357
820,4793,3932160,80,37.5,0.7707778215408325,0.0010686139576137066,-0.2006956170933942,790,0.011494009042993032,0.0003,0.024357096354166666,0.003174181,0.2,0.502178430557251,-0.0015031238700127384
830,4792,3981312,81,40.83,0.7706667184829712,0.0007150028832256794,-0.202214426943101,800,0.011266056640306488,0.0003,0.026979573567708335,0.004280897,0.2,0.5043796300888062,-0.0020990765635057564
843,4776,4030464,82,40.59,0.7896945476531982,0.0042664301581680775,-0.1987701283612599,810,0.012079862285221073,0.0003,0.022371419270833335,0.0025453104,0.2,0.5105538368225098,-0.001596527573989685
853,4777,4079616,83,37.01,0.7236666679382324,-0.004952041897922754,-0.20153200572822244,820,0.011288587365076335,0.0003,0.022593180338541668,0.0037082012,0.2,0.5023411512374878,-0.0018235775724861013
863,4778,4128768,84,39.91,0.7626944184303284,0.0015264563262462616,-0.20285052169735232,830,0.011506305253715255,0.0003,0.025563557942708332,0.007437262,0.2,0.49175041913986206,-0.001816565995735194
873,4780,4177920,85,36.48,0.715222179889679,0.00731048034504056,-0.21129497329238803,840,0.011325969959095043,0.0003,0.025689697265625,0.0024280453,0.2,0.5018218755722046,-0.0020579056318941486
884,4781,4227072,86,38.26,0.7678611278533936,0.0040479497984051704,-0.20443525114872804,850,0.011876366028445773,0.0003,0.024538167317708335,0.0026889099,0.2,0.5104706883430481,-0.002021796589118215
894,4782,4276224,87,37.69,0.7230277061462402,0.002172105945646763,-0.19716696010436863,860,0.011307900130244282,0.0003,0.02384033203125,0.0023831108,0.2,0.5275387167930603,-0.0019307963269663256
904,4783,4325376,88,39.86,0.7369722723960876,0.006270182318985462,-0.18639683143701405,870,0.011608871402374158,0.0003,0.022635904947916667,0.00481737,0.2,0.5146914720535278,-0.0019518869823817416
914,4784,4374528,89,41.26,0.7809445261955261,0.00010745227336883545,-0.18206484431090456,880,0.011154066919455847,0.0003,0.023988850911458335,0.0026980827,0.2,0.5126911997795105,-0.0018588210685872278
924,4785,4423680,90,40.87,0.8096944689750671,0.009790495038032532,-0.18818914983421564,890,0.011996098341721032,0.0003,0.022955322265625,0.00306407,0.2,0.5129140019416809,-0.0017515602844165794
934,4787,4472832,91,38.43,0.7318889498710632,0.0022331513464450836,-0.1856604177116727,900,0.01165554458857514,0.0003,0.024184163411458334,0.0022362072,0.2,0.5081604719161987,-0.002003806556058407
944,4787,4521984,92,40.8,0.7800556421279907,0.00477996002882719,-0.1993802033752824,910,0.01326706492715554,0.0003,0.023398844401041667,0.002742988,0.2,0.5012930035591125,-0.002191110792167213
954,4788,4571136,93,42.93,0.7945000529289246,0.005291640758514404,-0.18380161638682088,920,0.011160077172826277,0.0003,0.020367431640625,0.0019473485,0.2,0.5205668210983276,-0.0015501952755888244
964,4789,4620288,94,38.67,0.7483888864517212,0.002737247385084629,-0.17590003413303446,930,0.011637855718193653,0.0003,0.021675618489583333,0.001932321,0.2,0.5161323547363281,-0.0017699873681218984
974,4790,4669440,95,39.59,0.7761666774749756,0.003365094307810068,-0.1682626340771094,940,0.012229375036501249,0.0003,0.01790771484375,0.0020414384,0.2,0.5135855674743652,-0.0016782529101571223
984,4791,4718592,96,37.72,0.7302777171134949,0.0075308894738554955,-0.16066767734397824,950,0.011410453766438877,0.0003,0.01866455078125,0.0030809268,0.2,0.5163037180900574,-0.0014875871111144079
994,4792,4767744,97,37.24,0.762666642665863,0.0019248011521995068,-0.16596853725301722,960,0.011703893931795998,0.0003,0.019488525390625,0.0020489579,0.2,0.5066136121749878,-0.0014914358045037565
1005,4792,4816896,98,38.17,0.7195554971694946,0.007049340754747391,-0.16642490898181375,970,0.011684907520005557,0.0003,0.016678873697916666,0.0016709383,0.2,0.5081989765167236,-0.0013484519079611345
1015,4793,4866048,99,38.81,0.731055498123169,0.009363049641251564,-0.15898248937834675,980,0.011111696671772127,0.0003,0.018695068359375,0.0017154282,0.2,0.518771767616272,-0.0016313677986545371
1025,4794,4915200,100,39.73,0.813249945640564,0.008067893795669079,-0.15750380009024714,990,0.012366068831276304,0.0003,0.018809000651041668,0.0025583687,0.2,0.4928281307220459,-0.001739292267423783
1035,4794,4964352,101,38.51,0.7303611040115356,0.007939049042761326,-0.15798828745416055,1000,0.011469028737580326,0.0003,0.018135579427083333,0.002159824,0.2,0.5181230306625366,-0.0018525694118579849
1048,4782,5013504,102,34.33,0.6604166626930237,0.001157628372311592,-0.1600285632768646,1010,0.012397900521561193,0.0003,0.018355305989583334,0.0015797337,0.2,0.49621790647506714,-0.0013142595447485897
