time/iterations,rollout/ep_len_mean,time/fps,time/total_timesteps,rollout/ep_rew_mean,time/time_elapsed,train/loss,train/learning_rate,train/n_updates,train/entropy_loss,train/approx_kl,train/explained_variance,train/policy_gradient_loss,train/value_loss,train/clip_fraction,train/clip_range
20,21.87,5070,983040,0.8442857265472412,193,0.007201349828392267,0.0003,190,-0.3350128598666439,0.006920811,0.29768186807632446,-0.003307719580880075,0.010962627125506212,0.045847574869791664,0.2
21,22.36,5010,1032192,0.862500011920929,206,-0.0004847627133131027,0.0003,200,-0.29107882648240774,0.003609759,0.3052672743797302,-0.0021282490370140295,0.010566547090760044,0.04266153971354167,0.2
22,21.08,5011,1081344,0.8958570957183838,215,-0.0002609151415526867,0.0003,210,-0.2716895336518064,0.0051955986,0.2866511940956116,-0.0021382145556951095,0.011612884811984258,0.03439127604166667,0.2
23,20.64,5013,1130496,0.906928539276123,225,-0.004097437020391226,0.0003,220,-0.24055481023776035,0.003109481,0.25548499822616577,-0.001731747628218727,0.013019684408330552,0.027223714192708335,0.2
24,20.43,5015,1179648,0.8399285674095154,235,-0.0007893040310591459,0.0003,230,-0.22057505372601252,0.002673961,0.28373968601226807,-0.0012162605446671174,0.010607597896705557,0.025486246744791666,0.2
25,21.01,5014,1228800,0.8967143297195435,245,0.004097640048712492,0.0003,240,-0.19900902608254303,0.0028858408,0.28238654136657715,-0.001235185364445594,0.01035056622955987,0.020609537760416668,0.2
26,20.81,5013,1277952,0.886821448802948,254,0.0031282352283596992,0.0003,250,-0.18202081565589953,0.0030670036,0.2718622088432312,-0.0015472378620870586,0.010142937084917017,0.022273763020833334,0.2
27,20.09,5012,1327104,0.8998571634292603,264,0.0014521158300340176,0.0003,260,-0.17609142820971707,0.002273848,0.29300642013549805,-0.0010638860523007074,0.009397554500052745,0.02044677734375,0.2
28,20.85,5014,1376256,0.9063928723335266,274,0.0010564622934907675,0.0003,270,-0.16795145256910474,0.0042850566,0.2928422689437866,-0.0014511913483147509,0.009203010477843538,0.023317464192708335,0.2
29,20.29,5015,1425408,0.8894643187522888,284,0.001990029588341713,0.0003,280,-0.16197709746969244,0.004316152,0.27974992990493774,-0.001616986415683641,0.010900028141319733,0.026621500651041668,0.2
30,20.67,5018,1474560,0.8880000114440918,293,0.002151263179257512,0.0003,290,-0.15025700534849118,0.0015304926,0.2761388421058655,-0.000752653675772308,0.0096454612599094,0.014646402994791667,0.2
31,20.29,5020,1523712,0.8597499132156372,303,0.009710993617773056,0.0003,300,-0.13852130947634578,0.0029124413,0.25702208280563354,-0.0008661467994897975,0.01175707484750698,0.015885416666666666,0.2
32,20.37,5023,1572864,0.8689643144607544,313,0.007705865427851677,0.0003,310,-0.12959037154602507,0.0016016926,0.2736813426017761,-0.0009712976202839248,0.010722828794920739,0.013741048177083333,0.2
33,19.88,5026,1622016,0.8712142705917358,322,0.006463462021201849,0.0003,320,-0.12427187396291023,0.0013274715,0.26961010694503784,-0.0007266366640881946,0.011885240946503473,0.011985270182291667,0.2
34,20.01,5028,1671168,0.8991429209709167,332,0.008333729580044746,0.0003,330,-0.120257818318593,0.0014356564,0.26868170499801636,-0.0009611436350193495,0.011180405194742586,0.0107421875,0.2
35,19.52,5029,1720320,0.9017142653465271,342,0.0023295856080949306,0.0003,340,-0.11942380677598217,0.0020215616,0.285007119178772,-0.0007998756630210361,0.010189068632522927,0.012713623046875,0.2
36,20.28,5030,1769472,0.8689643144607544,351,0.005951369646936655,0.0003,350,-0.12360147228464484,0.0013980246,0.25807279348373413,-0.0008857209241189897,0.012115955815655373,0.014723714192708333,0.2
37,20.34,5031,1818624,0.9181786179542542,361,0.007731945253908634,0.0003,360,-0.1083089056929263,0.0019121742,0.2741805911064148,-0.0010441975049616304,0.010873429311080448,0.012143961588541667,0.2
38,20.84,5032,1867776,0.8967142701148987,371,0.0037719421088695526,0.0003,370,-0.1106191495860306,0.0072943866,0.2691401243209839,-0.0005858457603608258,0.010582718666834504,0.014436848958333333,0.2
39,20.79,5030,1916928,0.8971070647239685,381,0.0009667347185313702,0.0003,380,-0.10676328998136644,0.0046284315,0.27138155698776245,-0.0008696934989529837,0.011051243952533697,0.013840738932291667,0.2
40,19.97,5028,1966080,0.8713929057121277,390,0.005421310663223267,0.0003,390,-0.10548961746195952,0.0037355106,0.2701186537742615,-0.0009299097336527969,0.010512616250950183,0.015926106770833334,0.2
41,20.53,4998,2015232,0.8497142791748047,403,0.004016032442450523,0.0003,400,-0.10037831829395145,0.0030223262,0.2881616950035095,-0.0006320978144685796,0.009341494708011547,0.013069661458333333,0.2
42,20.07,4999,2064384,0.8713928461074829,412,0.0075276875868439674,0.0003,410,-0.09988249161591133,0.0023974997,0.24143075942993164,-0.0011186773789025513,0.01285652175853708,0.013134765625,0.2
43,21.73,5000,2113536,0.8852142095565796,422,0.008493868634104729,0.0003,420,-0.09873028541915119,0.0038203988,0.27590346336364746,-0.0008539839658927424,0.010659945035513374,0.012416585286458334,0.2
44,20.38,5001,2162688,0.8780713677406311,432,0.006072404328733683,0.0003,430,-0.0985827434497575,0.0020602236,0.279125452041626,-0.0007890727133447702,0.011179691145419687,0.01112060546875,0.2
45,20.34,5003,2211840,0.8784643411636353,442,0.0004482744261622429,0.0003,440,-0.10181794600988117,0.0026482623,0.29241520166397095,-0.000786568142575561,0.00958183667814107,0.012276204427083333,0.2
46,18.42,5005,2260992,0.8280712962150574,451,-0.004079101607203484,0.0003,450,-0.10645746772255128,0.0017394446,0.2677205801010132,-0.000971115412448853,0.010965480603893714,0.012815348307291667,0.2
47,20.54,5006,2310144,0.897428572177887,461,0.0025503751821815968,0.0003,460,-0.11797945701594775,0.0055826455,0.26397377252578735,-0.0011810421901221465,0.010321893200610551,0.021262613932291667,0.2
48,20.81,5008,2359296,0.8968214392662048,471,0.003624372184276581,0.0003,470,-0.1617145441744166,0.0043026763,0.28598690032958984,-0.0016948272846396624,0.009302964218295528,0.033188883463541666,0.2
49,20.29,5009,2408448,0.8696070909500122,480,0.003328845836222172,0.0003,480,-0.14735069914798563,0.0036794643,0.28097808361053467,-0.0014640200100075162,0.010494455530836907,0.025618489583333334,0.2
50,20.62,5010,2457600,0.8403930068016052,490,0.00644358154386282,0.0003,490,-0.1292148227066112,0.0028801907,0.2642520070075989,-0.0013247919729716766,0.012000336781420628,0.019502766927083335,0.2
51,19.53,5011,2506752,0.8625714778900146,500,0.007945923134684563,0.0003,500,-0.12361933235855152,0.004507949,0.27023738622665405,-0.0010498508955606666,0.011033983649031142,0.016318766276041667,0.2
52,20.97,5012,2555904,0.8965358138084412,509,0.006803062278777361,0.0003,510,-0.12786398406218116,0.0018575521,0.31030791997909546,-0.0011991025846024665,0.008356339201660982,0.018756103515625,0.2
53,19.63,5009,2605056,0.8913214802742004,519,0.006448234431445599,0.0003,520,-0.12752989036186288,0.0031455804,0.26526564359664917,-0.00120645242128982,0.011169093892810148,0.017997233072916667,0.2
54,20.35,5007,2654208,0.8687499165534973,530,0.006008182652294636,0.0003,530,-0.12082468615456794,0.0018554038,0.28076326847076416,-0.0009784238227439346,0.01062309343724337,0.016634114583333335,0.2
55,20.89,5005,2703360,0.877250075340271,540,-0.0020942925475537777,0.0003,540,-0.11856705017853528,0.0020429466,0.2846529483795166,-0.0008991055969090666,0.010646598988993597,0.014046223958333333,0.2
56,19.83,5003,2752512,0.8703214526176453,550,0.0021135262213647366,0.0003,550,-0.1207412261942712,0.0037175685,0.27420127391815186,-0.0013107734931509184,0.010315945090830307,0.0202880859375,0.2
57,20.85,5000,2801664,0.9060714840888977,560,0.002212089952081442,0.0003,560,-0.12230689349817112,0.0016933609,0.2681801915168762,-0.0008540613156280112,0.010758591483984977,0.01485595703125,0.2
58,21.12,4997,2850816,0.915142834186554,570,-0.005688127595931292,0.0003,570,-0.12070385977858678,0.0031989652,0.2842581272125244,-0.0011714643122104462,0.00958383556917397,0.017140706380208332,0.2
59,19.91,4994,2899968,0.8998571634292603,580,0.0064140199683606625,0.0003,580,-0.11457014545643081,0.009999988,0.26892173290252686,-0.0013379950339791927,0.011368711623435956,0.021712239583333334,0.2
60,20.68,4991,2949120,0.8688571453094482,590,0.002149867359548807,0.0003,590,-0.12888508008715385,0.0018843083,0.2919849753379822,-0.0008762888241714488,0.009915653997632034,0.016239420572916666,0.2
61,21.05,4991,2998272,0.8960000872612,600,0.004797034896910191,0.0003,600,-0.11979761992503578,0.0024782445,0.2659345865249634,-0.0009264828393497737,0.01109506422017148,0.017972819010416665,0.2
62,20.42,4973,3047424,0.8790714144706726,612,0.0023360103368759155,0.0003,610,-0.12120102255527551,0.0018078136,0.278484582901001,-0.0008489732626912883,0.009801396626668672,0.015732828776041666,0.2
63,21.35,4974,3096576,0.9044999480247498,622,0.00946628488600254,0.0003,620,-0.12387622432628026,0.0021341143,0.26784539222717285,-0.0010997694005254743,0.010874494682623966,0.014967854817708333,0.2
64,20.75,4975,3145728,0.9067499041557312,632,-0.0025840331800282,0.0003,630,-0.12543353503958013,0.002122402,0.27514874935150146,-0.0012165987596745253,0.01169558482300393,0.018056233723958332,0.2
65,19.38,4974,3194880,0.8634999990463257,642,0.003223006147891283,0.0003,640,-0.12268595792508373,0.0017950604,0.2786080837249756,-0.0008204475287736083,0.011069770379011364,0.013480631510416667,0.2
66,21.56,4974,3244032,0.9130714535713196,652,0.004205471836030483,0.0003,650,-0.11439110912615433,0.0015023118,0.2610374689102173,-0.0007409387053485261,0.01248300740007835,0.012198893229166667,0.2
67,22.12,4974,3293184,0.8628570437431335,661,0.0006438181735575199,0.0003,660,-0.14919277174631135,0.009058611,0.28008168935775757,-0.0018126768013341159,0.0099396237864615,0.03685302734375,0.2
68,22.22,4974,3342336,0.872357189655304,671,0.0025556106120347977,0.0003,670,-0.19601942868127178,0.003784638,0.2851780652999878,-0.002849849654163942,0.00867186999845823,0.044110107421875,0.2
69,19.91,4973,3391488,0.8807499408721924,681,0.0032257039565593004,0.0003,680,-0.13465222649974748,0.086710416,0.273933470249176,-0.0029791818230478382,0.01024752825487667,0.040576171875,0.2
70,20.87,4974,3440640,0.8780356645584106,691,0.0009097778238356113,0.0003,690,-0.12017753940696517,0.0024212666,0.2799683213233948,-0.000990076314489367,0.010280361818210319,0.016977945963541668,0.2
71,20.0,4973,3489792,0.8149286508560181,701,0.004102049395442009,0.0003,700,-0.12012821027310565,0.0027051347,0.2833280563354492,-0.0008881426855017102,0.010600146702078444,0.014603678385416667,0.2
72,21.23,4972,3538944,0.8961428999900818,711,-0.0034025823697447777,0.0003,710,-0.11603693844129642,0.002295309,0.2620532512664795,-0.0006939595407554104,0.012113668377908955,0.015586344401041667,0.2
73,20.06,4973,3588096,0.8606428503990173,721,0.004915599711239338,0.0003,720,-0.12477886580939715,0.010997872,0.2801697850227356,-0.001149074632121483,0.00997317335986736,0.021722412109375,0.2
74,21.36,4972,3637248,0.8661071062088013,731,0.007936961948871613,0.0003,730,-0.14127307267626749,0.0042180098,0.270569384098053,-0.0012401614914172873,0.011714711801869272,0.026047770182291666,0.2
75,20.35,4971,3686400,0.8793213367462158,741,0.01040932908654213,0.0003,740,-0.13448727924454337,0.0020192896,0.2755534052848816,-0.0013887132084770806,0.011090064060833052,0.019496663411458334,0.2
76,18.71,4970,3735552,0.8465357422828674,751,0.0036832112818956375,0.0003,750,-0.12744256385291616,0.00297124,0.28488844633102417,-0.001037546019627674,0.010892149570281617,0.018485514322916667,0.2
77,20.66,4970,3784704,0.8967857360839844,761,0.0036819628439843655,0.0003,760,-0.11374240884712587,0.001549106,0.282953143119812,-0.0008873931522733377,0.011173833715656657,0.016939290364583335,0.2
78,21.25,4969,3833856,0.8859642744064331,771,0.003941199276596308,0.0003,770,-0.1247207779980575,0.0041285027,0.30437004566192627,-0.001303401250394624,0.009171108166871516,0.023712158203125,0.2
79,20.71,4968,3883008,0.9066786170005798,781,0.007435551844537258,0.0003,780,-0.15345480515776824,0.0051137772,0.25598645210266113,-0.0019259247183072148,0.010563998799504285,0.0302978515625,0.2
80,20.93,4969,3932160,0.8674642443656921,791,0.005365310702472925,0.0003,790,-0.15159525129711254,0.01383398,0.27784067392349243,-0.0018917370806472414,0.010112886182893514,0.030340576171875,0.2
81,21.18,4970,3981312,0.8761429786682129,800,-0.000616726465523243,0.0003,800,-0.14897436092918118,0.0024116132,0.2563127279281616,-0.002097358848307825,0.010678116161094901,0.028629557291666666,0.2
82,19.89,4957,4030464,0.860464334487915,813,0.011747905053198338,0.0003,810,-0.12231559598585591,0.019282559,0.2660531997680664,-0.001983612584748092,0.010863781631511908,0.027107747395833333,0.2
83,18.56,4958,4079616,0.8560000061988831,822,0.0054404702968895435,0.0003,820,-0.110683649747322,0.0029101458,0.27913928031921387,-0.0010628131658450002,0.010228680589292102,0.014778645833333333,0.2
84,20.77,4959,4128768,0.86814284324646,832,0.0025895810686051846,0.0003,830,-0.10199920089604954,0.0031662118,0.25902479887008667,-0.0006894126725455862,0.011872377741989718,0.01168212890625,0.2
85,20.61,4960,4177920,0.8970355987548828,842,0.006736611016094685,0.0003,840,-0.10150043060226986,0.0014792782,0.26974934339523315,-0.0007452362454387184,0.010588544335344825,0.010825602213541667,0.2
86,18.74,4961,4227072,0.8647499084472656,851,0.0034044277854263783,0.0003,850,-0.101406224789874,0.001403374,0.276786744594574,-0.000712113213679307,0.010201505539468296,0.012890625,0.2
87,20.25,4963,4276224,0.9090714454650879,861,0.0007925787940621376,0.0003,860,-0.09447819991231275,0.0024707206,0.2770218253135681,-0.0004926632034766953,0.010221630852902308,0.010715738932291666,0.2
88,20.84,4964,4325376,0.8865357041358948,871,0.010221973061561584,0.0003,870,-0.09506221762082229,0.0067910813,0.2704436182975769,-0.0006476263863078203,0.01057320518054136,0.013511149088541667,0.2
89,20.06,4964,4374528,0.8706784844398499,881,0.0038897553458809853,0.0003,880,-0.09696937883078742,0.0025283762,0.28080469369888306,-0.0012822913044753174,0.009437409722037653,0.019000244140625,0.2
90,19.38,4963,4423680,0.8916429281234741,891,0.00742506654933095,0.0003,890,-0.09623195835544417,0.0016596526,0.26208001375198364,-0.0009350144986456143,0.011074720280400166,0.013649495442708333,0.2
91,21.39,4962,4472832,0.8764642477035522,901,0.0011441223323345184,0.0003,900,-0.09348756464314648,0.00153467,0.27079957723617554,-0.0010340730058790845,0.011384385482354748,0.012325032552083334,0.2
92,19.36,4961,4521984,0.8825356960296631,911,0.002321395557373762,0.0003,910,-0.09183692042327797,0.0027781166,0.27663344144821167,-0.000536388734447731,0.009619898554228712,0.011962890625,0.2
93,20.39,4962,4571136,0.8979642987251282,921,-0.0001311744563281536,0.0003,920,-0.09250093260779976,0.0025312852,0.2666943073272705,-0.000767895782701089,0.00972881619072723,0.011456298828125,0.2
94,20.47,4963,4620288,0.8981070518493652,930,0.0038743391633033752,0.0003,930,-0.09312728791264817,0.006041663,0.26389139890670776,-0.0008261000935514555,0.010702619611402042,0.012485758463541666,0.2
95,20.18,4964,4669440,0.8608214855194092,940,0.0073323482647538185,0.0003,940,-0.08756385187346799,0.0019078379,0.26527005434036255,-0.0007819030246537295,0.010184388961048778,0.010190836588541667,0.2
96,20.04,4965,4718592,0.889535665512085,950,0.008360732346773148,0.0003,950,-0.09275175438184911,0.0020519567,0.2712535858154297,-0.0006427331330693657,0.010291014349240868,0.013262939453125,0.2
97,19.89,4965,4767744,0.8331071734428406,960,0.002721691969782114,0.0003,960,-0.0961483110227467,0.0016625273,0.2778351902961731,-0.0006764486048268737,0.010320885876535613,0.010514322916666667,0.2
98,20.56,4964,4816896,0.8686071038246155,970,0.0028132605366408825,0.0003,970,-0.10692627879713351,0.0053569633,0.25380533933639526,-0.001338684944069731,0.011237500978071087,0.017161051432291668,0.2
99,20.37,4964,4866048,0.9078213572502136,980,0.008356606587767601,0.0003,980,-0.1315320820081979,0.0017367468,0.2898874878883362,-0.0014474648465996629,0.010174810394649588,0.020487467447916668,0.2
100,20.26,4963,4915200,0.879607081413269,990,0.013294837437570095,0.0003,990,-0.11891207970911637,0.0022963288,0.29411542415618896,-0.0011566608297774413,0.008708512011132067,0.020054117838541666,0.2
101,20.16,4964,4964352,0.8894643187522888,1000,0.005438009276986122,0.0003,1000,-0.11473040507407858,0.0013555776,0.27142781019210815,-0.0007937338121640399,0.00976006635161563,0.013596598307291667,0.2
102,20.21,4954,5013504,0.8692142367362976,1011,0.008053837344050407,0.0003,1010,-0.11637768370953078,0.0017299702,0.2641514539718628,-0.0009188828586654078,0.010931995783782138,0.014609781901041667,0.2
