time/iterations,time/time_elapsed,rollout/ep_len_mean,time/fps,rollout/ep_rew_mean,time/total_timesteps,train/loss,train/approx_kl,train/learning_rate,train/policy_gradient_loss,train/n_updates,train/clip_range,train/value_loss,train/entropy_loss,train/clip_fraction,train/explained_variance
38,361,19.57,5172,0.8819999694824219,1867776,0.014187900349497795,0.0032284288,0.0003,-0.0011805318273521456,370,0.2,0.009981051580386218,-0.15648493045785775,0.020452880859375,0.28316569328308105
39,370,20.29,5170,0.9082856774330139,1916928,-0.0018620584160089493,0.0023781445,0.0003,-0.0013621387420547156,380,0.2,0.010939044195159417,-0.1541805411184517,0.018174235026041666,0.2772585153579712
40,380,20.63,5167,0.8773214817047119,1966080,0.0055867815390229225,0.002961769,0.0003,-0.0010790290958993865,390,0.2,0.010877900209622263,-0.14339578091943014,0.0161376953125,0.26816678047180176
41,390,21.01,5165,0.8766429424285889,2015232,0.006323046982288361,0.003053056,0.0003,-0.0010345995128166882,400,0.2,0.01090761140161097,-0.146056920736252,0.018369547526041665,0.2770869731903076
42,399,20.35,5163,0.8879287242889404,2064384,0.0073194243013858795,0.004511072,0.0003,-0.0010242998940157122,410,0.2,0.011474402869013526,-0.1393393142769734,0.01700439453125,0.2616370916366577
43,409,20.67,5161,0.8687142729759216,2113536,0.010636622086167336,0.0036943797,0.0003,-0.0012485706119150564,420,0.2,0.010887018600624288,-0.12645950667016828,0.018941243489583332,0.26402366161346436
44,419,20.37,5158,0.8702499866485596,2162688,-0.0016880393959581852,0.004213948,0.0003,-0.0013277269816474775,430,0.2,0.01033793344759033,-0.12714825545748074,0.016573079427083335,0.2725890278816223
45,428,20.99,5157,0.8961429595947266,2211840,0.0028147059492766857,0.0022420338,0.0003,-0.0008631298182990577,440,0.2,0.010047204097221159,-0.12353900930223366,0.016408284505208332,0.2786649465560913
46,438,20.55,5155,0.8693214654922485,2260992,0.002453150227665901,0.0015585575,0.0003,-0.0012570533882656795,450,0.2,0.010249648286541438,-0.12101603697131698,0.015264892578125,0.28084617853164673
47,448,20.0,5154,0.8419641852378845,2310144,0.006814295891672373,0.0013391773,0.0003,-0.001153811760680886,460,0.2,0.010687650832308767,-0.11920352491239707,0.014628092447916666,0.2728837728500366
48,457,19.89,5154,0.8707143664360046,2359296,5.326094105839729e-05,0.0030584035,0.0003,-0.0009944015269866212,470,0.2,0.012937703793674397,-0.11413064879986147,0.012699381510416666,0.24505257606506348
49,467,22.11,5153,0.8642500042915344,2408448,0.003262192476540804,0.002215392,0.0003,-0.001306675522664591,480,0.2,0.011496011310009635,-0.11471814584219828,0.014768473307291667,0.2515636086463928
50,477,19.94,5151,0.8715356588363647,2457600,0.004275005776435137,0.0025675667,0.0003,-0.001000760340320994,490,0.2,0.011656622771988622,-0.1305058724130504,0.018212890625,0.259413480758667
51,486,19.62,5149,0.8729999661445618,2506752,0.006187306717038155,0.0043332647,0.0003,-0.0010250143893244968,500,0.2,0.010766668879902378,-0.11501512326455364,0.014296468098958333,0.26680612564086914
52,496,19.78,5148,0.8720357418060303,2555904,0.006583543494343758,0.0027473725,0.0003,-0.0009427288890340909,510,0.2,0.011054257802425128,-0.11134756634710356,0.011781819661458333,0.27193737030029297
53,506,19.83,5146,0.8616071343421936,2605056,0.0010191397741436958,0.0019001975,0.0003,-0.0009325683576207666,520,0.2,0.010669560404676304,-0.10746405315197384,0.013063557942708333,0.2902981638908386
54,515,20.53,5144,0.9171785712242126,2654208,0.002890157513320446,0.0052829604,0.0003,-0.0006602640842174878,530,0.2,0.011258988244541494,-0.1142839216782401,0.012109375,0.27370911836624146
55,525,20.5,5143,0.8883571624755859,2703360,0.005420493893325329,0.0020534918,0.0003,-0.001017589228952905,540,0.2,0.010820318884058603,-0.10997238895700624,0.01385498046875,0.27224719524383545
56,535,20.66,5141,0.8494999408721924,2752512,-0.0014721113257110119,0.0013441583,0.0003,-0.0007769476059062678,550,0.2,0.010183571233392285,-0.11276430636644363,0.013063557942708333,0.2826993465423584
57,545,19.66,5140,0.890999972820282,2801664,0.004023461136966944,0.0017991797,0.0003,-0.0009473984343761307,560,0.2,0.01024099909615567,-0.11046743288170546,0.013216145833333333,0.28089791536331177
58,554,21.17,5138,0.8859285712242126,2850816,-0.004007249604910612,0.0012385602,0.0003,-0.000919929652081919,570,0.2,0.010056615491824536,-0.10860209767318642,0.012803141276041667,0.2820543050765991
59,564,19.85,5137,0.8909643292427063,2899968,0.005071932449936867,0.0033245801,0.0003,-0.0008442296597422682,580,0.2,0.011214420722960009,-0.11130660064906503,0.012611897786458333,0.259771466255188
60,574,19.81,5136,0.8716071844100952,2949120,0.007266445085406303,0.0015029839,0.0003,-0.0006927915049042591,590,0.2,0.008949148420591276,-0.11666445288186272,0.013321940104166667,0.3015521168708801
61,583,19.98,5135,0.8706785440444946,2998272,0.005404915194958448,0.0019873483,0.0003,-0.0009674064707420863,600,0.2,0.011114153123829358,-0.12113514442850525,0.012040201822916667,0.26123499870300293
62,593,19.74,5135,0.8811429738998413,3047424,0.007388962898403406,0.0017758753,0.0003,-0.0009283309413149254,610,0.2,0.013316566979240937,-0.11854546973869826,0.014998372395833333,0.24793845415115356
63,603,19.63,5134,0.8628572225570679,3096576,0.0035862214863300323,0.0013540154,0.0003,-0.0009890856008496485,620,0.2,0.011902397826027785,-0.10919263299632197,0.014414469401041666,0.26632148027420044
64,612,19.73,5133,0.8518213629722595,3145728,0.005194277036935091,0.001730999,0.0003,-0.0007361239049714641,630,0.2,0.011644150628004961,-0.1108827124039332,0.012156168619791666,0.26502782106399536
65,622,20.55,5132,0.8985357880592346,3194880,0.0058328211307525635,0.001695591,0.0003,-0.0011073643926162427,640,0.2,0.010275054506928427,-0.1081966985637943,0.012251790364583333,0.28533345460891724
66,631,20.82,5133,0.877678632736206,3244032,0.0033223323989659548,0.0017511649,0.0003,-0.0009207068760891464,650,0.2,0.009857525505018809,-0.10944023717893288,0.012591552734375,0.2745041251182556
67,641,20.46,5131,0.9078214764595032,3293184,0.0027118665166199207,0.0033253413,0.0003,-0.0008730648754863068,660,0.2,0.011230638545869927,-0.11128558164540057,0.012662760416666667,0.2603989243507385
68,651,19.02,5128,0.8347856998443604,3342336,0.00884560402482748,0.0026959225,0.0003,-0.0010350902154641517,670,0.2,0.013179857857418634,-0.1265885028988123,0.016044108072916667,0.24567550420761108
69,661,20.13,5125,0.8993571400642395,3391488,0.008798870258033276,0.0016168486,0.0003,-0.0006979924871302501,680,0.2,0.01082475806755004,-0.12131782203602294,0.012868245442708334,0.27346867322921753
70,671,20.73,5122,0.8876786231994629,3440640,-0.006239305250346661,0.0012359252,0.0003,-0.0008364649823609701,690,0.2,0.010926309579190274,-0.12093577887086819,0.011159261067708334,0.2641858458518982
71,681,20.96,5120,0.8680714964866638,3489792,0.0024911887012422085,0.009993993,0.0003,-0.0012482920662174972,700,0.2,0.009814070677263469,-0.1369307164956505,0.018357340494791666,0.28350138664245605
72,691,20.68,5118,0.8973928093910217,3538944,0.0021308199502527714,0.0027871125,0.0003,-0.0016829617080475145,710,0.2,0.010217834841872294,-0.17804577662609516,0.02957763671875,0.2808266878128052
73,701,21.3,5116,0.8952856659889221,3588096,0.00309303542599082,0.0038939768,0.0003,-0.0017948663138061722,720,0.2,0.010915890138615698,-0.16367643636573728,0.028647867838541667,0.2654690742492676
74,711,20.06,5114,0.8713571429252625,3637248,0.004496053792536259,0.0027410993,0.0003,-0.0012106589935683588,730,0.2,0.011315573044824608,-0.15517426684576396,0.018599446614583334,0.2666730284690857
75,721,20.34,5111,0.8693928718566895,3686400,0.010268617421388626,0.0021123588,0.0003,-0.0015153707540472776,740,0.2,0.01005267346384547,-0.13739073236162463,0.017661539713541667,0.2877252697944641
76,731,20.52,5109,0.8792856335639954,3735552,0.005085363518446684,0.00322971,0.0003,-0.0009195619091769913,750,0.2,0.012659775009281778,-0.13389512282252933,0.0171630859375,0.2563779354095459
77,741,21.22,5107,0.8856427669525146,3784704,0.0016780635342001915,0.008329395,0.0003,-0.001610221346193915,760,0.2,0.009758320578597098,-0.15733766535219426,0.03625691731770833,0.28988003730773926
78,750,21.47,5105,0.9042143225669861,3833856,-0.004872751887887716,0.0038589358,0.0003,-0.0024291856338095386,770,0.2,0.009915978661229018,-0.19958463620860128,0.037156168619791666,0.27383142709732056
79,760,19.34,5103,0.8831072449684143,3883008,0.0034872740507125854,0.055354636,0.0003,-0.0021761841081267145,780,0.2,0.010503931511508805,-0.12528649429247404,0.031058756510416667,0.2852199077606201
80,770,20.46,5102,0.8886427879333496,3932160,0.003520730882883072,0.0030327484,0.0003,-0.0006928888332064768,790,0.2,0.010520141775365725,-0.11535310290055349,0.014101155598958333,0.2961273789405823
81,780,20.85,5101,0.887321412563324,3981312,0.010150636546313763,0.0044314903,0.0003,-0.0008593467904271771,800,0.2,0.011984041171187225,-0.11916568132195,0.01412353515625,0.2647053599357605
82,790,21.58,5100,0.8940356969833374,4030464,0.002446045633405447,0.0031324804,0.0003,-0.0010748537367968917,810,0.2,0.009647360437884344,-0.12204010345352193,0.017010498046875,0.29359573125839233
83,799,20.67,5100,0.8586785793304443,4079616,0.0007168217562139034,0.0019325763,0.0003,-0.0009464689126010247,820,0.2,0.010735667026468339,-0.11906439784991865,0.014691162109375,0.26599419116973877
84,809,20.37,5100,0.8609641194343567,4128768,0.0023939944803714752,0.0019556358,0.0003,-0.0010481984272701084,830,0.2,0.009652388030553993,-0.11369049084217599,0.013616943359375,0.29268747568130493
85,819,20.47,5100,0.8783928751945496,4177920,0.019100412726402283,0.0025694186,0.0003,-0.0007731875532044797,840,0.2,0.01148219518508995,-0.11371775432877863,0.0120849609375,0.2618764042854309
86,828,20.69,5101,0.8581785559654236,4227072,0.004500159993767738,0.0014769207,0.0003,-0.0009179869117967124,850,0.2,0.011852791029195942,-0.12038978609101227,0.012870279947916667,0.26221978664398193
87,838,20.09,5100,0.9092142581939697,4276224,0.006744036450982094,0.0015413444,0.0003,-0.0010531546609854558,860,0.2,0.011257943012848652,-0.12378930416501438,0.01417236328125,0.2718656659126282
88,848,20.0,5100,0.9187500476837158,4325376,0.008886048570275307,0.002153982,0.0003,-0.0010458210929755296,870,0.2,0.009290340580506987,-0.132561560429167,0.016796875,0.2993868589401245
89,857,19.23,5098,0.8644999861717224,4374528,0.0032202056609094143,0.0017380737,0.0003,-0.0009789220028930381,880,0.2,0.009246727321503083,-0.13750859624706208,0.013702392578125,0.2802475690841675
90,868,20.21,5096,0.8898928761482239,4423680,0.005880237556993961,0.0039407946,0.0003,-0.0010961741948146179,890,0.2,0.010694185555075819,-0.12726934045009936,0.017816162109375,0.27232182025909424
91,877,20.71,5094,0.8778928518295288,4472832,0.003300026059150696,0.0019586894,0.0003,-0.0013434131412092636,900,0.2,0.011650853563090398,-0.12784360259538516,0.015887451171875,0.2598836421966553
92,887,20.31,5095,0.8987143039703369,4521984,0.0073996176943182945,0.0019305497,0.0003,-0.0013279033212408346,910,0.2,0.011277671062089212,-0.12461319307330995,0.016188557942708334,0.2675297260284424
93,897,20.4,5095,0.8783928751945496,4571136,0.0022297510877251625,0.0013850272,0.0003,-0.001126437277829003,920,0.2,0.009160812967578143,-0.1261056049532878,0.015425618489583333,0.29825448989868164
94,906,20.67,5095,0.8295714855194092,4620288,0.00774088129401207,0.002241053,0.0003,-0.0009698598708988963,930,0.2,0.010608408151650412,-0.11958449045584227,0.014200846354166666,0.2806915044784546
95,916,20.85,5094,0.8771786689758301,4669440,0.005191539414227009,0.0030983624,0.0003,-0.0012908819011196707,940,0.2,0.01128016886007875,-0.116851882970271,0.016280110677083334,0.2774884104728699
96,926,19.84,5094,0.8530356884002686,4718592,0.007386515848338604,0.0015747049,0.0003,-0.0010161042288624837,950,0.2,0.01132228904425574,-0.11124697780081381,0.014066569010416667,0.277154803276062
97,935,20.7,5094,0.8876429200172424,4767744,0.004548379685729742,0.0030396932,0.0003,-0.0006579630425524859,960,0.2,0.010798509494755611,-0.11587251862122988,0.01346435546875,0.2805801033973694
98,945,21.02,5093,0.8865713477134705,4816896,0.007479430176317692,0.0055750087,0.0003,-0.0011848394539811125,970,0.2,0.01047255560006306,-0.12336417735787109,0.018149820963541667,0.2779381275177002
99,955,21.53,5093,0.8942855596542358,4866048,0.00011008931323885918,0.02540485,0.0003,-0.0019117501689834171,980,0.2,0.011158331758754988,-0.13468517862881224,0.02655029296875,0.2685921788215637
100,965,19.42,5093,0.8244999647140503,4915200,0.0059018805623054504,0.0016880293,0.0003,-0.0012626291706207364,990,0.2,0.011644764422392958,-0.1259408896206878,0.017881266276041665,0.2652556300163269
101,974,20.5,5092,0.9073928594589233,4964352,0.00970702338963747,0.0028833784,0.0003,-0.0012730885172762404,1000,0.2,0.012245489364552971,-0.1203793913552848,0.016939290364583335,0.26436853408813477
102,984,20.13,5090,0.8790713548660278,5013504,0.0010204702848568559,0.0019470762,0.0003,-0.0009365544598040288,1010,0.2,0.009823083815475305,-0.1245346051446783,0.014516194661458334,0.3047636151313782
