time/iterations,rollout/ep_len_mean,time/fps,time/total_timesteps,rollout/ep_rew_mean,time/time_elapsed,train/loss,train/learning_rate,train/n_updates,train/entropy_loss,train/approx_kl,train/explained_variance,train/policy_gradient_loss,train/value_loss,train/clip_fraction,train/clip_range
25,18.68,4807,1228800,0.7590391039848328,255,0.0061371466144919395,0.0003,240,-0.2758667768056815,0.0026699333,0.2822074294090271,-0.0012333676657059792,0.019819291811533427,0.028631591796875,0.2
26,19.18,4807,1277952,0.7942226529121399,265,0.010570554062724113,0.0003,250,-0.25218329968241354,0.0030695524,0.26837706565856934,-0.0009868484543403611,0.019560879736430555,0.027339680989583334,0.2
27,18.21,4809,1327104,0.7510780096054077,275,0.0019880281761288643,0.0003,260,-0.24957520667618763,0.002822008,0.2826719880104065,-0.0008878621891805475,0.018020149814886584,0.026617431640625,0.2
28,17.0,4811,1376256,0.7726249694824219,286,0.011534806340932846,0.0003,270,-0.23530567156461377,0.0019409169,0.2694583535194397,-0.000662258337130576,0.019508654138674805,0.021380615234375,0.2
29,18.26,4813,1425408,0.7689687609672546,296,0.005592928733676672,0.0003,280,-0.22172435622972747,0.0033016123,0.2772260308265686,-0.0006877478126625647,0.017619583777559455,0.022456868489583334,0.2
30,19.36,4816,1474560,0.8036953210830688,306,0.005437570624053478,0.0003,290,-0.20850678482092916,0.004649376,0.28429120779037476,-0.001271450741296576,0.016189656484008687,0.02696533203125,0.2
31,17.1,4820,1523712,0.7229062914848328,316,0.0015055160038173199,0.0003,300,-0.20181737747819473,0.005253788,0.27686047554016113,-0.001099195620190585,0.01764304787478371,0.024131266276041667,0.2
32,18.55,4825,1572864,0.787667989730835,325,0.00861404649913311,0.0003,310,-0.18830829400103538,0.0053187464,0.28046655654907227,-0.0006019451107628508,0.017706033957801993,0.017191569010416668,0.2
33,17.02,4829,1622016,0.7151210904121399,335,0.013746241107583046,0.0003,320,-0.18501369980319093,0.00490745,0.28160011768341064,-0.0007809749238731456,0.016912169271866635,0.0209716796875,0.2
34,16.91,4833,1671168,0.7343475818634033,345,0.0069250972010195255,0.0003,330,-0.1640950665343553,0.0035235372,0.2861795425415039,-0.0008565916421199896,0.017370918466864775,0.022471110026041668,0.2
35,16.84,4831,1720320,0.7349101305007935,356,0.01712125539779663,0.0003,340,-0.15786403538659216,0.0019441657,0.2786126136779785,-0.000757174598796458,0.01841056771906248,0.017659505208333332,0.2
36,17.79,4829,1769472,0.7210780382156372,366,0.01406885962933302,0.0003,350,-0.14920788584277034,0.005779984,0.2789880037307739,-0.0008684584941875073,0.01849810272688046,0.016908772786458335,0.2
37,16.99,4830,1818624,0.7440311312675476,376,0.005416346713900566,0.0003,360,-0.15371594459284096,0.0021654132,0.2690355181694031,-0.0010090388468597666,0.020389627921395002,0.018581136067708334,0.2
38,17.81,4833,1867776,0.770304799079895,386,0.003445611335337162,0.0003,370,-0.14508490798374016,0.0019485314,0.2685254216194153,-0.000766315241465539,0.0195410006082966,0.01597900390625,0.2
39,17.7,4834,1916928,0.7526953220367432,396,0.007072280161082745,0.0003,380,-0.14267648029296348,0.0027926012,0.2730981707572937,-0.0009169317352037373,0.019050788098199215,0.017545572916666665,0.2
40,17.67,4832,1966080,0.7707616686820984,406,0.011800921522080898,0.0003,390,-0.15386587222261974,0.0029719032,0.2730821371078491,-0.0008930641419889677,0.018858321429434,0.021016438802083332,0.2
41,18.69,4808,2015232,0.8069296479225159,419,0.011657919734716415,0.0003,400,-0.14615297091659157,0.0068314993,0.28541338443756104,-0.0010226409788325933,0.01668942029088309,0.028029378255208334,0.2
42,16.42,4808,2064384,0.6972304582595825,429,0.007723800837993622,0.0003,410,-0.14235930495585006,0.026430303,0.2832520008087158,-0.0018051461590099886,0.016684492049535038,0.031414794921875,0.2
43,18.08,4809,2113536,0.7499179244041443,439,0.0036306232213974,0.0003,420,-0.1414967971116615,0.0030641828,0.27785754203796387,-0.0006626031853253759,0.017624798087733023,0.019038899739583334,0.2
44,16.91,4810,2162688,0.7342773675918579,449,0.0012622028589248657,0.0003,430,-0.14091686414321886,0.0025574148,0.26393675804138184,-0.0008524427800390791,0.019177592185587854,0.016839599609375,0.2
45,18.95,4808,2211840,0.8065429925918579,459,0.004680110141634941,0.0003,440,-0.14195406859507784,0.0039581377,0.2762349843978882,-0.0013514680051230244,0.017712005910774074,0.019175211588541668,0.2
46,17.62,4807,2260992,0.7129414081573486,470,0.0133034847676754,0.0003,450,-0.14438816016384712,0.008956656,0.2653504014015198,-0.001050048233870863,0.01848986109228766,0.020220947265625,0.2
47,18.38,4805,2310144,0.7787227034568787,480,0.008241195231676102,0.0003,460,-0.14078820092060293,0.0036348726,0.2770872116088867,-0.0008245044111996928,0.01780317712618853,0.018711344401041666,0.2
48,17.88,4803,2359296,0.7899882793426514,491,0.008573117665946484,0.0003,470,-0.14699718309566379,0.0052059055,0.275892436504364,-0.0004583486760566302,0.01860343399142342,0.016941324869791666,0.2
49,18.54,4804,2408448,0.7681953310966492,501,0.004166095983237028,0.0003,480,-0.16301917576929553,0.0054701534,0.2758074998855591,-0.001171042930521556,0.01890848628427193,0.03161214192708333,0.2
50,17.77,4806,2457600,0.788757860660553,511,0.005474664270877838,0.0003,490,-0.15558338762881854,0.0065431925,0.2720927596092224,-0.001453490873791452,0.017055964166259704,0.027738444010416665,0.2
51,18.75,4805,2506752,0.8351016044616699,521,0.002781073097139597,0.0003,500,-0.15518937105080113,0.0041062157,0.281494677066803,-0.0014083180897917675,0.017598945826951724,0.028049723307291666,0.2
52,17.44,4804,2555904,0.7523789405822754,531,0.009562168270349503,0.0003,510,-0.17028856061709424,0.0027394425,0.2853913903236389,-0.0013366832956611082,0.017192955096106743,0.024961344401041665,0.2
53,17.29,4803,2605056,0.7407265305519104,542,0.011309175752103329,0.0003,520,-0.15186680456778656,0.024226995,0.27217161655426025,-0.0010906128046675198,0.01770381080035198,0.022922770182291666,0.2
54,17.28,4802,2654208,0.7128358483314514,552,0.012370465323328972,0.0003,530,-0.1498847068636678,0.0037119936,0.2718992233276367,-0.0011407687643744187,0.018626403315526355,0.020817057291666666,0.2
55,17.72,4800,2703360,0.7423438429832458,563,0.011568708345293999,0.0003,540,-0.14838394414400682,0.0024879447,0.2727055549621582,-0.000568104425049872,0.01946876671645441,0.018693033854166666,0.2
56,18.09,4800,2752512,0.7187578678131104,573,0.011901548132300377,0.0003,550,-0.14982298384420573,0.00608268,0.2718691825866699,-0.001351708795724941,0.017341947951354086,0.024283854166666667,0.2
57,17.6,4799,2801664,0.7222734093666077,583,0.009871263056993484,0.0003,560,-0.17503540492616593,0.012489151,0.27451157569885254,-0.002160229334367614,0.017483135101550338,0.039866129557291664,0.2
58,19.78,4799,2850816,0.841796875,593,0.0070051150396466255,0.0003,570,-0.15991456530755385,0.0056175045,0.28272759914398193,-0.0010416662667315298,0.017057793662146045,0.024204508463541666,0.2
59,16.97,4802,2899968,0.7135390639305115,603,-0.0018363036215305328,0.0003,580,-0.15486892752426987,0.0056057926,0.27749550342559814,-0.0014531735267155454,0.01781357240106445,0.021724446614583334,0.2
60,18.82,4804,2949120,0.7768241763114929,613,0.003900925163179636,0.0003,590,-0.1442895142400327,0.00187757,0.2813819646835327,-0.0007281441437347288,0.01750570256335777,0.01474609375,0.2
61,17.05,4805,2998272,0.7422381639480591,623,0.010286753065884113,0.0003,600,-0.13487586161742607,0.0018486469,0.2780325412750244,-0.001054805204148579,0.018504348120283492,0.015055338541666666,0.2
62,16.38,4788,3047424,0.6862812042236328,636,0.010306406766176224,0.0003,610,-0.12843981686746703,0.0020950688,0.27411478757858276,-0.0008842313197722736,0.01886194230003942,0.014215087890625,0.2
63,18.18,4787,3096576,0.7982305288314819,646,0.004959389567375183,0.0003,620,-0.13287628337275237,0.0022921083,0.27881693840026855,-0.0007904464920102328,0.018872045575214238,0.018223063151041666,0.2
64,19.15,4787,3145728,0.7648202776908875,657,0.01481595728546381,0.0003,630,-0.1401480116105328,0.0038788954,0.27648037672042847,-0.0009187063045828836,0.018063896677146356,0.024381510416666665,0.2
65,17.43,4786,3194880,0.7325194478034973,667,0.01122339628636837,0.0003,640,-0.17432516208694626,0.006602393,0.27421844005584717,-0.001724381251339461,0.01767377356760941,0.03463338216145833,0.2
66,19.43,4786,3244032,0.8133084774017334,677,0.003441144712269306,0.0003,650,-0.15791021319649493,0.006027948,0.2860686182975769,-0.0013485427175813432,0.01767716736891695,0.024525960286458332,0.2
67,19.36,4785,3293184,0.814679741859436,688,0.004131026566028595,0.0003,660,-0.1387488173088059,0.013920418,0.29110389947891235,-0.0011365301164308523,0.016605228825452893,0.019118245442708334,0.2
68,18.01,4785,3342336,0.7701289653778076,698,0.012012527324259281,0.0003,670,-0.1291197195649147,0.0037126131,0.2701035141944885,-0.001149529917105004,0.018449629380726643,0.0177734375,0.2
69,18.34,4784,3391488,0.7600585222244263,708,0.007880667224526405,0.0003,680,-0.13655499792657794,0.0021222339,0.2770838737487793,-0.000985782735824614,0.018610587558941915,0.014613850911458334,0.2
70,17.43,4783,3440640,0.7625546455383301,719,0.011210821568965912,0.0003,690,-0.14364750273913765,0.0018096712,0.2819925546646118,-0.0009959667600924148,0.018296539407310776,0.016019694010416665,0.2
71,17.9,4783,3489792,0.7494609951972961,729,0.0013324222527444363,0.0003,700,-0.15951257051201537,0.0032049299,0.2835679054260254,-0.0016088494507130236,0.0172458572795828,0.033013916015625,0.2
72,18.68,4784,3538944,0.7378437519073486,739,0.0044737085700035095,0.0003,710,-0.17836301752831787,0.004719717,0.2740136384963989,-0.0017209623108404533,0.017319634471641622,0.031060791015625,0.2
73,17.55,4784,3588096,0.7697421908378601,749,0.009263879619538784,0.0003,720,-0.1939768897679945,0.0034299744,0.28649628162384033,-0.0016727922819882225,0.01643180165956437,0.03291015625,0.2
74,18.88,4785,3637248,0.7562265992164612,760,-0.0018255067989230156,0.0003,730,-0.19075301530150077,0.0036429644,0.28854018449783325,-0.0015822465127712348,0.016590481491584798,0.03096923828125,0.2
75,16.82,4786,3686400,0.7339960336685181,770,0.010023717768490314,0.0003,740,-0.19857586733996868,0.011538747,0.2805449962615967,-0.0018084473045443398,0.017140544442251365,0.03638509114583333,0.2
76,19.1,4786,3735552,0.7765077352523804,780,0.011573477648198605,0.0003,750,-0.1764606485919406,0.0023744355,0.28803688287734985,-0.001579096802197455,0.017060896443823973,0.027398681640625,0.2
77,16.29,4786,3784704,0.7549452185630798,790,0.007469872944056988,0.0003,760,-0.16596696428799382,0.0015443261,0.28877049684524536,-0.0012970383613113276,0.01655246547961724,0.022432454427083335,0.2
78,17.31,4785,3833856,0.7346640825271606,801,0.012292737141251564,0.0003,770,-0.15258871137242144,0.002021826,0.28677040338516235,-0.0011675609312987944,0.01749263262633273,0.020245361328125,0.2
79,19.06,4784,3883008,0.824398398399353,811,0.009348206222057343,0.0003,780,-0.14911813497698556,0.0016669777,0.2709032893180847,-0.0009226041094734683,0.019909349250519882,0.017230224609375,0.2
80,17.3,4784,3932160,0.7220977544784546,821,0.014077892526984215,0.0003,790,-0.1370365644688718,0.0021399828,0.2757503390312195,-0.0012840637464857233,0.019812613898830024,0.017240397135416665,0.2
81,18.97,4784,3981312,0.7465078830718994,832,-0.00022432859987020493,0.0003,800,-0.1686662471620366,0.0057657864,0.28563618659973145,-0.0020532913916516313,0.01687952459663696,0.05676676432291667,0.2
82,19.65,4771,4030464,0.7842578887939453,844,0.00998766254633665,0.0003,810,-0.18300580316378426,0.008510305,0.2775893807411194,-0.002171877466086395,0.01789703881246775,0.043080647786458336,0.2
83,18.01,4771,4079616,0.7982654571533203,855,0.0086384741589427,0.0003,820,-0.14877904426539318,0.045859616,0.2941223978996277,-0.0017528619488075491,0.016863126516303357,0.029807535807291667,0.2
84,18.29,4771,4128768,0.7773867845535278,865,0.007429388351738453,0.0003,830,-0.13608751493738963,0.001825726,0.28733229637145996,-0.0009145042819000082,0.01795314872651943,0.014719645182291666,0.2
85,19.17,4771,4177920,0.7946444749832153,875,0.01264674961566925,0.0003,840,-0.13711346128645044,0.0049077994,0.2979997396469116,-0.0013074803881257442,0.01733364964481249,0.01998291015625,0.2
86,18.28,4772,4227072,0.7681601643562317,885,0.012005545198917389,0.0003,850,-0.14052069059107453,0.004821693,0.2805938124656677,-0.000981974365580148,0.018082469431101346,0.020778401692708334,0.2
87,17.66,4773,4276224,0.7698124051094055,895,0.00938444398343563,0.0003,860,-0.13942803830917302,0.003459432,0.28932416439056396,-0.0009436700744421008,0.016664804639003706,0.015657552083333335,0.2
88,17.98,4772,4325376,0.7410781383514404,906,0.006252663675695658,0.0003,870,-0.1292045887482042,0.0013512044,0.2848638892173767,-0.0009192761438498564,0.01751139710128579,0.014398193359375,0.2
89,19.9,4772,4374528,0.8226054310798645,916,0.004157470539212227,0.0003,880,-0.13105120863377426,0.00151446,0.28061509132385254,-0.0008049401213308254,0.01769907446723664,0.012685139973958334,0.2
90,17.48,4771,4423680,0.7303750514984131,927,0.0014156908728182316,0.0003,890,-0.13743131127363692,0.0015374046,0.2772655487060547,-0.0009695338001013928,0.018055004862496084,0.014837646484375,0.2
91,18.4,4770,4472832,0.7881249189376831,937,0.005578167736530304,0.0003,900,-0.13553396160326278,0.0035528212,0.28326696157455444,-0.0012279605249811236,0.016970305930832787,0.016286214192708332,0.2
92,19.1,4770,4521984,0.8248202800750732,947,0.00906318798661232,0.0003,910,-0.13364935310091824,0.0015292146,0.2753415107727051,-0.0011010907387571933,0.017986876092860864,0.014794921875,0.2
93,19.15,4769,4571136,0.7365429401397705,958,0.005875736474990845,0.0003,920,-0.13312520685528095,0.0023851884,0.271134614944458,-0.0010266827499435748,0.01876910808229392,0.01376953125,0.2
94,18.2,4768,4620288,0.7489335536956787,968,0.00816969946026802,0.0003,930,-0.13231189005309715,0.0013240481,0.2726755738258362,-0.0008312411833079143,0.018973814668667426,0.013090006510416667,0.2
95,17.21,4769,4669440,0.713574230670929,979,0.0014183020684868097,0.0003,940,-0.13242541001721594,0.004035607,0.2894081473350525,-0.0005918362615375372,0.016809521539107662,0.010752360026041666,0.2
96,18.25,4770,4718592,0.7982305288314819,989,0.006216088309884071,0.0003,950,-0.12957958886787915,0.0018134561,0.28126323223114014,-0.0010084537327505435,0.016933410745453632,0.015590413411458334,0.2
97,17.57,4771,4767744,0.7617460489273071,999,0.009014961309731007,0.0003,960,-0.12920573209412395,0.004092419,0.2922883629798889,-0.0008073963546545807,0.01562579072257601,0.015165201822916667,0.2
98,19.39,4770,4816896,0.7935196161270142,1009,-0.003900967538356781,0.0003,970,-0.1336237449082546,0.003161241,0.26800137758255005,-0.0009222374303135439,0.019291775289699824,0.014373779296875,0.2
99,16.8,4771,4866048,0.7440664172172546,1019,0.006504043471068144,0.0003,980,-0.1425549556966871,0.0021834488,0.2775413393974304,-0.0007208432566282378,0.01795054742057497,0.014363606770833334,0.2
100,18.22,4771,4915200,0.798160195350647,1030,0.004464863799512386,0.0003,990,-0.13780507692523922,0.0017945442,0.28281766176223755,-0.001088850472236421,0.01820321635532309,0.018361409505208332,0.2
101,17.36,4772,4964352,0.7335039377212524,1040,0.0044808294624090195,0.0003,1000,-0.13135673385113478,0.0015384182,0.2817360758781433,-0.000667944349819057,0.017352227908365117,0.013419596354166667,0.2
102,17.17,4762,5013504,0.7638554573059082,1052,0.0076826163567602634,0.0003,1010,-0.12790152955179412,0.0024236136,0.2802150249481201,-0.0013274491134628382,0.017706675787000373,0.016267903645833335,0.2
