time/iterations,rollout/ep_rew_mean,time/fps,time/time_elapsed,time/total_timesteps,shield/actions_blocked,shield/actions_block_ignored,rollout/ep_len_mean,shield/actions_allowed,train/value_loss,train/loss,train/entropy_loss,train/clip_range,train/explained_variance,train/clip_fraction,train/n_updates,train/policy_gradient_loss,train/learning_rate,train/approx_kl,shield_cutoff_timestep
30,0.8715506792068481,4057,363,1474560,777049,0,19.7,514592,0.01695618724746358,0.009426785632967949,-0.7919662439885239,0.2,0.2891172170639038,0.05138346354166667,290,-0.0015874060398952375,0.0003,0.006011503,
31,0.7765780687332153,4053,375,1523712,805855,0,18.45,534162,0.0173612362377753,0.009680413641035557,-0.8030223136146863,0.2,0.28561311960220337,0.05050048828125,300,-0.0011674869225619963,0.0003,0.0058703586,
32,0.6974413394927979,4050,388,1572864,835122,0,15.78,553273,0.017789222813492718,0.017961915582418442,-0.813950905855745,0.2,0.28745609521865845,0.03945719401041667,310,-0.0006350659958722342,0.0003,0.0045416295,
33,0.7258594036102295,4048,400,1622016,864842,0,16.23,571969,0.01789225521036618,0.010992636904120445,-0.8093538283991317,0.2,0.2822551131248474,0.04007161458333333,320,-0.0005942858705263158,0.0003,0.0047912034,
34,0.8051367402076721,4046,412,1671168,894953,0,19.06,590330,0.0168815896451027,0.009428001940250397,-0.7966551011738677,0.2,0.2945234775543213,0.042063395182291664,330,-0.0009161027276907893,0.0003,0.004793352,
35,0.7412890791893005,4045,425,1720320,924776,0,17.7,609095,0.016707771105332843,0.010354749858379364,-0.785427464886258,0.2,0.29287683963775635,0.043328857421875,340,-0.0009722517392219743,0.0003,0.0050842366,
36,0.7885468006134033,4043,437,1769472,954090,0,18.22,628362,0.017929948151625772,0.02050936594605446,-0.7696782812786599,0.2,0.2807151675224304,0.042185465494791664,350,-0.000621937830207268,0.0003,0.0045337314,
37,0.7505507469177246,4041,449,1818624,983635,0,17.69,647329,0.017430020061632,0.0048709227703511715,-0.7796488498648008,0.2,0.2827529311180115,0.04429931640625,360,-0.0013426744614359147,0.0003,0.004516283,
38,0.7891444563865662,4038,462,1867776,1012729,0,18.02,666850,0.01665696322452277,0.006192980799823999,-0.7787149475887418,0.2,0.2936391234397888,0.05321451822916667,370,-0.00196057197523866,0.0003,0.0056528985,
39,0.7141367197036743,4037,474,1916928,1042028,0,17.33,686199,0.018320226285626025,-0.0011959527619183064,-0.7766438947059214,0.2,0.26447510719299316,0.03967081705729167,380,-0.0010414856844969715,0.0003,0.004406579,
40,0.8073867559432983,4035,487,1966080,1071677,0,18.6,705147,0.01685145867013489,-0.000390421599149704,-0.778288780276974,0.2,0.285103976726532,0.04229736328125,390,-0.0008378051266239102,0.0003,0.004909544,
41,0.7362265586853027,4034,499,2015232,1100564,0,18.87,724884,0.017440670931197624,0.027088314294815063,-0.7764961421489716,0.2,0.28413915634155273,0.04938151041666667,400,-0.001477130609358331,0.0003,0.005259974,
42,0.695789098739624,4032,511,2064384,1129421,0,16.18,744784,0.017048812046656772,0.006269942037761211,-0.778432869631797,0.2,0.2875593304634094,0.054518636067708334,410,-0.0019581960971966814,0.0003,0.0065273517,
43,0.7904805541038513,4030,524,2113536,1158335,0,17.51,764639,0.01811769429186825,0.017292600125074387,-0.7638738537207246,0.2,0.28326886892318726,0.036946614583333336,420,-0.0007738582423674719,0.0003,0.004019003,
44,0.6855428814888,4028,536,2162688,1187148,0,16.71,784575,0.01686186705992441,0.016769153997302055,-0.7537506780276696,0.2,0.29053568840026855,0.04516194661458333,430,-0.0012108738015437362,0.0003,0.004968502,
45,0.7706562280654907,4027,549,2211840,1216466,0,17.7,803996,0.01743277071485257,0.010016050189733505,-0.741870362063249,0.2,0.29034143686294556,0.046783447265625,440,-0.0014277296270241398,0.0003,0.0053817495,
46,0.8152070641517639,4026,561,2260992,1245831,0,19.04,823444,0.01607896664912308,0.008235257118940353,-0.7308353913016618,0.2,0.28640973567962646,0.04577229817708333,450,-0.0013178325786308658,0.0003,0.0048318156,
47,0.8100234866142273,4024,574,2310144,1275393,0,17.6,842665,0.0162356263451026,0.004068780690431595,-0.7261917753145098,0.2,0.2885798215866089,0.04638671875,460,-0.001668973825295931,0.0003,0.0045711254,
48,0.8068242073059082,4022,586,2359296,1304669,0,18.28,862200,0.015295695557870203,-6.954511627554893e-05,-0.7281926231148342,0.2,0.29717594385147095,0.03990478515625,470,-0.000995909115226823,0.0003,0.0042636474,
49,0.8341172933578491,4020,599,2408448,1333451,0,19.42,882186,0.016306877773846887,0.00751629751175642,-0.7185960408610602,0.2,0.284290075302124,0.04248046875,480,-0.0014759835071648316,0.0003,0.005288134,
50,0.8151015639305115,4018,611,2457600,1361940,0,18.97,902415,0.01707806523263571,0.008036698214709759,-0.6988684026213984,0.2,0.2802109718322754,0.044549560546875,490,-0.001213890261654645,0.0003,0.004864095,
51,0.009191405959427357,4018,623,2506752,1386508,0,10.23,919885,0.01745738713022244,0.0017248643562197685,-0.6845612987565498,0.2,0.28278857469558716,0.03561197916666667,500,-0.0010905833811799919,0.0003,0.003701593,2500008
52,0.0,4026,634,2555904,,,12.48,,0.03933804824676675,0.012769654393196106,-0.6981307928139965,0.2,0.26374518871307373,0.05681966145833333,510,-0.0034670223357049206,0.0003,0.010251138,
53,0.0046210940927267075,4037,645,2605056,,,16.74,,0.01635109089887313,-0.02703225426375866,-0.8097637800499797,0.2,-0.16057682037353516,0.182952880859375,520,-0.0228000305780976,0.0003,0.021927023,
54,0.024515626952052116,4049,655,2654208,,,25.98,,0.006426699868704115,-0.007648831233382225,-0.7695627180859447,0.2,0.6572178602218628,0.14199015299479167,530,-0.01570025356656212,0.0003,0.033435334,
55,0.07454687356948853,4061,665,2703360,,,29.3,,0.005577827273373259,-0.011807354167103767,-0.7456038773680727,0.2,0.7033663988113403,0.15291341145833334,540,-0.012360536212994096,0.0003,0.016077967,
56,0.13582421839237213,4073,675,2752512,,,38.2,,0.008521992229119254,-0.0064552100375294685,-0.725307749522229,0.2,0.6799319982528687,0.148260498046875,550,-0.011301216525195439,0.0003,0.009464236,
57,0.3658515512943268,4084,685,2801664,,,37.8,,0.010969801350681034,-0.00945761613547802,-0.6990624878865977,0.2,0.6571487188339233,0.14043782552083334,560,-0.012181807778324583,0.0003,0.017806822,
58,0.40587112307548523,4095,696,2850816,,,31.17,,0.020063958809381197,-0.013622711412608624,-0.651830966770649,0.2,0.60235995054245,0.146240234375,570,-0.015844815318996553,0.0003,0.011923772,
59,0.45534762740135193,4106,706,2899968,,,24.66,,0.024340137799542087,-0.010270394384860992,-0.6108123241302867,0.2,0.5709466934204102,0.16295979817708334,580,-0.017562728585107833,0.0003,0.009848249,
60,0.4993358850479126,4116,716,2949120,,,27.04,,0.025221195761696437,-0.016434531658887863,-0.564982126125445,0.2,0.5481139421463013,0.160186767578125,590,-0.01648643333998431,0.0003,0.0087831,
61,0.6188085675239563,4126,726,2998272,,,22.85,,0.02659157346254991,-0.0005353577435016632,-0.5060210852728536,0.2,0.5010414123535156,0.14090779622395833,600,-0.014162007120830822,0.0003,0.0071455506,
62,0.6864531636238098,4136,736,3047424,,,22.9,,0.027214036384248175,-0.005731937475502491,-0.4521841885211567,0.2,0.4360184073448181,0.11855265299479166,610,-0.011361975787319048,0.0003,0.006910354,
63,0.6983866691589355,4146,746,3096576,,,21.9,,0.023262764904939105,0.0005884794518351555,-0.406376907757173,0.2,0.4000997543334961,0.11457722981770833,620,-0.009400550293806494,0.0003,0.010719474,
64,0.7306718230247498,4154,757,3145728,,,21.31,,0.025197935495816635,0.006311934441328049,-0.3616019122923414,0.2,0.3397488594055176,0.08497314453125,630,-0.005538666888242005,0.0003,0.0067823413,
65,0.7700390815734863,4161,767,3194880,,,20.4,,0.020388582889184666,0.0029220879077911377,-0.31375578821947175,0.2,0.34101343154907227,0.06845906575520834,640,-0.003699289169101879,0.0003,0.0051849256,
66,0.6989688277244568,4168,778,3244032,,,19.15,,0.01926339712833093,0.004716857336461544,-0.287475351531369,0.2,0.31998175382614136,0.06314697265625,650,-0.0027762078438778796,0.0003,0.004330725,
67,0.7573866248130798,4175,788,3293184,,,18.71,,0.020027253819959394,0.009193038567900658,-0.26145495447174955,0.2,0.31359273195266724,0.066680908203125,660,-0.0028288126242841825,0.0003,0.0063212276,
68,0.7457343339920044,4182,799,3342336,,,19.1,,0.0211983181014754,0.007070495747029781,-0.25053835708337524,0.2,0.29620909690856934,0.06036173502604167,670,-0.0023674836949491387,0.0003,0.0052335854,
69,0.7771758437156677,4188,809,3391488,,,18.93,,0.02002904401985385,0.014149293303489685,-0.22388020222230504,0.2,0.3033820390701294,0.040327962239583334,680,-0.0015372961262376825,0.0003,0.003617186,
70,0.7581601738929749,4194,820,3440640,,,18.49,,0.02158796390140196,0.010563988238573074,-0.20012722973090907,0.2,0.2902798652648926,0.03644205729166667,690,-0.001327077934092813,0.0003,0.003245958,
71,0.7423789501190186,4201,830,3489792,,,17.35,,0.020018089670823733,0.006551760248839855,-0.1754024628782645,0.2,0.2791443467140198,0.031245930989583334,700,-0.0010357159191698884,0.0003,0.003395382,
72,0.7706562280654907,4208,840,3538944,,,17.71,,0.018521278115319242,0.010172312147915363,-0.1536116389092058,0.2,0.2920086979866028,0.023870849609375,710,-0.001042470814900298,0.0003,0.002580385,
73,0.7982305288314819,4215,851,3588096,,,18.62,,0.019954330742863628,0.009097674861550331,-0.13809042648257067,0.2,0.2732353210449219,0.023577880859375,720,-0.0008517294149593606,0.0003,0.005028169,
74,0.7603749632835388,4221,861,3637248,,,17.74,,0.01984138739305005,0.007352905347943306,-0.133725923691721,0.2,0.28327226638793945,0.019083658854166668,730,-0.0004955160694104659,0.0003,0.0025972656,
75,0.8006210327148438,4227,871,3686400,,,17.48,,0.02068573287469917,0.0075871916487813,-0.13574885428727915,0.2,0.27586066722869873,0.017875162760416667,740,-0.0003253196161191833,0.0003,0.0026427892,
76,0.7499531507492065,4234,882,3735552,,,18.2,,0.02067478410778373,0.009262638166546822,-0.12716565980032707,0.2,0.27818864583969116,0.019305419921875,750,-0.0007729907844804984,0.0003,0.0037307825,
77,0.805734395980835,4239,892,3784704,,,18.69,,0.019535788448896103,0.0035298531875014305,-0.13915528124586368,0.2,0.2757622003555298,0.022279866536458335,760,-0.0009686009087696827,0.0003,0.008404172,
78,0.7632227540016174,4245,903,3833856,,,16.91,,0.02036944470213105,0.01001739501953125,-0.1569009646967364,0.2,0.27857351303100586,0.025439453125,770,-0.0008703427758670538,0.0003,0.003519796,
79,0.7318866848945618,4251,913,3883008,,,17.76,,0.017980666660393278,0.007288193330168724,-0.14175838516093792,0.2,0.28122085332870483,0.024285888671875,780,-0.0011185739605934942,0.0003,0.0028614595,
80,0.7592852115631104,4257,923,3932160,,,17.9,,0.018575882399212183,0.007753165438771248,-0.1385833993786946,0.2,0.2841363549232483,0.020499674479166667,790,-0.00038373951125928823,0.0003,0.0034760712,
81,0.7586523294448853,4262,933,3981312,,,18.67,,0.019788894939847524,0.008305422961711884,-0.12130583104832719,0.2,0.2658889889717102,0.023600260416666668,800,-0.0011553415892800937,0.0003,0.0030439089,
82,0.7524492144584656,4268,944,4030464,,,17.84,,0.019374696349162453,0.007066912483423948,-0.1183201003470458,0.2,0.27635324001312256,0.017626953125,810,-0.0007212600989078055,0.0003,0.0018583443,
83,0.7193202972412109,4274,954,4079616,,,18.66,,0.018008655317195612,0.005931228864938021,-0.11414128756150603,0.2,0.28951454162597656,0.018147786458333332,820,-0.0007137208029841228,0.0003,0.002471056,
84,0.7615703344345093,4280,964,4128768,,,17.78,,0.019193367189533697,0.011809831485152245,-0.11480271943534413,0.2,0.27028077840805054,0.017104085286458334,830,-0.0006052302437637991,0.0003,0.002292313,
85,0.7693554759025574,4286,974,4177920,,,18.04,,0.017673442084681787,0.008808072656393051,-0.10902306019949416,0.2,0.28044015169143677,0.018636067708333332,840,-0.0009006462482526937,0.0003,0.0027751215,
86,0.7604100704193115,4291,984,4227072,,,17.56,,0.017640586587367578,0.008473622612655163,-0.12021307425263027,0.2,0.2766542434692383,0.01668701171875,850,-0.0006605586032492283,0.0003,0.0052972175,
87,0.8324296474456787,4297,995,4276224,,,19.69,,0.018355458583149204,0.011420064605772495,-0.15367059800385807,0.2,0.2760446071624756,0.020735677083333334,860,-0.0006479413107323732,0.0003,0.0023030983,
88,0.8166133165359497,4303,1005,4325376,,,18.72,,0.0176138661406488,0.0037443959154188633,-0.14211427698610352,0.2,0.276023805141449,0.018843587239583334,870,-0.0010805129085686834,0.0003,0.0023680662,
89,0.7993203997612,4308,1015,4374528,,,17.79,,0.018255331306621277,0.011749387718737125,-0.1363969271769747,0.2,0.2714521288871765,0.016398111979166668,880,-0.0008119895356382283,0.0003,0.001857353,
90,0.7194257378578186,4314,1025,4423680,,,18.36,,0.019152763334083524,0.008727898821234703,-0.13687593506571527,0.2,0.27949661016464233,0.015458170572916667,890,-0.0008809963203627073,0.0003,0.0030601963,
91,0.8076679110527039,4319,1035,4472832,,,18.24,,0.018411962659350443,0.007639714516699314,-0.13197297675069422,0.2,0.27843135595321655,0.0151611328125,900,-0.0011933513866703531,0.0003,0.002311513,
92,0.7319921851158142,4324,1045,4521984,,,17.28,,0.016735250165947946,-0.002008258830755949,-0.12838829846587033,0.2,0.28201836347579956,0.014385986328125,910,-0.0007050221348436026,0.0003,0.0022389407,
93,0.7787578701972961,4329,1055,4571136,,,18.18,,0.01755048844424891,0.010600285604596138,-0.11941429805010557,0.2,0.27922600507736206,0.012851969401041666,920,-0.0006771829196926168,0.0003,0.0026303001,
94,0.7451210618019104,4334,1065,4620288,,,16.63,,0.017010061265318656,0.009267228655517101,-0.11328133651210616,0.2,0.27647119760513306,0.014481608072916667,930,-0.0008716389712086918,0.0003,0.002444714,
95,0.7986874580383301,4339,1076,4669440,,,18.2,,0.018260310912834636,0.0073120249435305595,-0.11115427697077393,0.2,0.278591513633728,0.014656575520833333,940,-0.0008629288350069449,0.0003,0.0030947595,
96,0.7152617573738098,4342,1086,4718592,,,17.01,,0.018023652387637413,0.009731993079185486,-0.11665338429544742,0.2,0.26747775077819824,0.014337158203125,950,-0.0005829868042686333,0.0003,0.0026524484,
97,0.7475976347923279,4346,1096,4767744,,,18.8,,0.01904337125500509,0.013252010568976402,-0.12495153928175569,0.2,0.2672404646873474,0.014593505859375,960,-0.000751257277897821,0.0003,0.0032214213,
98,0.8150312304496765,4350,1107,4816896,,,18.87,,0.0195527298921661,0.011011255905032158,-0.1289586504145215,0.2,0.27620065212249756,0.015989176432291665,970,-0.0006086897122562126,0.0003,0.002496538,
99,0.6949102282524109,4353,1117,4866048,,,16.65,,0.01843902238906594,0.00968494638800621,-0.1312354307854548,0.2,0.28644847869873047,0.025693766276041665,980,-0.001370513438390238,0.0003,0.009297841,
100,0.7399882674217224,4358,1127,4915200,,,18.17,,0.01671175842542046,0.0008005490526556969,-0.12860684433253483,0.2,0.28374040126800537,0.024314371744791667,990,-0.0012711166934271509,0.0003,0.0035513286,
101,0.7519921660423279,4362,1138,4964352,,,17.66,,0.01842735039584416,0.009212233126163483,-0.11386001485322292,0.2,0.2749761939048767,0.021185302734375,1000,-0.0012983949093116583,0.0003,0.03242452,
102,0.7802696228027344,4365,1148,5013504,,,17.78,,0.018165479184729823,0.007220507599413395,-0.10490100195941826,0.2,0.2828463315963745,0.018701171875,1010,-0.0007867986586158319,0.0003,0.0025286374,
