time/total_timesteps,time/iterations,time/fps,rollout/ep_len_mean,rollout/ep_rew_mean,time/time_elapsed,train/clip_range,train/clip_fraction,train/learning_rate,train/policy_gradient_loss,train/approx_kl,train/entropy_loss,train/loss,train/explained_variance,train/value_loss,train/n_updates
114688,56,474,200.0,0.0,241,0.2,0.13125,0.0003,-0.016236252475937362,0.0096189715,-1.2810840271413326,-0.026469942182302475,-3.521239757537842,6.735625273677215e-05,550
116736,57,474,200.0,0.0,246,0.2,0.16181640625,0.0003,-0.014566855008888524,0.013992953,-1.2749958369880914,0.009411624632775784,-5.0455732345581055,3.555871750506867e-05,560
118784,58,474,200.0,0.0,250,0.2,0.185498046875,0.0003,-0.016291030945285456,0.014908423,-1.3324285827577114,-0.03902331739664078,-0.4268995523452759,6.477093308205894e-05,570
120832,59,474,200.0,0.0,254,0.2,0.211181640625,0.0003,-0.022437495384656357,0.025213484,-1.2970613844692707,-0.008621261455118656,-1.756518840789795,3.567309142908926e-05,580
122880,60,474,200.0,0.0,259,0.2,0.134228515625,0.0003,-0.016903771840588888,0.01226169,-1.3345198173075914,0.0003282895777374506,-2.9714009761810303,2.9754898797307305e-05,590
124928,61,474,200.0,0.0,263,0.2,0.177783203125,0.0003,-0.01960664535872638,0.014530356,-1.340317714959383,-0.040093984454870224,0.0530390739440918,6.286833821604887e-05,600
126976,62,474,200.0,0.0,267,0.2,0.1349609375,0.0003,-0.014986010882421397,0.0141084585,-1.3508281338959933,-0.006313704419881105,-2.574613571166992,4.8946352487178045e-05,610
129024,63,474,200.0,0.0,271,0.2,0.191259765625,0.0003,-0.019539881820674055,0.015824102,-1.3529750987887383,-0.033471450209617615,-0.624708890914917,6.644813286698082e-05,620
131072,64,474,200.0,0.0,276,0.2,0.183154296875,0.0003,-0.0205230878200382,0.019394007,-1.345849695801735,-0.05995134636759758,-2.0846800804138184,1.696136104811785e-05,630
133120,65,474,200.0,0.0,280,0.2,0.161181640625,0.0003,-0.01722608253330691,0.014380164,-1.3796310808509589,-0.015353730879724026,-1.5741350650787354,3.4603764936491645e-05,640
135168,66,474,200.0,0.0,284,0.2,0.233056640625,0.0003,-0.030822698347037658,0.024719551,-1.3415691792964934,-0.016397373750805855,-1.2933166027069092,0.00018022232358987366,650
137216,67,474,200.0,0.0,289,0.2,0.14326171875,0.0003,-0.01623362372192787,0.017899124,-1.3626378770917653,-0.039048679172992706,-2.7116098403930664,1.9473944314540857e-05,660
139264,68,474,200.0,0.0,293,0.2,0.171435546875,0.0003,-0.02189990072947694,0.024209825,-1.3456110443919898,0.008082028478384018,-3.1554441452026367,1.552721464292972e-05,670
141312,69,474,200.0,0.0,297,0.2,0.159130859375,0.0003,-0.012896138991345651,0.012854446,-1.3641803558915853,0.08350558578968048,-3.771974563598633,2.167828312877873e-05,680
143360,70,474,200.0,0.0,301,0.2,0.137255859375,0.0003,-0.020850689784856512,0.0151230255,-1.3753536760807037,-0.025339068844914436,-3.8233642578125,3.631252570528432e-05,690
145408,71,475,200.0,0.0,306,0.2,0.193701171875,0.0003,-0.01914779167782399,0.020234413,-1.350444071367383,-0.07291630655527115,-3.963287830352783,1.5999245160003284e-05,700
147456,72,475,200.0,0.0,310,0.2,0.118017578125,0.0003,-0.01778858344623586,0.015537215,-1.3367572870105504,-0.014370753429830074,-6.0168070793151855,2.7806134058039332e-05,710
149504,73,475,200.0,0.0,314,0.2,0.17685546875,0.0003,-0.022368042833841174,0.01657528,-1.3426746025681495,-0.03405684232711792,-1.0819182395935059,3.545690948953961e-05,720
151552,74,475,200.0,0.0,318,0.2,0.176904296875,0.0003,-0.017477191433135884,0.019912563,-1.3941155303269626,0.04749675840139389,-7.140130996704102,1.3844640474758307e-05,730
153600,75,475,200.0,0.0,323,0.2,0.14521484375,0.0003,-0.025190452909009765,0.015992882,-1.3554924927651881,-0.04392119124531746,-5.09107780456543,3.197367780387595e-05,740
155648,76,475,200.0,0.0,327,0.2,0.155859375,0.0003,-0.019217816265881992,0.018803462,-1.4123956441879273,-0.04930165410041809,-4.9611968994140625,2.1705865410126535e-05,750
157696,77,475,200.0,0.0,331,0.2,0.16298828125,0.0003,-0.021460833215678578,0.017016396,-1.4032979492098092,-0.017927974462509155,-0.6576318740844727,3.8865225496920176e-05,760
